content,sentiment
bagus game grafik grafik buruk efek,0
teliti,2
bagus,2
permainan bagus,2
bagus suka pubg,2
game diminati dunia,2
gagal login,0
bagus,1
game bagus sayang suka lancar jaringan lancar pembaruan pemain menyingkir lihat upadtenya,1
login twittersekali masuk langsung tulisan kesalahan otentikasi server terusmohon perbaiki secepat kecewa kamimohon bantuan terima kasih,0
game bagus,2
koneksi error bermain jaringan stabil,0
bagus game,1
game grafik buruk pintu,0
habis pertandingan memuat main kejadian terulang,0
game haram populer,0
game grafik buruk kembalikan pubg,0
bagus,2
bug sinyal bagus lancar jalan eh aneh,1
bug kontol,1
karakin bag tabrak tanah tewas,1
mahal kostum bagus,1
pemula bs kasih bintang gamenya nyaman seru bs main on peta luas bagus bug uh kesal menyalahkan game jaringan stabil dr bagus kurangi pembaruan,1
lihat koment bilang grafis ram android ekstrim hd ekstrim hd game nyata kyk nyata,2
game bagus bget,1
game bagus berat game bagus,2
batas memuat layar,0
mengunduh kemarin putar,1
mengunduh install pubg haram,0
pembaruan pembaruan perbaiki bug bug realistis game bug,0
pabnji bos pemain free fire grafik buruk,1
sayaper tamamain kalah main menang,2
maaf pengembang gamenya bagus bug habis turun pesawat langsung mati,2
suka gerafiknya,2
coba halusi oy ponsel takangg,2
huh pembaruan balance lancar kendala pembaruan balance lancar,1
admin ruang peta gudang ya,1
main akun hokki isi uc hakki hoki tenccen pelitt anjing bangsatt,0
ya login bagus,2
emote ok tolong pubg negara pubg mobile lemah,1
game rusak teman,0
masuk,0
bugnya karakter hilang selesai membangkitkan karakternya bagus pose,1
tolong atasi bug error pertandingan bug main pubg koneksi,0
tolong diperbaik bug main seru seruan pertandingan pertandingan berat mainnya botnya platinum,2
mengunduh nonton virtual concert bp,2
tolong tencent grafik ponselnya gamenya,2
bintang ya tlah menikmati game bagus peringkat menurun karenakan sllu main bug lancar jaringan stabil terkadang tembak musuh musuh mati eeh kebalikan mati bermasalah,1
bug bug spesifikasi bug team deathmatch fpp kecewa main,1
okeyy,2
bagus,1
media teknologi dimensi graphic balance ekstrim lawak,1
asw mengunduh,0
game haramkita berperang bertammu dasar game haram game bertamu haram game jelek nyaman game free fire lebihh bagus game mahal jelek haram mulung game haram game menyembah patung bodoh game haram,0
bagus,2
bagus game,2
game bagus,2
bagusd,2
memuasan pubg memperberatkan ruangan tencent kuat menahan performah enteh kadang kadang,2
game bagus suka bug tolong ya pubg,2
game menuntut perangkat mumpuni kemampuan menjamin pemain kemampuan diatas perangkat menengah kebawah kesulitan game disayangkan game mempertimbangkan kondisi sosial perekonomian playernya,0
ti,2
sedekah bintang,2
samsung bug grafik hitam bermain tolong perbaiki bug musuh didalam gedung bangunan rumput teropong berwarna hitam,0
tolong hai pubg perbaiki ram,0
mohon izin mohon lacar ponsel kentang taoi main games pubg,2
gm ya bagus,2
semoga manfaatnya bermain game,2
ariska,1
ponsel ram internal sinyal bagus lancar ya,2
game berat grafik terputus putus jaringan bagus,1
zhhzjsjsjjsjsnznnznsyny sumsmumusmusnysynynsynsnynsnysnhnusnusynsnnusjmsmusklspspslmsnsnsjsjdjndndndjjdjdjxjdnndndnnd,0
error ponsel standar main pubg,0
gacha hoki,1
performa game rusak pakai konfig chet semoga smua normalseperti pubg mobile rilis,0
masuk uang hbis up kemarin game masuk,0
pilih peta sanhok dierangel tolong perbaiki,0
adakah perbedaan versi bermain store sediakan samsung aplikasi,1
mengembara,2
tolong gyroscoop bug moves on ya own in pelatihan camp karakter bug example in fpp mode it work others,1
ya bagus bagus,1
game haram,0
suka aplikasi,2
keren,2
game bagus mendarat lancar mobil bug terbang wifi,0
grafik buruk,0
suka,2
bagus game haram,2
tolong perbaiki koneksi internet meresahkan,0
semangat,2
game haram,0
grafik game bagus game play animasi musim keren,2
memasang tata letak bagikan teman tolong jadikan sensi seson,1
sinyal error,2
oke,2
hejjebe he,0
pubg mobile memperingan game game seru khusus pemain rendah middle mainkan game lancar jaya lancar terima kasih,0
game anjing sinyal bagus game server menanggapi melulu anjing tencent babi,0
pengguna cheather,2
game bagus main random squad mac tunggu menit masuk game,2
suara mengobrol speaker error peretas,2
tolong dvolopermkin berat kasian pengguna perangkat mumpuni menyukai game mengunduh otomatis hilangkan,0
selamat tinggal ponsel kentang ram rom,0
cinta pubg,2
pengunduhan otomatis cek daftar mengunduh sulit login mengganggu permintaan habis pubg malas main,0
game rusak,0
pengguna cheather,2
kerusakan peluru keluarkan,2
banyk bug cheat ace master laporkan blokir,1
bug parahgame smakin berat,0
permainan ekstrim detik main bug coba urus,1
bagus,0
bagus orang senang permainan menembak lancar pertandingan permintaan habis kasih bintang,2
msh cheat,2
game akun hilang ponsel lupa sandi mengatur ulang nama akun tolong kembalikan akun kasih bintang,2
seru,2
game bagus pc pc bawa game android saran grafik pakai ultra langsing grafik terputus putus tolong dev benarkan,2
gimenya buggseperti sinyal bagus laggmap perumahantrs tolong kasih fitur biar ngejeda mengunduh data ok oot gamenya,0
seru main main drop kotak smpai kolaborasi lanjayskarang ponsel jepret muntah,0
gamenya bug mengunduh bukanya,2
tolong perbaiki bug suara kendaraan terdengar,1
bug,0
ditingkatkan koneksi servernya terkadang sulit tersambung game teman setim mati kena zona avatar game zona,0
bug sarankan acara pubg fokus perbaikan,1
kasih admin,2
main pubg ram,2
game haram grafnya jelek kon,2
pubg bug cheat jaringan om fire memuat lobi semoga,0
bagus bug perbaiki,2
game bagus bug wifi bagus data bagus patah patah tolong diperbaiki ya kasih bintang salam hebat headshot,0
main game pria masuk akun main lancar masuk pakai akun masuk akun habis pembaruan masuk pakai akun pembaruan disuruh pembaruan pembaruan berulang ulang masuk game tolong masuk game terima kasih game suka menghibur,1
game babi,0
game cheat,0
pembaruan bug urus,1
seru habis,2
game bagus,2
data kecilkan,2
bagus peta pergerakkan grafik mantep tolong perbaiki bug pemain mati sengaja bug pemain tembus masuk,2
game kontol,2
babi,0
game kontol,2
bug perbaiki,1
bug lancar malas main,1
gaia duni pubg nee gshakfsfsgsjdhsvskhsvsvcishsvsjshsgdjshsgsishdvdbdjsgsvsjdhdhsgbbsjsksksjsvsvdhdksccdbfgdgsjsjshshzhdhehehehshdgsusysgdudysggsgddghdssc cleur sjshsbsbsbsbsbbssbsbsbsbjssjdjddhdgshskshsgsjsjgsjsjhshbshsjsksjshsgdfsteusousfsbsmskjshgshsf flush sjsjshshshdysususgsysisusudysususuuehehsgsgfddfsjsjsjsjdhxhcgdbdnxjxjhsgsgsdkndgsgshshdhdbshsjsjjsgffsishsyusuzuyyzefeihau indaoadhsusywydusustxtdisjdtsushsgshwosjshshdhshsbscfdydjsnsbvvggsjsjsksjxgcgsbzefry,0
bagus game bohong,0
tolong pubg dinwlod,1
pubg main tinggal bentar eh mati main coba tekan,0
volume pubg tolong perbaiki,0
om nyaman seson lagu alan walker on tolong kasih penjelasan bijak om,0
hi game bermain game tunggu me,2
ponsel kentang main pubg bodoh,2
pembaruan bug urus ponsel berat anjing,0
bagus,2
lancar mainnya lancar sulit buka tolong emosi ponsel korbanku banting lancar,0
tencent pembaruan versi terbaru mohon bantuannya,0
ponsel kentang main pubg bodoh,2
sebenernya pubg bagus mode gyro ponsel tolong tips mengatasinya,2
tolong ringankan perangkat menengahtrimakasih,0
main nyaman nyaman berat penyimpanan,1
game sulit menang aplikasi musuh sulit menang menang ayam game suka bug menang mengunduh peta memori penuh peretas peta mode banyaknya gitulah mohon perbaiki memori pubg,2
game bagus suka game game medan pertempuran grafis bagus bagus lupa kasih peringkat sekian terima kasih pengembang rilisin game ponsel,2
kemampuan keberuntungan,0
do pubg tolong pertandingan sesuai kd tier main tier crown isinya orang bg,0
oo,2
hi bermain game on redmi,2
game bagus free fireebih grafik buruk,1
lancar,0
ya bagus,1
ok,2
kecewa login suruh akun melanggar peraturan game,0
mengunduh baju peta,0
oke,2
game bagus,2
pembaruan atuhklo peningkatan,1
berat,1
pubg semenjak pembaruan bug hitam screenfore tutup,0
tolong pubg tencent games,1
ngomong ngomong cheat bergegas buka dev tunggu main cheat bergegas,1
bagus,2
kasih saran tombol nunduk pilihan tekan tahanmudahmudahan pembaharuan akun,2
memikirkan kolaborasi melupakan bug pembaruan bug bug jaringan jaringan ms menunda buka teropong bidik bug kerusakan musuh tembak majalah habis mati semoga pembaruan kedepannya,1
bintang mencoba game bagus kasih,1
acara game menarik sayang main suka grafik terputus putus,2
bug,1
tolong bag turunkan tolong hilang mengganggu pemain,1
mohon pengembang mohon dibedakan pemain cheat pemain blokir cheat tolong perbaiki bug pemain nyaman bermain,2
hai pengembang pembaruan game optimal perangkat rendah grafik terputus putus drop lancar game online berat grafik terputus putus drop lancar tolong perbaiki,1
terima kasih krafton tencent sediakan material toko seminggu,2
terbaik game,2
gamenya bagus,2
ta,2
pubg kenal,1
jaringan server pubg poin hilang diskonek skin banyakin jaringan bug bug benarkan kecewa,0
semoga mengecewakan,0
game bagus bagus sayangnya cheat pakai cheat tolong blokir,1
push peringkat jam sok perhatian buruk kl game mainkan blg anjing pengembang sok perhatian,0
maaf peringkat lancar memasuk server memakai wifi paket data lancar,0
pubg maksudnya wi,0
mengunduh aplikasi pubg,1
game grafik buruk skin,0
jelek jelek,0
pink jaringan stabil kakak,1
bug suara bug team deathmatch peluru bug,0
game rusak,0
versi ringan kah,0
mohon pubg memperbaiki bug petasinyal lancar diperbaiki pemain pakai ponsel kentang nyamankarena main grafik terputus putus kadang pulaunya bug sekitaran mati posisi musuh sekalisekian terima kasih semoga tanggapi pubg,1
berharap pemain sediakan hadiah istimewa semangat mainnya,2
game bagus sayang desing menunda iya ngehit duluan kencok,2
tolong kasih senjta skin pakean keren mohon musuh sulit kasih musuh bodoh bodoh kemenagan main pubg,2
lancar jaringanny bagus,1
msh bug,1
maaf ya kasih bintang pengembangnya gamenya bug lancar,1
tolong fokus game play skin utamakan bug parah,0
kendala jaringan bug mengakibatkan nyaman,2
bagus,2
game bug anjing,0
hd,2
ya kakak,2
suka rusak pertandingan ponsel ram kuat main game,0
coba perbaiki lambat bintang,2
menyesal mengunduh ngabisin kuota buka gamesnya hapus pasang,2
memori soak pembaruan,2
kurangin naikin,2
game bagus bug,0
bilang aneh ya aneh grafik terputus putus hilang hilang zaman batu alasan buka pubg situ aplikasi perbaiki pemain kasih bilang ponsel kentang ya bilang kentang sol game kalangan menengah kalangan mengatas wajar komplen perbaiki motifasi nyalih buka aplikasi mengerti admin kenyataan bijak admin,1
halo game bagus ambil senjata lobi pengembang ponsel vivo,1
dl,2
gamenya bagus suka lancar pliz solusinya suka patah terkadang,2
haram,2
bagus,2
pakai perangkat samsung ram main berat grafik terputus putus drop,0
main game mech maksud hai game parah tolong game bagus parah,0
game bagus,2
pembaruan bug team deathmatch peluru,0
berat gamenya,0
pembaruan mengunduh peta,2
kurangi bug ya,0
halo pubg mobile acara uc gratis,2
masuk,2
diperbaiki bug mati spectate teman tampilan diam bug fitur recall teman mati teman recall bug bangkit pemainnya in diam,1
seru bug,1
mantaaps,2
game pubg ya login kompilasi sumber sajapdhl tolong bantuannya,1
tolong ya perbaiki,1
bagus dukung ponsel kentang,2
masuk game jaringan wifi merepotkan berpindah data seluler otomatis biaya internet double mohon solusi,2
metro royal,1
main pubg musim perangkat ponsel meningkatkan pubg berat ponsel pertengahan jangkauan kebawah lancar smartphone flagship pensiun,0
bosan menarik pubg ya dimainnin pilih,1
sial zona musuh trusdapet menjarah jelekmusuh hebat,0
pembaruan masuk game main anjing,0
grafik terputus putus drop pembaruan,0
masukan pubg mobile grafis optimalkan ponsel ponsel spesifikasi mencukupi main game patah patah jaringan ok bagus main perang kadang fps drop kecewa ramai mengganggu pertandingan mode fpp pemain ganti bot push pertandingan tunggu pertandingan mengurus mode tpp arus seimbang,2
hai tolong kurangi ukuran mengunduh,1
bagus pokokna,2
bagus hiburan bosan,1
ranked sush,0
maaf defelopers kasih bintang login,0
aneh yapadahal jaringanku bagus gagal masuk server akunku bagus kembaliin mohon perbaiki,1
pembaruan pembaruan grafik terputus putus lancar bug mikrofon tolong perhatikan game bergengsi dunia sepele tuntaskan,0
berpikir pembaruannya,0
gemeyang seru,1
gamenya,2
main pubgyg keluhkan bug kabut,0
acara menarik,2
bug gapernah skin,0
game bagus,2
dalaman pubg pemain spesifikasi ponsel kentang bermain lancar bug bug perbaikan terima kasih admin,1
gamenya berat selamat tinggal pubg mobile salah pemain ponsel kentang mengundurkan,0
pembaruan login jam,1
game bagus orang kebanyakan kasar,1
bagus,2
bintang segi grafik permainan realistis pubg membekukan memori free mohon diperbaikin,1
mikrofon kadang berfungsi,1
pendaratan parasut bangunnya detik bingung jaringan bangunan musuh mati lari bangunannyaframe lancar,2
mohon settingin biar ponsel dukung game,0
fd,0
tolong akun blokir ngecheat mod main game free fire,0
game sesat game phising,0
perbaikan perbaikan bug spectate rekan tim karakter mati main acara game masuk karakter terbangterbang tanah mati terjatuh ketinggian selebihnya bagus segi blokir keamanan,2
berhubung hoki bundel mumi kasih bintang,2
teruntuk admin gamenya bug bermain tim deathmatch mengalami bug jaringan bagus tolong admin tindak lanjuti terima kasih,1
login pertempuran sulitnya maaf,1
bug hapus instalan ahh maaf ya,0
bagus tambahkan auto tembakan,2
install bantu,0
kayanya pakai gfx tool main seru game drpada ganti ponsel ganti game balas krafton berani,0
good game game,2
bug tolong perbaiki ya game pubg maju,1
cepat pensiun perangkat kuat,1
suka ketemu musuh tolong tencent setabilkanrasanya jekel suka lancar,2
bintang bug membuang bom menambah darah kadang kadang ngkk,0
ponsel aplikasi hahaha,0
buruk masuk permainan,0
tekan login facebook muncul pemberitahuan pengumuman otoritas dibatalkan mohon bantuannya terima kasih,0
xhai,2
ramai ramai suka bug,1
pensiun musim skin royal pass bye pubg mobile,0
game bagus seru berat ukurannya pembaruan,1
pubg lancar,0
sinyal bagus lawan pemain lancar habis,1
ya ram tolong solusinya padahl game pubg ja ponsel game,0
bagus pokok,2
bagus,1
ponsel kentang hapus pubg,0
bug pakai amr buka teropong bidik titik tembaknya beda crosshair tolong ya kakak peta metro royale drop item peta drop drop,0
admin pembaruan kolaborasi marshmellow biar seru topengnya gratis baju celana gratis tolong admin,2
game ska,1
game bagus free fire grafik buruk skin senjata aneh aneh pubg free fire grafik buruk,2
ok,2
terkena bug pertarungan arena layar hitam jalan membeli barang mohon memperbaiki ya tim pubg pemain mendukung,1
masuk akun twitter mohon diperbaiki pembaruan pembaruan twitter akun masuk,2
gamenya berat menyesal habis pembaruan bug kaca pecah suaranya kesal pergerakkan playernya lambat berat nyaman pembaruan turun tier pengaturan biasanyaa tolong perbaiki pembaruan,1
pembaruan handphone namanya lancar grafik terputus putus pakai halus extream halus grafik terputus putus berat game,0
suka pubg mobile terima kasih,0
jos,1
mohon ringan pengembang biar bermain ponsel ram,1
bagus game lancar sukses pubg terima kasih,2
game haram mengunduh,2
main plus admin membunuh cepat mati admin berpikir,0
mengunduh drop data,1
game menyembah patung,0
bintang game kasih bintang ya pengembang terhormat salam,1
gamenya haram,1
seru pubg patah mendarat,1
lancar,1
keren,0
babi,0
game bodoh,0
permainan jelek,0
senjata school,2
bagus,2
bermasalah koneksi jaringan sinyal bagus memuat kehalaman utama menyebalkan,0
tolong staf devlo pubg mobile bug cheat tuntaskan salah pemain bug acara bug,1
kasih bintang biar pubg semangat kasih bintang rp gratis ya,2
pembaruan kasian ponsel mendukung main pubg,2
terhormat tencent ganti ponsel bug tertolong ulasan mengalami musuh muncul nyaman pembaruan beda secepat berharap stabil,1
pubg semaki ngelagg bug,0
aplikasi parah berat angkatan pembaharuan pembaruan game jaringan telkomsel pembaruan selesai ulang makan kouta,0
qweruyy,0
skin gratis kah,1
gamenya bagus berat malas ponsel pubg game penuh isi game hapus salah game,0
kirain kena patah lancar mendarat kena tembak,1
alias,0
oke,2
tencent macet spesifikasi ponsel ngefreeze ah malas bug,0
tolong fpp pertandingan lelah suka fpp solo squad sengaja giliran tpp cepat pertandingan anehkalo da pemain kasih bot bisanya,0
aplikasi parah berat angkatan pembaharuan pembaruan game jaringan telkomsel pembaruan selesai ulang makan kouta,0
hai dev game perbaiki terima kasih kerja kerasnya ya menunda mencet tombol peek fire kepencet tombol iya ya tim tim noob peringkat platinum peringkat gold tim profesional tolong pisahkan pemain noob profesional biar tim terbebani,1
bagus game bro,2
ok,2
terima kasih ketemu pengechet semenjak pembaruan error mengatasi erornyaterimakasih,2
hai,2
tolong game tolong sesuaikan ponsel ramnya game terlaris,1
penggunaan tautan number id pubg dihapuskan sajakarna nomor aktif kadang nomor terblokir lupa isi pulsakadang ponsel hilang dn nomorpun hilang tautan number mempersulit pemain riset sandi login in game pemain nomornya blokir hilang tautan gmail twitter dn tautan facebook id game ganti peraturan ganti number login in nomor lamaitu bijak dn mempermudah,0
bermain bagus kadang suka bug kesal keselnya bag mohon perbaiki game bagus bagus,1
masuk login akun facebook nama is diambil pilih karakter bentuk rambut lobi tunggu perubahan lihat youtube beda game aneh,0
pubg ok,2
pensiun,2
tolong bug ya,2
ram mengunduh cuyy good game ponsel,2
login facebook tolong perbaiki akun harian,0
kebanyakan pembaruan sebulan,0
bagus hd pusing mainnya,1
pembaruan,1
bermain semenjak musim game gacha gratiskan menyenangkan langka legendaris menyenangkan pemain biar nyaman main bosan,0
oh install pakai semingguan pembaruan senangnya pembaruan melulu bosan kesal menengah kebawah mengunduh game game gamer kelas menengah menyesal maaf hapus instalan ya sekalinya,0
mengalami bug arena perang analog tampat perang tolong perbaiki,0
peti isi sampah,1
bug ja bro pemain musuh grafik terputus putus pembaruan ja pembaruan performa biar grafik terputus putus lancar ketemu musuh malas main pubgmasak main pubg ponsel harga mahallama hilang penggemar pubg kalangan,1
sinyal lambat,0
tambh bagus pubg,0
bintang main kualitas sinyal,2
tolong diperbaiki bug lancar sinyal jelek server down tolong keamanan tencent hapus cheat menguntungkan naskah aplikasi ketiga merusak lingkungan permainan,1
bug tolong diperbaiki,0
bug ya rumah dinding rusak,0
tolong pemain ponsel kentang maksimalkan biar ramai ram nyaman main foto kopi mencetak rusak parah,0
sisi pubg peningkatan pemain sulit pengalaman bermain game bug game tersendatsendat grafik terputus putus lancar pertempuran jaringan hijau jaringan diatas merah mengecewakan pemain pubg tolong perbaiki menyuruh pusat pelanggan game,0
sempak,2
kasih bintang bug masuk peta ponsel mengunduh sumber peta memengaruhi masuk peta macet tanah menit macet,2
kangen erangel mode malam,1
game seru,2
nyamannya zaman,0
bagus,1
wewe game login perintah ganti mengatur ganti mengatur kuncinya tahan aplikasinya gambar tong sampah hapus selesai,0
tolong tencent pembaruan bug,1
pubg turun turun sat dibuka bug,0
game bagus game bug kadang kadang layar item kadang suka gerakkan,1
maaf kasih bintang donload pasang aplikasinya emosi ya aplikasi bug parah wifi mohon perbaiki,0
cocok perangkat kentang perangkat memiliki prosesor media teknologi semoga pembaruan mengoptimalkan kelancaran bermain game sekian terima kasih,0
kasih bintang install alx game lancar kl ponsel ram,0
game haram,0
game seru,2
bored game,0
pubg saran turun,2
game luknut blokir,0
game berat lancar ponsel realme profesional ram jepret bayangan halus berminat game berat teman teman berhenti semenjak tencent fitur game berat,0
pubg langkah suaranya peta merah pudar musuhnya langkah,2
pubg meresahkan bug dmana merajalela muncul teman mengalahkan kadang minumanbom muncul ponsel,0
suara mobil kakak main masuk latihan tembakan suara mobilnya kakak,1
cringe,0
pembaruan penyimpanan,0
bagus,0
anjing,2
bagus,1
gamenya realistis ramah spesifikasi rendah,1
kbnyakan bug,0
cepat install dibuka ya mohon penjelasannya,2
tolong perbaiki permintaan timeout permintaan habis,2
pubg cheat laporan edit hapus instalan pubg cupu cheat tutorial cheat terblokir youtube main pubg seru bintang minus kukasih minus,0
ok,2
akun pubg hubungkan bermain hilang ambil orang kecewa,0
pubg berat diram berat mohon ringan biar nyaman mainnya,1
diturunkan minimal biar lancar semangat ya ram ganti ram free fire grafik buruk lancar ram lancar ponsel iphone keras,2
bagus,1
jaringan turun,1
bagus,2
game seru tantang jaringannya maklumi tingkat game hadiah skin ituituitu,1
maaf bintang berubah bug grafik patah cupu berakibat mati mendarat sulit peringkatnya dg samsung ram bertemu dg peringkat maaf ya pikiran mohon sgera perbaiki,0
game bagus haram game haram,0
hiburan bget,1
pubg qi,1
pembaruan ukurannya,0
game haram menyembah patung nyinjak sejadah,2
bagus,2
tolong perbaiki bug penonton teman recall bug karakter diam pemain mengeluh bug tolong perbaiki jaringan telkomsel jaringan ms bug pemain mengeluh telkomsel terkena bug indosat tolong perbaiki jaringan telkomsel kartu operator,0
bermain bug terkadang lancar koneksi stabil,0
tabrak musuh mengalahkan mati keseringan musuh mental aneh,0
kasih bintang mencoba bagus ganti bintang ya moonton,1
pubg mobile keren kontrol headshot kepala musuh langsung tembak langsung menang,2
bug,1
bug suara langkah kaki terdengar,1
kecewa pubgjaringan servernya suka lompat lompat merugikan,0
perbaiki jaringan musuh jaringan langsung game rusak,0
bug perbaiki,1
emote anjing,0
pertandingan benarkan donngg game suruh tunggu ogah bangetgimana pengembang benarkan kasih bintang pesen pemain pubg,0
bagus berat kepala pemula suka main,2
gamenya bagus eskepal,2
game bagus grafis jaga hd jaringan diperhatikan sinyal bagus masuk game,1
ok,2
tolong pengembang game dikurangi ya tolong biar main lancar,0
bagus,0
kasih bintang bintang,1
game seru bagus,1
tolong membuka kunci fps cheat ponsel ram ngefrime bug peta erenggel,2
pengembang sulit login kesalahan otoritas gagal login akun up juta,0
game haram mainkan pindah free fire jelek game pubg findah titik donglwod game haram,0
caption editakhirnya beli iphone lagg pubg,2
gamenya bagus pembaruan berat ponsel ram,1
perbaiki bug,1
tolong bug klw reload perbaiki,1
qweruyy,0
bintang seiring,0
aneh jam sore jam malam login lobi muter pakai wifi perubahan tolong perbaiki admin merusak kesenangan,1
uc helm bodoh,0
pubg mobile buta pemain curang laporan curang tanggapi kecurangan ditemukan pegawai tencent sengaja membiarkan kecurangan menjual kode curang uang hai tencent tolong periksa pegawaimu sambo disana preet,0
game keren free fire main pubg,2
bagus sihtapi lancar bug jaringan bagus,1
bagus bug meresahkan nomor rekan tim suka hilang peta rekan tim musuh posisi teman perang bug terbaru rasakan sinyal ms terhenti gamenya internet suara mikrofon rekan tim terdengar bug detik game terhenti mohon ya pubg,0
perna hoki,2
wiliam gunawan,2
nyaman kuat ponsel lancar,0
uji,1
permainan bagus,2
pengembang tolong diblokir akun cheat apapun bermain pubg,2
tidur main pubg,2
smbong tangani,0
bagus,2
kurangi peringkat bintangnya pertandingan adil tier gold ketemu musuh tier crown,1
grafik batas hd pubg negara grafik memuaskan timbang pubg original,0
bagus lancar atasi game,2
cari pertandingan peringkat tolong diperbaiki,1
pubg mobile tolong memperbaiki bug karakter dijendela terima kasih,1
bagus,2
jaringan nyaman bermain pertandingan pembaruan,0
bagus,2
login pembaruan mencoba mencoba terulang menerus,1
gamenya mati asap lucu,2
game bagus nemory mengunduh ngomong ngomong peringkat bintang game seru,2
game bodoh,0
main pubg teman,2
game jelek game haram halo,1
game berat,1
mohon perbaikan fiktur mengunduh error,0
aq main game nisaya,0
bagus,2
game bermain menarik pembaruan,2
bug dimana,1
game kantal cheat bug,0
masuk permainan memuat layar,1
game bagus,1
bintang wy wifi pls wifi wifi,1
game haram bagus mobile legends free fire stambel game pintu free fire pintu,1
kasih ulasan berkomentar game sadari kasih ulasan mengunduh terima kasih membaca komentar semoga sehat lancar lupa orang tua doa terbaik untuknya semoga ulasan bermanfaat terima kasih menyempatkan membaca sd suka membaca suka menulis membosankan suka menulis terima,2
pubg tempik,0
ryuu,1
game free fire berat ya pembaruan pemain menghapus game free fire semoga cepat diperbaiki game terima kasih ya pengembang baca game hd hapus,0
bagus,2
seru main pubgsemakin berat lancar uninstalludh lagdapat lawan elite mencari musuh nembakkita mati duluangimana serulawan sebanding lancar,2
mikrofon kadang berfungsi,1
game kontol bug masuk anjing game,0
kk,2
perasaan bersembunyi rumput ketauan ya teman ketauan sembunyi rumput cek musuh matikan rumput tidurin botak anjing seriusan mengunduh,1
grafiknya bagus kendala pembaruan mainnya seru pembaruan membosankan cepat kena mati mohon perbaiki semoga sukses,1
game bagus koneksi jaringan nyaman main,1
bug team deathmatch main peringkat,0
lelah mengunduh pakai otak tingkat ketemu lawan profesional berpikir game mengunduh bangga krafton bodoh otak,0
grafik peta bermain bagus sayang pembaruan butuh ukuran terpaksa hapus foto video mantan foto dn video sekian terima kasih,2
game buruk,0
masuk eko,1
bagus game bohong,0
teropong bidik kadang diubah jaraknya peta livik ya,2
bagus gamenya,2
berat putaran ma nyaman mainnya bagus,1
login twitter akun senjata upgradean login via twitter,0
sayang menembakan peti harian hoki apalah daya akun up uc bermain sekedar hiburan,1
pensiun free fire,2
mengerti mainkan sumpah buriki,0
wantoavredi,2
mohon maaf mengatur pubg menarik diperbagus bermain pubg,1
sebenar seru game grafik pc stingan kontrol sulit rumit permainan bagus,2
terbaik,2
blokir vietnam bermain in sea pertandingan ulang pertandingan ulang,0
bagus bagus,2
bohong mobil bangkai bohong,0
egy,2
suka game tolong perbaiki bug analog jari layar analog bergerak mengeluh sekalinya terima kasih,1
tolong game tolong sesuaikan ponsel ramnya game terlaris,1
bug gyro gerak didalam game aktifkan gyro always on main normal gyro dikontrol sehari gyro kontrol tangan getaran dicoba letakkan lantai gyro gerak arah jam coba gyro teropong bidik on gyro gerak aim sulit kontrol,1
game initiap pembaruan fitur jelasnambahin fitur bug diurusnambahin skin urus bugnyesel main iniukurannya mulutiap pembaruan bug diurus bug,0
bagus,2
mode metro royale september tersedia language indonesia,0
senang,2
kasih bintang mudahan game bagus,2
kasih bintang mudah mudahan pembaruan bagus permainannya,1
tolong game pubg perbaiki suka grafik rendahkarena grafiknya maaf maaf ya mahnah ganti grafik hd tulisannya situ grafik sulusinya grafiknya grafik buruk game sebelah,2
takut mengunduh admin bug,2
game bagus seru sulit cari pertandingan ya berhari main temu pertandingan,1
bug,1
bug bug bug tolong perbaiki fpsnya tolong tingkatkan perbaikannya,2
bug alami bug langkah langkah kaki musuh sanagat langkah suara tembakan normal pengaturan audio standar langka kaki kedengaran tombol tembak macet kepencet tembak bunyi kasar icon senjata auto kadang tembak peluru stop ulang tekan tolong perbaiki,0
anjing alok,0
hai anjing install bbi djal,0
loadingnya start game permainan tunggu dipesawat terjun payung lewati,1
game kebanggan berat skin tema pubg membiasakan pemain game to membayar merendahkan pemain lbih suka bermain happy kontes kekayaan,0
terhormat pengembang soil tekstur peningkatan in school apartment area precisely in area of apartment jatuh above kadang kadang mengalahkan kadang kadang it me annoyed doing uh sucks so bantu to memperbaiki soil tekstur,2
haram grafik buruk free fire,0
mengharuskan sinyal bagus lancarsinyal jelek langsung lobi,0
gamenyasih bagus gamenya lancar mengunduh pubg sedih,2
nadeo,0
bagus bagus game,2
pembaruan aplikasi mengunduh ulang game kemarin pembaruan mengunduh penuh pembaruan aplikasi mengunduh ulang menginstall aplikasi,0
suka gamenya kadang turun pesawat bug lancar lancar jarang bermain solo publik gamenya grafis atur mempermudah ponsel kentang skin menambah kerusakan game bermain to menang,2
seru,0
nh ya pubg ponsel bukaa,1
pembaruan main stress peringkat eh,0
pubg,0
error kadang,2
setel mengunduh data ya mengunduh masuk,1
bagus,0
oi peringatan game haram,0
pengalaman bermain pubg mobile nyaman bermain peringkat mode platinum musuh bot kebanyakan pengalaman melawan pemain sulit terbiasa kontrol terbiasa jarak sulit jarak sarankan permudah pengaturan sensivitas rekomendasikan rendah grafis sulit musuh tim afk peringkat poinnya hilang,1
mf kasih bintang pemain mf pemain free fire cobalah pubg mobile,0
masuk pertandingan menit lobyini game kontoll,0
game bagus kereenn up mahal ram menampung game keberatan memiliki file besarr,2
tolong pengembang pubg mobile pembaruan versi terbaru masuk game berhenti memuat mengulang ponsel hapus data pubg masuk gamenya tolong perbaiki,1
