donloadx;mengunduhnya
donlod;mengunduh
donlot;mengunduh
donlow;mengunduh
donlowad;mengunduh
donlowd;mengunduh
donnlod;mengunduh
dont;jangan
donwload;mengunduh
donwlod;mengunduh
donwlond;mengunduh
doong;saja
dop;
dor;
dotdan;
double;dobel
dowload;mengunduh
dowlod;mengunduh
dowlon;mengunduh
dowlond;mengunduh
downloa;mengunduh
download;mengunduh
downloadd;mengunduh
downloaded;mengunduh
downloading;mengunduh
downloadnya;mengunduhnya
downloadx;mengunduh
downlod;mengunduh
downloud;mengunduh
dowold;mengunduh
dowonload;mengunduh
dp;senjata
dpat;dapat
dpe;
dperbaiki;diperbaiki
dpet;dapet
dpikir;dipikir
dpn;depan
dpt;dapat
dptnya;dapatnya
dr;
draf;konsep
dramas;drama
draw;seri
drestrat;mengulang kembali
dri;dari
dripd;daripada
drob;menjatuhkan
droep;menurun
drof;menjatuhkan
drop;menjatuhkan
dropbahkan;menurun bahkan
drope;menurun
drpada;daripada
drpda;daripada
dsb;dan sebagiannya
dsini;di sini
dsn;
dsr;
dt;
dtanya;ditanya
dtg;datang
dtggstvsnjmgdm;
dtimpa;ditimpa
dtk;detik
dtmbh;ditambah
dtng;datang
du;
duar;
dudi;
duf;
dugh;
duh;
duit;uang
duitan;uang
dukurang;dikurang
duluan;pertama
duluasem;dulu semua
dulufmin;dulu
duluh;dulu
dulukarna;dulu karena
dulukini;dulu ini
dulumasalah;dulu masalah
dulumoga;dulu semoga
dulunya;pertamanya
duluterlalu;dulu terlalu
duluu;dulu
duluukok;dulu
duluw;dulu
dunakan;digunakan
dund;
dungs;saja
duni;
dunik;
dunk;saja
duonload;mengunduh
dupdate;di perbarui
duper;
duty;duty
dvitur;di fitur
dvloper;pengembang
dvoloper;pengembang
dwld;mengunduh
dwlod;mengunduh
dwnld;mengunduh
dwold;mengunduh
dwonload;mengunduh
dwonlod;mengunduh
dxc;
dya;dia
ea;
eacvhhrcggafh;
easier;lebih mudah
easy;mudah
eat;makan
ebhr;
edan;gila
edann;gila
edition;edisi
ee;
eee;
eeg;
eeh;
eehgzej;
eek;
ef;
efef;
efefkeren;keren
effect;efek
efotbal;
ega;tidak
eggs;telur
egio;
egk;tidak
egngak;tidak
egy;
eh;
ehe;
eheejehekwjejejejjejejejejehehejejejejejewj;
eheh;
ehem;
ehh;
ehixevidvrurgr;
ehr;
ehshjejehejejrhehjejeheuejrhejejjejehrhejnr;
ehtapi;tapi
ehuye;
ei;
eie;
ejtsi;
ekie;
eko;
eks;
ekspetasi;ekspetasi
ektif;aktif
el;
elah;
elek;lag
elimination;eliminasi
elite;elit
else;kalau tidak
elu;anda
em;
ema;
emailnomer;email nomor
emailnomor;email nomor
emak;
emang;memang
embel;
emg;memang
emng;memang
emot;emoji
emote;emoji
emotenya;emojinya
emoticon;emotikon
emotnya;emojinya
empor;senjata
en;
enable;diaktifkan
enakeun;enak
end;akhir
enda;
endal;
ender;akhir
endingnya;akhirnya
enemies;musuh
enemy;musuh
enga;tidak
engaged;bertunangan
engak;tidak
engga;tidak
enggan;tidak
enggk;tidak
englag;
english;inggris
enjoy;nikmati
enk;enak
enmy;musuh
enough;cukup
enta;entah
entar;nanti
ente;
enteh;
enten;
entengan;ringankan
enter;memasuki
entertainment;hiburan
entr;nanti
entuds;
eoi;
eoyr;
ep;
epauge;
epek;
epep;free fire
epepe;
epic;epik
erangle;erangel
erengal;erangal
erengel;erangel
erenggel;erangel
erengle;erangle
eror;error
erornyaterimakasih;error terima kasih
erorr;error
erorran;error
erro;error
errorharus;error harus
errorr;error
erros;error
erti;mengerti
erugiin;merugikan
escape;melarikan diri
esia;
eskepal;es kepal
esok;besok
esp;
especially;khususnya
esport;olahraga
estabil;stabil
estementodo;
etanny;
eud;
eueheheje;
even;bahkan
evennya;acaranya
event;acara
eventnya;acaranya
events;acara
eventskin;acara skin
ever;pernah
every;setiap
everybadih;semua orang
everyday;setiap hari
everyone;setiap orang
everything;semuanya
everytime;setiap saat
everywhere;di mana pun
evosxzabuza;
example;contoh
exceeds;melebihi
excellent;bagus sekali
excuse;mengizinkan
exit;keluar
exited;keluar
experience;pengalaman
experienced;pengalaman
extream;ekstrim
extrem;ekstrim
extreme;ekstrim
extrim;ekstrim
extrime;ekstrim
eya;
ez;mudah
fabjiitubague;pubg itu bagus
fac;
face;wajah
facebok;facebook
faceka;
faham;paham
fail;gagal
failed;gagal
failplease;tolong gagal
fair;adil
fali;
fall;jatuh
fallynx;salahnya
fans;penggemar
fantasy;fantasi
fantatsty;fantasi
fari;
fashionable;modis
fast;cepat
fatma;
favorite;favorit
fayer;pemain
fb;facebook
fbdvvdvdvvdvdvdvdvvdvvdvdvbdbbdbsksijsbdbdbhdjejjdhdbdbbsbsbbsbshwjjsbsb;
fbku;facebook
fbmuncul;facebook muncul
fbxmrjiedje;
fc;
fcde;
fd;
fddfsjsjsjsjdhxhcgdbdnxjxjhsgsgsdkndgsgshshdhdbshsjsjjsgffsishsyusuzu;
feat;prestasi
feature;fitur
fedex;
feed;masukan
feel;merasa
feels;terasa
fell;menjatuhkan
fellow;sesama
femain;pemain
fere;
fersi;versi
feveloper;pengembang
ff;free fire
ffml;
ffull;penuh
fhoto;foto
fhufufuruyfysijdinfigjgijiigigjgijgjgjdkgkgkgkjgjgjgjgjgjgjjgjghhjgjjgj;
fi;
fifa;
fight;bertarung
fikir;pikir
fiks;tetap
fiktur;fitur
fila;
filenya;file
files;file
find;temukan
findah;pindah
fine;bagus
finish;menyelesaikan
fir;firaun
firee;api
fireebih;
first;pertama
firstnya;pertamanya
fiturfitur;fitur fitur
fiturnya;fitur
fitursistem;fitur sistem
fitut;fitur
five;lima
fiwi;wifi
fix;tetap
fixed;tetap
fixlah;tetaplah
fixx;tetap
fj;
fjfifjifjgufjfujifjf;
fjfjfjgjggjfjfjjf;
fl;
flag;bendera
flagship;unggulan
flame;api
flan;
flash;kilatan
fldxu;
fli;
flush;menyiram
fokusin;fokuskan
fokuss;fokus
follow;mengikuti
footstep;langkah
force;memaksa
forceclose;tutup paksa
forceclosed;tutup paksa
forced;paksa
forclose;tutup paksa
fore;depan
forms;formulir
fortinaiti;fornite
found;ditemukan
fpsna;fpsnya
fragment;pecahan
fragments;pecahan
fram;macet
framdrop;grafis menurun
frame;bingkai
framebugcheater;grafis macet bug cheat
framedan;macet dan
framedrop;penurunan bingkai
framedropnya;grafis menurun
framenya;macetnya
framerate;kecepatan bingkai
framex;macetnya
frane;macet
frangmet;pecahan
fre;
freas;segar
freefayer;free fire
freefire;free fire
freem;grafik terputus putus
freeze;macet
freezing;pembekuan
freezz;macet
frem;bingkai
freme;macet
fremm;bingkai
frend;teman
fresh;segar
frez;macet
freze;macet
frgmen;pecahan
frhe;
friend;teman
friendly;ramah
friendlyfire;api persahabatan
friends;teman
frime;
frofil;profil
front;depan
fruit;buah
frustasi;kekecewaan
fu;
fubg;pubg
fucek;
fufhfutigigiwfhufuigighigjugjgighugjjggvghhggvvg;
fufjih;
ful;penuh
full;penuh
fullsize;ukuran penuh
fun;seru
furak;
furious;sangat marah
furri;
fuul;penuh
fyjtjyftjfycuvmjvmfumctumucmthcgmhcnuctgcumukvymvjgmcjtcu;
ga;tidak
gaa;tidak
gaada;tidak ada
gaadalangkah;tidak ada langkah
gabermutu;tidak bermutu
gabisa;tidak bisa
gabisaemang;tidak bisa memang
gabsa;tidak bisa
gabut;gagal buta
gabutan;bosan
gaca;gacha
gacaan;gacha
gacanya;gacha
gachany;gachanya
gacukup;tidak cukup
gadahilang;tidak ada hilang
gadept;tidak dapat
gadiurusin;tidak diuruskan
gaem;game
gaemnya;gamenya
gaemya;game
gaenak;tidak enak
gaenakbbgt;tidak enak banget
gaes;
gah;
gahar;
gaia;
gais;
gaje;tidak jelas
gajelas;tidak jelas
gak;tidak
gake;pakai
gakeliatan;tidak kelihatan
gakeluar;tidak keluar
gakk;tidak
gakuat;tidak kuat
gal;
gam;game
gama;
gamasuk;tidak masuk
gambarx;gambarnya
gameapa;game apa
gamee;game
gameharam;game haram
gameini;game ini
gamemu;game
gamemya;gamemya
gamen;game
gameny;game
gamenya;game
gamenyaa;game
gamenyamkasih;game kasih
gamenyasih;game
gameplaynya;game play
gameplynya;game play
gamepubg;game pubg
gamer;game
gamers;game
gamerusak;game rusak
games;game
gamesdan;game dan
gamesnya;game
gamex;game
gameya;game
gameyasaya;game saya
gaming;bermain game
gamm;game
gamnenya;game
gampang;mudah
gampelay;gameplay
gamplay;gameplay
gamplaynya;game play
gams;game
gan;
gane;
gangguin;gangguan
ganguan;gangguan
gantiin;gantikan
gapapa;tidak apa apa
gapeduli;tidak peduli
gapenting;tidak penting
gaperlu;tidak perlu
gapernah;tidak pernah
gaq;tidak
gara;sebab
garafik;grafis
garagara;karena
garapik;grafis
gaser;
gasgas;
gasuka;tidak suka
gat;
gatau;tidak tahu
gatcha;gacha
gatel;gatal
gatertarik;tidak tertarik
gatvha;gacha
gausah;tidak perlu
gave;memberi
gay;
gays;
gb;
gban;gigabyte
gbgb;
gbisa;tidak bisa
gblk;bodoh
gbnya;
gbsa;tidak bisa
gbut;bosan
gc;
gda;tidak ada
ge;
geam;game
gebab;
gebang;gerbang
gedang;
gede;besar
gedean;besar
gedegede;besar
gedek;besar
geem;game
geframe;bingkai
gegara;karena
gege;permainan bagus
geh;
geim;game
gelaciar;glacier
gelak;tertawa
gelek;
gelem;bersedia
geli;terhibur
gelo;gila
gelobal;global
gelut;berantem
gem;game
gema;game
gemapaan;game apa
gemaplay;gameplay
gemasnya;lucunya
gembburik;game grafis buruk
geme;game
gemem;game
gemen;game
gemenya;game
gemer;game
gemes;diatasi oleh kelucuan
gemeyang;game yang
gemharam;game haram
geming;bermain game
geminiharam;game ini haram
gemko;game
gemnya;game
gemnyajelek;game jelek
gemplay;game play
gempley;game play
gempubg;game pubg
gems;game
gemsnya;game
gemuk;gemuk
gemx;gamenya
gemya;gamenya
genteng;tampan
genya;gamenya
gerafik;grafis
gerafiknya;grafisnya
gerafix;grafis
gerakan;gerakkan
gerakin;gerakkan
gerakspectate;gerak mode penonton
geram;seram
geranat;granat
gerangan;
gerapick;grafis
gerapik;grafis
gerapiknya;grafisnya
geratis;gratis
geratisan;gratiskan
gereget;greget
gerfik;grafis
gerti;mengerti
ges;
get;dapatkan
gete;
getol;
getting;mendapatkan
geus;adalah
geyah;
gft;
gfx;
gg;
ggak;tidak
ggg;
ggk;tidak
ggk;
ggughhsisiwjej;
ggun;senjata
gh;
ghfhjfjfjfjfjjhgytyg;
ghgh;
ghghhghghyhyhghy;
ghillie;ghillie
ghost;hantu
gi;
giaman;bagaimana
gift;hadiah
giga;gigabyte
gih;
gilain;gila
gilak;gila
gilang;
gilbert;
gillie;ghillie
gim;game
gimana;bagaimana
gimanasih;bagaimana
gimang;
gime;game
gimenya;game
gimn;bagaimana
gimna;bagaimana
gimnya;game
gims;game
gin;memek
gin;
gini;begini
giro;giroskop
gironya;giroskopnya
gitu;begitu
gituh;begitu
gitulah;begitulah
gitulo;begitu
gituu;begitu
gituuntk;begitu untuk
gituusaya;begitu saya
give;memberi
gj;tidak jelas
gjdi;tidak jadi
gjelas;tidak jelas
gjf;
gjjgjgjgjgjgjfjd;
gk;tidak
gkfoom;tidak menunjukkan
gkjls;tidak jelas
glaciar;glacier
glasieer;glacier
glasier;glacier
glesier;glacier
glide;meluncur
glider;pesawat peluncur
glitch;kesalahan
glow;binar
glowal;global
glowing;pertumbuhan
gm;
gmabar;gambar
gmaenya;game
gmana;bagaimana
gmasih;tidak masih
gme;
gmenya;gamenya
gmeplay;gameplay
gmn;bagaimana
gmna;bagaimana
gni;begini
gnmo;
gnti;ganti
go;
goblog;bodoh
goblok;bodoh
goblok;
gocek;
goddamn;ya tuhan
godzilla;godzila
goge;
gogel;google
goglee;google
going;pergi
gokil;lucu
gokill;lucu
goku;
gold;emas
golden;keemasan
gone;hilang
gonta;ganti
gontaganti;ganti
gonzo;
good;bagus
goodgame;game bagus
goodjob;kerja yang baik
goodu;bagus
goog;google
goole;google
got;telah mendapatkan
gotak;
gozaimashu;
gpp;tidak masalah
gpu;
gpx;
gqk;tidak
gra;sebab
gra;
grafi;grafis
grafics;grafis
grafig;grafis
grafik;grafis
grafikny;grafisnya
grafiknya;grafisnya
grafiknyaa;grafisnya
grafikx;grafisnya
grafistidak;grafis
grafitasnya;grafisnya
grafix;grafis
grafnya;grafisnya
granade;granat
granted;diberikan
graph;grafis
graphic;grafis
graphicnya;grafisnya
graphics;grafis
grapick;grafis
grapik;grafis
gras;rumput
grasiar;glasier
grass;rumput
gratik;gratis
gratiss;gratis
gread;tidak dibaca
great;bagus
greetings;salam pembuka
greg;
grenade;granat
grgr;
ground;tanah
growing;pertumbuhan
growingpack;paket tumbuh
grphic;grafis
grrak;gerak
gsertrus;geser terus
gshakfsfsgsjdhsvskhsvsvcishsvsjshsgdjshsgsishdvdbdjsgsvsjdhdhsgbbsjsksksjsvsvdhdksccdbfgdgsjsjshshz;
gsk;
gsme;game
gsoalnya;tidak soalnya
gt;begitu
gta;
gtu;begitu
gtuu;begitu
gtw;tidak tahu
gu;
gua;aku
guanakn;gunakan
guarantied;dijamin
guard;pengawal
guardian;wali
gucop;
gud;bagus
gue;aku
guee;aku
gueedee;besar
guess;tebak
guest;tamu
gugg;
gulunggulung;gulung
gun;senjata
gunain;gunakan
gunawan;
gundu;
guns;senjata
gunyah;
gurning;
gus;
gusy;
guuye;
guweh;aku
guyah;
guys;
guyss;
gw;aku
gw;tidak
gwa;aku
gwe;aku
gwehj;aku
gwj;aku
gwminimal;minimal
gx;tidak
gyjytfyfnfyntgxiixjdjdjdjdjdjdjdjdjdjcjjdjdjddjdjcjcjfjtftuujtufmfufmdymtdtmyydjydjtndyrynrxhtrxjd;
gyreo;giroskop
gyro;giroskop
gyronya;giroskopnya
gyroscoop;giroskop
gyroscop;giroskop
gyroscope;giroskop
gyroskop;giroskop
gyrosscop;giroskop
ha;
haah;
haahaha;
habe;
habi;habis
habisin;habiskan
habur;
haburkan;
hack;retas
hacked;retas
hacker;peretas
hade;
hadee;
hadeh;
hadehh;
hadeuh;
hadi;
hadia;hadiah
hadu;
haduh;
hah;
haha;
hahaa;
hahah;
hahaha;
hahahaahahha;
hahahah;
hahahaha;
hahahahaa;
hahahahaha;
hahahahahah;
hahahahahaha;
hahahahahahahah;
hahahahahahahahahahahaha;
hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaahahaha;
hahahahahh;
hahahahahhahahahahahahahahahahahahahahahahahahahahahahah;
hahahahhahah;
hahahhah;
hahahhahahah;
haii;
hail;hujan es
hajat;hajar
hakki;
halalga;halal tidak
hallo;halo
haloo;halo
halram;haram
ham;
hambhr;
han;
hand;tangan
handled;ditangani
handphon;telepon seluler
handphone;telepon seluler
handphoneku;telepon selulerku
hang;rusak
hangus;dibakar
hansnomercy;
hany;hanya
hapaus;hapus
hape;telepon seluler
hapeku;telepon selulerku
hapiybaydi;semua orang
happened;telah terjadi
happy;senang
hapu;hapus
hapusin;hapuskan
har;
hara;haram
harah;
haramm;haram
haramz;haram
haramzz;haram
hard;keras
hardware;perangkat keras
harm;haram
harom;haram
harry;
harurusmenungagulama;harus menunggu lama
hasil;hasil
hate;benci
hatikamu;hati kamu
havefun;selamat bersenang senang
havefunhavefun;
hay;
haya;hanya
hayang;ingin
haye;
hayo;ayo
hayoo;ayo
hazu;
hbd;selamat ulang tahun
hbis;habis
hbs;habis
hd;high definition
hd;
hdhehehehshdgsusysgdudysggsgddghdssc;
hdin;
hdsmooth;definisi tinggi halus
hdysususgsysisusudysususuuehehsgsg;
head;kepala
headshot;tertembak di kepala
heal;sembuh
healing;sembuh
healingan;sembuh
healnya;sembuhnya
heanpone;headphone
hearts;hati
heavier;lebih berat
hedeh;
hedsot;tembak kepala
hedu;
hees;tidur
hehe;
hehehaha;
hehehe;
heheheheh;
hehehehehehehhehehehehhehehehehhehehehhehehehehhehehehehehehhehehehehehehhehehehehhehehehehehehhehehehehehehehehehehhehehehhehehehhehehehehehhehehehehhehehehehhehehehehehehhehehehehehhehehehehhehehehehhehehehehehhehehehehehhehehehhehehehhehehehehhehehehehehehhehehehhehehehhehehehehehhehehehehehhehehehehhehehehehehehehehehehehehehehhehe;
hehejejej;
heheu;
hehh;
heidi;
hej;
hejjebe;
hek;retas
hekiya;
heleh;
helem;helm
heli;helikopter
hello;halo
helmrompi;helm rompi
helo;halo
help;tolong
hem;
heng;macet
hengpon;telepon
henpon;telepon seluler
henrique;
henteu;tidak
hepen;
hepfan;selamat bersenang senang
hermawan;
hero;pahlawan
hesot;tertembak di kepala
het;
hewjw;
hey;
heyy;
hgmcyfmmfychfmcutmctuc;
hh;
hhe;
hhehehhdhdhdhdxnxnxnnxnxnxnxcnndncbcndndndndnsklslshdhbdbdbnxmxmxmxbxbdnndndmxmxmxnxbxbbd;
hhh;
hhn;
hhp;
hi;
hiadminpubg;
hidupin;hidupkan
high;tinggi
higher;lebih tinggi
highest;paling tinggi
hight;tinggi
hihi;
hii;
hiiinhh;
hijaudan;hijau dan
hilanga;hilang
hilangin;hilangkan
hinggal;hingga
hipubgm;pubg
hisa;
history;histori
hit;memukul
hiuah;
hko;
hla;
hlem;helm
hlo;
hm;
hmm;
hnya;hanya
ho;
hobi;hobi
hoby;hobi
hokian;hoki
hokiyang;hoki yang
hokki;hoki
hoky;hoki
hold;memegang
holographic;holograpik
honorer;kehormatan
hope;harapan
hopefully;semoga
hoping;berharap
hore;
horor;horor
horror;horor
hot;panas
hotdog;hot dog
hotspot;hotspot
hp;telepon seluler
hpe;telepon seluler
hpjaringan;telepon sinyal
hpku;telepon selularku
hpny;telepon selulernya
hpnya;telepon selulernya
hpq;
hpus;hapus
hrp;
hrs;harus
hrus;harus
hshejsjdhsrrhsthsttargaatsttdjdyjdtdhffsr;
hsii;
hu;
hua;
hud;
huf;
hufft;
huftt;
huh;
huhahahh;
huhh;
huhu;
huhuhuhuhuhu;
hy;
hyah;ya
hyper;hiper
hz;
hzgame;game
iag;
iah;
iayarnya;layarnya
ibuku;ibu
ice;es
icon;ikon
id;
ida;
idak;tidak
idiot;bodoh
idk;
idolah;idola
idupin;hidupkan
ifjfihifufifjdugguvuvjgiguhugjfjfiiufjfbfjxiudjfjfufjfgjfif;
ig;
igin;ingin
ih;
iha;
ihh;
ii;
ij;
ijin;izin
ijo;hijau
ik;
iki;ini
iklannya;iklan
ikm;
ila;
ilang;hilang
ilangin;hilangkan
ilangpas;hilang saat
ilegal;liar
iloveyouu;aku cinta kamu
ilyas;
im;
imagination;imajinasi
imbang;seimbang
imbangkan;seimbangkan
immediately;langsung
impian;mimpi
impikan;mimpikan
impresient;tidak sopan
improve;memperbaiki
improvement;peningkatan
incer;incar
incidents;insiden
include;termasuk
increase;meningkat
indaoadhsusywydusustxtdisjdtsushsgshwosjshshdhshsbscfdydjsnsb;
indo;indonesia
indok;indonesia
indonesian;indonesia
inexperienced;tidak berpengalaman
inf;
infesimble;tak berdaya
infinit;tak terbatas
infinite;tak terbatas
infinity;tak terhingga
info;infomasi
ingame;dalam game
inget;ingat
ingetsekali;ingat sekali
ingi;ingin
ingpo;informasi
iniap;ini apa
inibagustapi;ini bagus tapi
inih;ini
inii;ini
inipadahal;ini padahal
iniperbaikilah;ini perbaikilah
inisalam;ini salam
inisaran;ini saran
iniseru;ini seru
inisia;ini sia
initeman;ini teman
initerima;ini terima
initrimakasi;ini terima kasih
iniu;ini
inj;
inpo;informasi
ins;
instak;instal
install;instal
installtp;instal tapi
instant;instan
instead;alih alih
instel;instal
instructions;instruksi
int;
intal;instal
inten;
intended;disengaja
interference;gangguan
internetnya;internet
intrnal;internal
intuk;untuk
inventori;inventaris
inventory;inventaris
inverno;neraka
invertaris;inventaris
invested;diinvestasikan
invinite;tak terbatas
invit;mengundang
invite;mengundang
ip;iphone
ipent;acara
iphon;iphone
ipon;iphone
ipong;iphone
iq;
iredescence;permainan warna
irmawati;
ironmen;
irulmanyarsambongan;
isd;
iseng;bercanda
isinnya;isinya
isis;
isisatu;isi satu
isjdlhzissjdhevkxhek;
island;pulau
issue;isu
istbes;
istimewah;istimewa
itemskin;item skin
itorisasi;otorisasi
itudan;itu dan
ituh;itu
ituitu;itu
ituituitu;itu
itung;hitung
ituu;itu
iv;
iven;acara
ivent;acara
ivinite;tak terhingga
iya;ya
iyah;ya
iyar;
iyasih;ya
iyeu;ya
iyh;ya
ize;
izin;izin
ja;
jack;
jadiin;jadikan
jadijadi;jadi
jadis;jadi
jadiya;jadi
jadul;tua
jadulrata;jadul rata
jafi;jadi
jagan;jangan
jagn;jangan
jago;hebat
jagoanebapak;hebat
jagoannya;hebatnya
jagonya;hebatnya
jajal;coba
jalanin;jalankan
jalanyah;jalannya
jalek;jelek
jaman;zaman
jamer;
jams;jam
jan;jangan
jancker;
janco;
jancok;
jancuk;
jane;
jangang;jangan
jangann;jangan
janggan;jangan
jangkiirk;
jangkrik;
jangn;jangan
jar;
jarigan;sinyal
jaringa;sinyal
jaringamu;sinyalmu
jaringan;sinyal
jaringanku;sinyalku
jaringanny;sinyalnya
jaringannya;sinyal
jaringanping;sinyal
jaringansinyal;sinyal
jaringanya;sinyalnya
jaringgan;sinyal
jaringn;sinyal
jatingan;sinyal
jatoh;jatuh
jawabanya;jawabannya
jawabdikarenakan;jawab dikarenakan
jbagus;bagus
jch;
jd;jadi
jdi;jadi
jdinya;jadinya
jdnya;jadinya
je;
jebol;rusak
jebw;
jegevv;
jehj;
jejejejeid;
jejejejejejejejej;
jekel;
jelasin;jelaskan
jelasmohon;jelas mohon
jelass;jelas
jelasspektator;jelas mode penonton
jeleg;jelek
jeleh;jelek
jelekbangek;jelek banget
jelekbanget;jelek banget
jelekqa;jelek tidak
jeleq;jelek
jeli;
jellek;jelek
jelly;
jembo;
jembot;
jembut;
jendelahit;jendela kena
jengkel;menyebalkan
jer;
jerinang;sinyal
jerk;berengsek
jesus;
jg;juga
jga;juga
jgjkgjgigjfifjfjgf;
jgn;jangan
jh;
jhj;
jhsk;
jhyfugud;
jidirutititutti;
jilong;
jin;
jink;
jip;jeep
jir;
jjaringan;sinyal
jji;
jjuga;juga
jk;
jlan;jalan
jlas;jelas
jlek;jelek
jlekkl;jelek
jlk;jelek
jls;jelas
jmboot;
jncuk;
jne;
jng;jangan
jngan;jangan
jngkontd;jangan
jngn;jangan
jnjeikemwnsijsosojd;
jo;
job;pekerjaan
joewita;
joiin;ikuti
join;Ikuti
jos;
joss;
joz;
jozz;
jringan;sinyal
jringn;sinyal
jsbzn;
jt;
jtaan;jutaan
juah;juga
jubah;
judge;hakim
jug;juga
jugaa;juga
jugak;juga
jugasoalnya;juga soalnya
jugatrm;juga terima
juh;
july;juli
jump;melompat
jumping;melompat
jumpshoot;tembakan lompat
justin;
jw;
jwabdan;jawaban dan
jydm;
ka;
kab;
kacany;kacanya
kadag;kadang
kadahall;padahal
kadalem;ke dalam
kadangkadang;kadang kadang
kadi;
kaga;tidak
kagabakalan;tidak akan
kagak;tidak
kah;
kainya;kainnya
kak;
kaka;
kakak;
kakean;terlalu banyak
kakk;
kalaboradi;kolaborasi
kalahnaya;kalahnya
kalanga;kalangan
kalangankarna;kalangan karena
kalaumenurut;kalau menurut
kalbar;kalimantan barat
kaleng;kaleng
kalianbjagan;kalian jangan
kaliang;kalian tidak
kalii;kali
kalikali;kali
kalilawar;kelelawar
kalimatan;kalimantan
kalispti;seperti
kalitapi;kali tapi
kaliyan;kalian
kalo;kalau
kalok;kalau
kalow;kalau
kalu;kalau
kambing;
kamerara;kamera
kamin;
kampret;
kan;
kanankiri;kanan kiri
kanca;teman
kancah;
kangsing;
kanjut;lanjut
kann;
kantal;
kaota;kouta
kapampun;kapanpun
kapang;
kapasitasx;kapasitasnya
kapok;menyesal
kapsitas;kapasitas
kar;sniper
karak;
karaktetnya;karakternya
karan;
karana;karena
karane;karena
karen;karena
karenan;karena
karna;karena
karnah;karena
karnakan;karenakan
karo;dengan
kartajaya;
karuan;kasihan
karwna;karena
kas;
kasen;
kasi;kasih
kasiakn;kasihan
kasian;kasihan
kasiang;kasihan
kasiankk;kasihan
kasihani;kasihan
kasihanila;kasihan
kasihbintang;kasih bintang
kasihn;kasihan
kasik;klasik
kasu;
kat;
katain;katakan
katakata;kata
katena;katanya
katong;kantong
kauta;kouta
kawankawan;kawan
kaya;seperti
kayadiyem;seperti diam
kayagini;seperti ini
kayak;seperti
kayakkya;sepertinya
kayanya;sepertinya
kayk;seperti
kbanyakan;kebanyakkan
kbkak;
kbnyakan;kebanyakan
kbs;
kcewa;kecewa
kd;
kda;
kdang;kadang
kdet;
kdg;kadang
kdjtitiyyiy;
kdnya;
keandala;kendala
kebab;kebab
kebacut;
kebaliin;kembalikan
keban;ke blokir
kebanggan;kebanggaan
kebanned;ke blokir
kebannya;ke blokir
kebanyanakan;kebanyakkan
kebayakan;kebanyakkan
kebnyakan;kebanyakkan
kebnyakn;kebanyakkan
keburikannya;grafis buruk
keburu;bergegas
kecawa;kecewa
kecawakan;kecewakan
kece;keren
kecewah;kecewa
kecewaskin;kecewa skin
keceww;kecewa
kecilin;kecilkan
keciln;kecil
kecip;kecil
kecuaali;kecuali
kedenger;terdengartbtb
kedengeran;terdengar
kedengerannya;kedengarannya
kedepanin;kedepan
kedepannyagane;ke depannya game
kedepanya;ke depannya
keder;ceroboh
kedetek;terdeteksi
kedowload;mengunduh
kedownload;mengunduh
keep;menyimpan
kef;
kegabutan;kebosanan
kegame;ke game
kegedean;kebesaran
keikut;ikut
keil;
kejayan;kejayaan
kejepit;terjebak
kejewa;kecewa
kejtithyithtoyyj;
kek;seperti
kekananpemain;ke kanan pemain
kekiri;ke kiri
keknya;sepertinya
kelaka;kecelakaan
kelar;selesai
kelasik;klasik
kelaz;kelas
kelazz;kelas
keliatan;kelihatan
keliatannya;kelihatannya
keliattulisan;ke lihat tulisan
kelitaan;kelihatan
kelitan;kelihatan
keliwat;ke lewat
kelly;
kelonin;
keluarfreze;keluar berhenti
keluarin;keluarkan
keluhansaya;keluhan saya
kelur;keluar
kem;
kemanamana;kemana
kemaren;kemarin
kemaribplis;kemari tolong
kembaliin;kembalikan
kembalikaan;kembalikan
kembalikanlivikygdulu;kembalikan livik yang dulu
kembalikkan;kembalikan
kembalisaya;kembali saya
kembangin;kembangkan
kemenagan;kemenangan
kempis;datar
kemren;kemarin
kemtang;kentang
ken;
kenak;kena
kenangankenangan;kenangan
kenap;kenapa
kenapaa;kenapa
kenapah;kenapa
kenapakenapa;kenapa
kenapan;kenapa
kenatang;kentang
kenceng;cepat
kencok;
kendalabug;kendala bug
kendaraanada;kendaraan ada
kendaraanya;kendaraannya
keneh;suka
keneksi;koneksi
kenggunakan;menggunakan
kenock;lumpuh
kenockin;lumpuh
kenok;knock
kenpa;kenapa
kenph;kenapa
kenta;kentang
kentaang;kentang
kentan;kentang
kentangg;kentang
kentangh;kentang
kentanghp;kentang telepon seluler
kentank;kentang
kentara;tentara
kentung;kentang
kenyaman;kenyamanan
kepake;ke pakai
kepencet;ke tekan
kepengen;ingin
kepental;keluar
kepermainanini;kepermainan ini
kepertepuran;ke pertempuran
kepigin;ingin
kepleset;tergelincir
kepok;mengalahkan
ker;
keraas;keras
kerafton;krafton
keran;keren
kerana;karena
kere;keren
kereenn;keren
kerena;karena
kerenakan;karenakan
kereng;keren
kerenn;keren
kerensih;keren
kerenz;keren
keriset;mengatur ulang
kerjasama;kerja sama
kerjasamanya;kerja samanya
kerna;karena
kerre;keren
kerta;serta
kerubah;ubah
kerusakan;kerusakkan
kesadran;kesadaran
kesalaha;kesalahan
kesalahanyangsayabenci;kesalahan yang saya benci
kesalahn;kesalahan
