content,sentiment
mantap,positive
kenapa pas di gamenya englag,neutral
mau donlowd gede bngt mb waw lagian maen juga ga bisa wkwkwkwkwk,neutral
membosankan,neutral
kenapa tiba keluar terus gk bisa masuk lagi pas mau masuk lagi gk bisa tulisan nya otorisasi di batalkan,negative
benerin bug download nya lhkronologinya aku udah selesai download map tapi nggak bisa di pakekdi suruh download lagi,neutral
sok hd,negative
tolong game ini mb nya diturunin agar bisa dimainkan dengan orang banyak,neutral
ini knp ya kok gk bisa dibuka gamenyaapakah batas waktu sudah saya hapus terus saya download lagi tetap gk bisa dibuka,positive
kenapa harus download ulang semua peta ni game makin berat di android peminat jadi banyak yg kabur termasuk saya auto uninstall,negative
saya pemain ff dan saya suka mencoba banyak game sepeti game pubg ini dan yah ini game asik tapi karena hp saya yang kentang jadi gitu dehh hehehe,neutral
knapaya aplikasi vikendi itu tida bisa di mainkan padahal sudah trbuka tolongdi perbaiki henpon aq ramya ko masih loding trus,positive
dah lumayan,neutral
gerapik nya keren,positive
game ini sangat susah menang tapi apk ini banyak musuh susah winer winer chiken diner game nya ini gb nya banyak suka ada bugcuman menang nya sedikitdowload map berapa mb itu bikin memori penuh ada hacker map nya terlalu besar mode nya terlalu banyakya gitulah jadi mohon di perbaikin supaya memori nya gak pebuh,positive
padahl pas gue main ml jaringa bagus bngt ga lag tapi main di pubg jaringan tiba merah ga bisa login,negative
tolong ringankan gamenya agar pake hp kentang bisa main dengan lancar thanks,neutral
amet nuwonsewu nggh mas mas niki pung kok teseh enten bug bug nggh mass tulong mass di perbaiki nggh mas matur suwon,neutral
tolong ya di perbaiki lagi,neutral
game ini keluar asap tapi seru,positive
geme nya bagus tapi grafitasnya rada haram,positive
saya sangat senang bermain game ini dari duludulu itu bagus jarang ada bugtp kenapa bugnya tambah parah dan sangat merugikan pemainbahkan syaa pernah mati gara bugtp sebagai pemain old saya maklumindan semoga bugnya di kurangin agar tidak merugikan pemain lain,neutral
selalu update versi tapi tolongjangan setiap main jaringan bagus tapi kenapa nge buglama lama bisa bikin kacau,neutral
kenapa saya dowlond ini nggak bisa di buka padahal saya ingin coba gem pubg mobile terima kasih,neutral
mantapp jer pambakal,negative
keren juga games ini tapi opitimalkan ya jaringan games ini,positive
saya suka karna ini hiburan saya,positive
kenapa habis update malah lemott cacat lagi ajja perasaan sebelum update lancar lancar aja dah,neutral
game haram knt mmk,negative
loading ya lama btull padahal jringan stabil malahan lancarr bgtt,positive
regu,neutral
akun sy tiba hilang mau login ga bisa padahal akun dan pw sudah bener,negative
di event ngeframee teruss padahal dari dulu main gk pernah ngeframe drop face to face bareng musuh ngeframe langsung kalah eventnya bagusin lagi,negative
game ini merugikan sering upgrade ngabisin kuota jaringan selalu lelet pindah ke game lain ajatiada maaf untuk mu,negative
game nya seru tapi kenapa pas di lobi jaringan bagussudah masuk ke pertempuran jaringan jelektolong dong,neutral
tolong lah tencent buka fps untuk hp reno karena hp ku mentok ke fps aja padahal hp ini keliwat mampu kalo main ke fps smooth hd pun juga mampu,negative
good,neutral
tolong untuk pengelolah game ini tolong keciln mb nya ku mohon karna hp ku ngelek,neutral
game ini haram jadi aku kasih bintang,positive
gamenya keren cuma terlalu susah di kontrol,positive
sekarang gak booming sperti dulu dulu satu nya game hp yg beneran perang skrg malah keikut kyk game sebelah jd betul permainan bukan game perang lagi org dewasa udh pada malas jadinya,negative
ini game kenapa dah yaa kok sekarang punya aku gagal server terus abis itu download ulang data lagi nunggu lagi sayanunggu sampe hampir semaleman,neutral
game berat ga cocok bwt hp kentang,negative
elek ae kok,positive
se enggak nya ga ada player troll kek em el,neutral
susah connect server request time out dan bla bla bla bikin kesel pdahal jaringan bagus,neutral
game burik,neutral
hp kentang tidak bisa main game ini,positive
ancrit bet beliau,neutral
suka nge crash di pertandingan karena hp ram tidak kuat main game ini,negative
mohon pihak tencen kembalikan aku saya main gk pernah cheat di blokir game apaan bang,negative
game terbaik,positive
ya endal tau,positive
sekarang setelah banyak mode jadi males main pubg gak nampak real war gak kaya dulu logika bermainya dapet bgt sekarang ada recall dsb makin nampak kaya game sebelah classik room jadi sepi malah terlalu banyak bot dari pada player asli,negative
wahyu babi,negative
gem ini bagus sekali,negative
the game is not fun dont download it,neutral
loading ya lama dan sikyal di hp ku bagus malah pas lagi main putus putus,negative
makin kemari cheaternya makin banyak masa iya kita nembak duluan dia ga jatoh tapi dia nembak kita dikit aja langsung mati,negative
miss my friend and tencent,positive
pubg makin kesini makin detail tp semakin mudah nge bug dan berat baterai hp terkuras akibat kendala tersebut,negative
lagi,positive
makin lama tambah berat game nyaenakkan yang dulu,neutral
ini game knpa sih saya setiap tdm peluru selalu terus padahal sinyal bagus banget ping nya dan dari season lalu tombol emote di in game saya hilang sampe sekarang tidak ada tombol emotenya saat di in game tolong lah saya pingin game nya kayak dulu gpp ada beberapa cheater yg penting genya gk banyak bug kyk skrng,negative
lama downloadx,neutral
lumayan bagus sihtp syg nya kok gk bisa di bukakatanya dowload odd is service tunningap tuh mksdnya,positive
xx,neutral
masak iya genteng di granat ko gk hancur,negative
aku suka bermain game haram ini,positive
kenapa sekarang pubg jadi banyak bug ya pdhl dulu itu kayak gk separah ini dari mulai step gk jelas musuhtemen nembak dari kejauhan suaranya kayak bot lagi tap mode tunggal kalo nembak dan suara step tidak sejelas dulu dari lantai hinggal suaranya kayak sama aja dan kadang malah gk ada suara sama sekali tiba tiba musuh udh ada di belakang satu lagi jaringan akhirnya suka jump tiba pdhl dulu stabil ms tapi skrng suka jump sampe antolong diperbaiki demi kenyamanan bersama,negative
abis update framerate drop mulu sama sering lag,neutral
baru ganti hp waktunya login stelah thun gak login,positive
developer mau bertanya kenapa mode metro royale sudah tidak ada lagi apa karena sudah di hapus atau ada updetan di mode tersebut,positive
terlalu banyak bot dari pada player tidak seperti dulu setiap update juga harus upgrade device sangat merugikan para player player sekarang mulai berkurang mengecewakan,negative
perbaiki masalah server time outnya pingnya tinggi terus,negative
sangat bagus gamenya,positive
game ini sangatlah bagus,positive
ini game download resources mulugak manusiawiniat di mainin gak game nya,negative
saya suka pubg semangat yah depovoler,negative
udah bagus cuma saja masih banyak cheater yang berkeliarandan sering terjagi bug yaitu tombol ikon untuk medkit dan tombol grenade suka hilang tiba tiba,positive
sangat menarik,positive
gerapiknya jd sekali,positive
tolongla buat ram gb bisa gitu main pugb,neutral
terlalu banyak update,negative
min kenapa update terbaru suara kendaraan bagy mirado dacia rony pickup jip uaz minibus skuter motor snowbike gak ada suaranya,neutral
selalu ngulang terus lg di lobi tolong di kondisikan,negative
ok baik,positive
game kontol udah ngebug gak bisa masuk kan anjing ni game,negative
server asia indonesia di campur dengan asia timur idk,negative
saya kasih bintang tiga dulu karena musuh nya semua payah payah dan poin streak turun saat kalah sangatlah besar dan juga point naik sangat lah kecil dan bug suara langkah kaki yang lambat muncul mulai dari suara tembakan yang ngebug gameplay berat dan saat main ber empat kenapa bisa jadi main satu orang saya jadi menyesal karena ini,neutral
geme haram jangan sok keras,negative
tolong tencent kenapa tiap kali main ngebug terus padahal jaringan bagus data banyak hp ngedukung game ram apalagi coba yg bikin ngebug,negative
parah bgt event paraoh senjatanya dikit bet,neutral
perasaan gua ngumpet di rumput kok ketauan yaa tmn gua juga sama ketauan pas sembunyi di rumput pas gua cek musuh yang matiin gua rumput yang gua tidurin botak anjir seriusan dah mana gua baru download lagi,neutral
mamaty,positive
nice gane,negative
je mejwmetwfk haye because jw,positive
dari grafikkontrol udah bagustetapi masih ada bug spectatoryg dimana saat saya menjadi spectator teman sayamusuh saya tidak bergerakmereka hanya bergerak di tempathanya terdengar suara tembakanstepdan audio lainnya,positive
knapa ga bisa di updated si woy,neutral
ni game kebanyakan bug jadi kurang seru untung aja banyak player cewek jadi ok lah,negative
saya ngabug gak bisa jalan ketika lompat dari rumah,negative
request seniper barettaspr bikinan indonesia ada di game ini melihat orang indonesian banyak yang main pubg sebagai apresiasi,positive
sebenar nya seru banget game nya grafik nya juga udah mirip yang di pc cuman masalah stingan kontrol nya itu cukup susah karena sangat banyak jadi agak rumit dan juga waktu permainan nya lumayan lama,positive
gw kasih bintang karna bug pas masuk map padahal hp gw baru loh masa gw udh download semua resource semua map ampe gb masih aja ga ngaruh pas masuk map gw stuck di tanah baru menit udh ga stuck lagi,positive
yah hp ku ram dah ga bisa main pubg ngeframe ke luar muluterpakasa balik lagi ke game cal of duty walaupun sedikit berat tapi gimana lagi hobi main game tembak makasih pubg dah ga bisa dimainkan di hp kentang,negative
bang tolong di atas buat hp di ram gerapik ya hd in gua bosen kalo grapik setandar tolong ya bng gua kalo grapik ya dh hd gua bakalan main lagi,negative
belum coba belum tahu,positive
bagus banget,positive
bintang nya saya naikin nanti akan sy kasih bintang jika bisa mngtasi bug sbbdi dalam game karakter musuh keliatan cuma palanya doang di dalam game lagi pegang senjatasenjatanya ga kelitaan dan ga bisa on skop saat saya kil musuh step musuh nya masih ad padahal musuh nya sudah mati ini saya alamin di apartemen schooll semoga keluhan sya saat bermain game ini sampi dan terbaca oleh tencen sekian dari saya player biasa terimakasiihh,neutral
game pubg mobile game ini seru grafik nya bagus dan seru dimainkan sendiri maupun sama teman mabar,positive
uc ku tiba ngilang,negative
setelah update framedrop di beberapa maps,positive
game nya bisa patah patah tolong di baikin lg game nya emang seru,neutral
mantap,negative
peminat semakin menurunu seharusnya kalian berbenah diri,neutral
game ini sangat bagus dan hd dari dulu hingga sekarang,positive
ko kalau main keluar masuk terus si gak bagus deh kalau main gini amat,neutral
perbaiki grafik nya,positive
game baguss download kalok gak nyesel,positive
nice,positive
maaf memberi bintang karna setiap bermain map nya jadi warna hitam dan karna itu saya terganggu saya sudah coba download ulang hasil nya tetap sama padalah sudah memikirkan aku jadi lebik jika bisa mohon perbaiki yah,neutral
game asu sudah kali bikin akun yg pertama di retas yg kedua enga bisa masuk lagi,negative
udah di apdet tapi ko lama aja lama,negative
top,positive
game nya bagus grafis nya jaga hd tapi masalah jaringan sangat diperhatikan karena sinyal saya bagus tapi tidak bisa masuk game,neutral
tahun yang indah bersama pubg sekarang gua dah pensi,positive
saya sudah masuk tahunpake pubg saya sanggat menyukainyadan karakternya sangat bagussukses terus bosku,positive
istimewah,positive
pubg sekarang kenapa semakin mancet mancer kah gak macam dulu mangkanya aku jadi malas main lagi,negative
bintang dulu soal nya hp saya kentang wkwkwk,neutral
game pelit,negative
game semakin berat,neutral
banned permanen tuh tim vietnam ngerugiin banyak tim aja,negative
sangat di sayangkanplayer menengah ke bawah kebanyakan pensiun,positive
ff aja main kita sama sma,neutral
mau coba dulu nihgame bagus apa nga nya,negative
kalo ada musim salju pasti llebih bagus,negative
musuh jalan ga ada suaranya sm sekali di mapnya jg gaadalangkah kainyapdhal di bwah persis kocak bgt yg bener lah kalau ngoding niat ngoding ga cil,negative
tolong tencen tiap saya spin tak pernah hoki tolong di hoki in dong supaya saya lebih semangat spin ya,negative
napa tiap gw main metro di akun gw yg satunya selalu ada tim dilarang hah,negative
saya sedikit kecewa dengan pubg karna kebayakan even itu harus pakai uc terutama player baru saya mau game nya dikasih even yang gratis dan skin senjata yang bamyak dan speen nya coba kasih lebih banyak pakai tiket supaya game nya tidak trlalu pay to win itu saja,negative
bagus grafik nya namun masih kebanyakan ngebug nya,positive
pembaharuan boleh tapi seharusnya jangan semakin berat dan semakin besar kapasitasnya ringan dan mudah dimainkan disegala kondisi itu baru jos,neutral
knp sekarang seringpembaruan klo game gk prnh maininterus mo main lg,positive
cukup menghibur,positive
gak bisa dibuka sudah drestrat ulang dan direfres jg bisa di mainkan,negative
sangat menyenangkan tapi sayang sekali sejak livik di update saya selalu ngebug,positive
maff muluk makanya jangan asal ubah ubah kan jadi gk rqme,negative
excuse me please turn off the auto download its very disturbing when was in the lobby and make the internet connection unstable thanks,positive
game nya bagus banget dan gak ada buk nya tapi iklan nya itu suka muncul jadi kalo ada musuh mati mohon developer tolong iklan nya dihapus,positive
makin ga ramah sama hp umbi umbian,neutral
bagus,positive
pubg,positive
masih berkendala di sinyal doang kalau yg lain ok dah,neutral
kok gak bisa login ah gema apa ini,negative
player potato smngt yeh,positive
cpet di benerin lah tencent masak mau maen stuck di loading mulu hadeh,negative
sinyalnya kurang stabil buat push rank susah jdnya,neutral
bintang berkata,neutral
gamenya bagustapi setelah update malah terdapat bug saat main yaitu ping yang sangat tidak mengenakan padahal jaringan hijaudan saat by one senjata hanya ada peluru sangat disayang kan,negative
keren,positive
mantaptrims yg mmbuat game ini saran saya dimap zone tadai musuh gerakan player in game speed up max dan ada lagi bagi gemer yg ingin main ini game hp kamu max ram rom ok,neutral
makin lama makin gede aja nih hp gw kejang,negative
terlalu banyak bot dari pada player tidak seperti dulu setiap update juga harus upgrade device sangat merugikan para player player sekarang mulai berkurang mengecewakan,negative
tolong lah cuy penyimpanannya di kuranginterlalu berat hp saya ini,positive
game nya sih bagus tapi banyak bug,negative
terima kasih,negative
tolong jangan terlalu banyak mode yang gk penting saya ini main dari seson sampe skrangtapi please jngan banyakin mode yng gk jelas min soalnya hp saya udah gk muat karena teralalu memakan banyak penyimpanan,neutral
pugb lebih bagus di banding kan geme sebelah yg nggak punya pintu,neutral
wahai developer berikan lah keringanan untuk user hp kentang,neutral
permainan yang menyenangkan,positive
tidak ada,positive
bagus sih yg bikin kesel tuh updatenya terlalu besar sehingga banyak yg uninstal apk lain maklum karena hp kentang,positive
burik gamenya bikin sakit mata wkwkwkwkwk,neutral
gameny bagus tapi masih banyak bug ny tencent tolong ilangin bug ny,neutral
tolong di perbaiki segera untuk masalah login twitter beberapa akun tidak bisa login lewat twitter,negative
hai devolper untuk update berikut nya bisakah game nya optimal kan nya karena kami yang mempunyai perangkat rendah sering frame drop dan lag tapi di game online berat lain nya tidak terjadi frame drop dan tetap lancar tolong di perbaiki,neutral
kenapa aq gk bisa masuk ke permainan kalau udh hp poco gt ram internal apa cuma aq yg gak bisa masuk ke permainan,neutral
tolong donk jangan sering banyak bug di perbaiki lagi supaya bermain game nya itu menyenangkan sekian terimakasih,neutral
fpp solo nyah gk bisa masuk yg lain udh rapih gimana caranya,positive
tolong playload selalu tersediasaya sangat menyukai dan ketagihan,neutral
meskipun sudah beli kuota tetap saja ngelag,neutral
the best,neutral
game tololl,positive
sy sudah th main pubg dan saya suka memainkannya tp tolong pd saat upgrade jgn tinggi kasihan org suka main pubg terkendala krn upgrade yg terlalu tinggi,positive
semoga di redmi bisa di mainkan tdk lag,positive
ya untukku mungkin game pubg ini cukup bagus lah ya mungkin belum bagusbagus banget semoga yang lainnya diperbaiki tolong ya,positive
pubg makin error setiap kali main random disatuin sama player yang gk sepadan malah jadi beban bukan nolongin coba di perbaiki masalah searching macth team nya bapak tencent,neutral
pubg ol,positive
suka ngelag makin gk seru pubg sekarang admin,neutral
terlalu sering update banyak lag,negative
lumayan seru,neutral
mohon kurangi waktu tunggu saat matching,positive
tolong lah pubg masa mau nonton teman pas mati ngbug,neutral
kenapa setiap saya ingin bermain dan memulai match sangatlah lama padahal jaringan sangatlah kencang dan hp saya tidak ngelag tolong di perbaiki ini sangat mengganggu,neutral
drop skin in royalpass bith maybe lot of peapol will uninstal pubg if rp season nothing skin,neutral
bagus,positive
bagus banget,neutral
telalu sering terjadi lag ping tinggi tiba tidak stabil pdhl sdh pke wifi byk bug,negative
gamenya kerenn banget,positive
niat gaq sih buat gameketika buat akun baru sinyalnya lag bangetitu semua karna download datatolong lah di perbaikikarna download datajadi makin males main game inigame paling lagml download data tidak lagff download data juga tidak laglah ini game lagnya parah banget,negative
ok,negative
apa ini bug dimana mana,positive
hu geme nya burik banget dah ilangin aja tuh gamenya,negative
tidak bagus,negative
masih sering loading pada saat sedang bermain,positive
game nya haram ke taik musuh cit semua anjirr,negative
pugb mobil kenapa harus sering update gimana nasib hp kentang,negative
terpaksa saya uinstal hp sya sudah tidak sanggup lagi niat hati saya itu seneng bnggt sma pubg game ini memang bagus tetapi saya sendiri harus memaksakan kehendak saya sangat kecewa dulu di hp saya biarpun masih nge lag tapi masih ok buat main sma temen have fun tapi sekarang sudah parah sekali perangkat saya tidak sanggup lagi bukan sya tidak mau ganti hp yg namanya orang tidak selalu berkecukupan maaf saya hapus sya jga kecewa dengan developer pubg mobile kali ini,negative
bang cobalah mungkin skali ada skin mobilnya setiap kali di update berharap ad mobilnya tapi setiap update hanya pesawat saja,negative
knp di hp redmi saia force close terus ya,neutral
matap,positive
banyak bug,neutral
sangat bagus,positive
ngelag kalo banyak smoke sama orang kurang recommended,negative
gem ya bagus,positive
ok,neutral
gamenya gabisa auto aim kyk epep,positive
tolong lah ngga usah kebanyakan event di dalam game nya,neutral
game ini sekedar hiburan jadi jangan banyak perempuan yang memakai baju gak bener lebih baik laki aja karakternya dan jgn bajunya itu telanjangtidak baikpakai baju itu yang sopan dan baik,neutral
saya sudah memakai grafik paling smooth tetapi masih suka frame drop padahal saya menggunakan hp ram gb,neutral
hate aku benci aja main ni game hehe gatau knp mungkin karena dia heh malas aku gamenya bagus kok kalau bisa main tapi kalau gabisa gausah maksa buat bisaa dasar laki kalau mau cewe yg bisa main pubg cari sama banyak woii cari yg mulus plus sexsi apalah bisa main gendong aja sana aowkaowk marah kok sama game knp ga orangnya dasar aku aneh intinya laki itu maunya cuman ini itu cobalah jgn memaksa asgh dasar manusia,negative
saya me rating bintang lima katena hoki karena otu hajat saya tolong kedepannya gacha nya kasih hoki lagi kakak saya iri,positive
admin bisa kurangin ram pubg mobel ini menimal gb hp ku emang kentang ram nya aja gb tapi aku pengen sekali pubg mobel ini tapi ram ku gak sama kayak orang yang main pubg ini pengen beli hp baru buat main pubg mobel uang gak ada tolong lah min kurang in aja gb ram pubg ini tah bila seumur hidup main ini tapi hp ku gak kuat untuk game ini karna ram ku gb tolong lah min kurangin ram nya gb yang hp kentang ram nya dibawah gb bisa juga merasain senangnya main pubg mobel ini,positive
aja,neutral
fortinaiti ila babaji,neutral
bug benerinsaya main event malah terjun ke luar zona novo abis knock malah mental ke shooting range benerin bug game rusak,neutral
kalo mau update nya jgn gedegede ya gb aj ya sudah gk muat ram hp saya plis ya,neutral
bagus,neutral
keren,positive
games nya seru tapih setelah updete jadi terasa berat dihp,positive
bentuk kekecewaan gua terhadap pubg atas kasus teaming vietnom tolol,negative
pubg bagus,positive
terlalu banyak menggunakan memori hp,negative
gamenya bgus tapi ada mslh bug tolong di perbaiki untuk devoloper,neutral
game ni ko berat bgat instal ko ga jadijadi,neutral
game nya seru asik banget,negative
biasa aja,negative
kecewa permintaan habis trus,negative
terlalu banyak cheater di dalam game,neutral
hai devolper untuk update berikut nya bisakah game nya optimal kan nya karena kami yang mempunyai perangkat rendah sering frame drop dan lag tapi di game online berat lain nya tidak terjadi frame drop dan tetap lancar tolong di perbaiki,neutral
game nya butut,negative
pas nembak sudah yakin musuh bakal mati karena on point eh malah aku sendiri malah yg mati pake helmrompi lvl nggak ada bedanya sama lvl di aku nggak mengurangi damage menghindar waktu mau ditabrak padahal udah yakin bakal lolos eh dibikin ketabrak sering banget dirugiin yg harusnya menang duel dibikin aimnya meleset,neutral
kenapa sih update mulu,negative
perbaiki bug resources download data grafik ini pernah aku alami di sebelumnya kalo sudah di perbaiki ku kasih bintang ku spam like vt,neutral
grafik dan game nya sangat bagus apa lagi gameplay nya trs animasi setiap season keren,positive
server down server down server down,negative
mohon ping nya diperbaiki karna ping bagus biasanya lagparah dari game play sih udah bagus playerramahkadang kadangdan grafik yang cukup hd tentunya jadi komplin gua cuman masalah sinyalping kadang sering naik sendiri dan biasanya keluarfreze dari gamenya cuman itu doang yang saya kurang memuas kan dari saya lalu ringgankan sedikit data dan memory nya yaa dan masalah server yaitu cd pindah server terlalu lama yakni bulan,positive
udah game berat pelit lagi yang punya ngga kayak ffml yang sering ngasih gratisan,neutral
kenapa sihh asal ada update data selalu drama login nya,neutral
asek,positive
ini adalah pengganti game saya setelah saya pensi dari game free fire,negative
keren,positive
sdh update tpi disuruh update lgitolong ditangani bug semacam ini,neutral
gemini keban nya kan musuh,neutral
bintang seginih dulu soalnya ga bisa full karakternya masih kurang enak main,neutral
babi anyy udh susah susah donlot malah kga bisa di buka padahan gua main di redmi not,negative
aku suka,positive
beratt,negative
halo development saya mengalami jaringan buruk padahal wifi saya sebelum main sudah saya cek ms mengapa jaringan nya ngdrop naik turun terus tapi sekarang grafiknya meningkat jadi lumayan bagus dari pada updatean sebelumnya tolong dong development jaringan nya naik turun terus,positive
server tolong di perbaiki keseluruhan,neutral
gimana la pubg ini baru di update aja langsung ancur ping tinggi boss naik terus sangat kecewa dan tidak nyaman padahal paket baru bikin pun sama saja tetap ping tinggi ke atas hp sudah mendukung tapi gamenya makin banyak masalah makin sepi peminat game ini saya mau mundur tapi sayang game ini sangat menghibur bagi saya anak rantau menemani kesepian saya dan sudah banyak beli senjata upgrade tolong perbaiki game ini saya sangat tidak nyaman tencent,neutral
akun saya hilang bagaimana,negative
apk ini ko donwlond gabisa,positive
sya download kok loading banget padahal jaringan nya vorji,neutral
makin lama makin berat ni game mau sampe berapa gb si updet terus mase,negative
tolong untuk game nya tolong di sesuaikan di hp yang ramnya atau supaya bisa menjadi game terlaris,neutral
sudah mulai banyak bug nya tolong diperbaiki,neutral
untuk developer pubg mobile ringankan lagi game nya agar hp kentang bisa maenuntuk semuanya udah bagus,positive
wo,neutral
semakin enggak ada pemain nya di karnakan setiap updateh terus tambah freem,negative
buatlah sprti pubg china karakter nya cantik dan game playnya menarik,positive
woy tower fantatsty nya gk bisa di dowlod,negative
mohon buat developer pubg mobile supaya meringankan ukuran nya device sudah memampunin tapi knp sering juga lag atau bug,positive
gamenyasih lumayan bagus tapi tolong ya download datanya kurangi dong soalnya kalo saya milih mega tidak cukup ram saya pless kurang datanya,positive
kok akun saya kelur sendiri masuk lagi malah ngk bisa kenapa nih,negative
maaf sebelum nya saya adalah player lama di pubg tapi saya sempat menghapus game ini dan sekarang saya ingin mendownload kembali game ini tapi mengapa di saat saya ingin login dengan akun google selalu gagal dan bertuliskan sistem mengalami kegagalan padahal jaringan saya normal normal saja jadi tolong beritahu saya harus berbuat apa karena saya ingin bermain menggunakan akun lama saya saya harap jawaban dari kalian para pengembang game pubg ini,neutral
gemen nya sudah bagus tapi sangat di sayangkan sering terjadi nya bug dah leg pada saat di maain kan dan juga sangat boros kouta pada hal udh bagus hd,neutral
game nya bagus cuma buat hp kentang lumayan berat yakatanya grafis super smooth bakal ada tapi kok belum ada ya,positive
huh sebelum update gw bisa balance lancar tanpa kendala tetapi kenapa pas update malah balance lag banget,neutral
masih ada hacker nya haduh,negative
gak bisa macth making,neutral
mantap gw main di karakin dapet rudal terus ku ratain map,positive
musnahin cheater no recoil kntl,positive
please delete metro royale it used lot of memory and lag my phone,neutral
masih bintang untuk pubg mobile kendalanya masih belum diperbaiki dan kendala yg menurut saya ngeselin adalah bug yg dimana saat di recall teman satu tim semuanya ngebug di tempat terakhir sebelum saya di recall dan juga frame drop ketika meneropong tempat seperti midstein dan map lainnya dari jarak jauh menggunakan dan selebihnya mohon untuk update diberikutnya di perbaiki lagi lah kendalanya agar bisa main dengan leluasa,neutral
developer terhormat saya ingin menanyakan sesuatukenapa setiap kali ada musuh di depan saya kameranya selalu stuckgak bisa digerakkan apakah ini bug atau game mekanikkalau ini memang bug tolong diperbaiki,neutral
saya suka game pubg,neutral
game haram,negative
makin kesinih makin buruk pake wifi pake jaringan data tetep sinyal jelek sudah satu bulan full ga ada perubahan sinyal sinyal sinyal sinyal super bad,negative
padahal password email udah bener tp kok failed to login sinyal wifi full padahal ga da kendala apa di sinyal,neutral
om kenapa ngak se enak seson dulu lagi omyang ada lagu alan walker on my waytolong kasih penjelasan yang bijak om,negative
updatenya bagus gua makin suka sama game ini tapi kadang gua suka ngalamin patah patah saat main entah apanya yg jelas ini game bagus banget,neutral
sugik,positive
splash gem ini harus bayar,neutral
game asu sinyal bagus kok di game server tidak merespon melulu asu emng lah tencent babi emng,negative
kurang meng erti bar main,negative
game ini sangat bagus,positive
tolong kenapa pubg tidak bisa di dinwlod,neutral
kenapa saya tidak bisa memainkan game ini,neutral
reward tier tidak ada padahal tiar udah lebih tinggi,negative
knp ga bisa download,negative
kenapa selalu login gak masuk masuk mohon di perbaiki thank,neutral
menurut saya bagus bagus aja tapi langkah musuh tidack terdengar dan ketika menembak musuh tidack tahu knock atau tidack jadi dibaikin ya devolover yang terhormat terimakasih semangat buat devolover,neutral
pubg sekarang serba beratsedikit sedikit keluar sndiri bikin emosi aj makin kesini makin emosi,negative
keluar teru la gu mau mai,neutral
game buriq,negative
geme,neutral
gue saranin pubg buat grafik paling semood biar player hp kentang bisa main tanpa lag,positive
ngasih musuh yg seimbang lah biar ada serunya dikit,negative
knpa tiap login slalu ada notif kesalahan otentikasi server gagal masuk,negative
moga menghibur,positive
katanya pubg haram mati keluar asap,positive
dasar puge haram,negative
signal error,positive
cmn mau bilang kok setiap main ngebug terus tier saya yang masih platinum udah nemu musuh yang tier jauh di atas sih min,negative
saya kasih bintang dulu karena saya gagal mendownload padahal saya ingin sekali bermain sama kaka saya jadi saya harus menguras memory dulu biar bisa main bersama kaka sayadan untuk developer game ini saya berterimakasih karena kaka saya bisa bermain dengan tenang walaupun suka ngomong kasar,positive
step kurang kedenger sama di map juga kadang ga keliatan step nya,neutral
hello pengembang akhir akhir ini masih terjadi bug kebal mohon segera ditindak lanjuti karena sangat mengganggu jalan nya permainan,neutral
tolong lah bug nya di tindak lanjuti gua main solo udah nembak gak mati mati,neutral
game nya cukup bagus tapi beberapa orang kebanyakan sering berkata kasar,neutral
gimana ini growingpack nya kaga bisa di klik tolong segera di perbaiki,neutral
game perang yg bagus saya suka cuma sering bug,neutral
aplikasi bagus,positive
bug spectator sinyal bagus pun masih bug gabisa tdm,neutral
eh kenapa ukuran gamenya nambah,negative
menurut gw pubg itu emang game murni battlefield klo dibandingin sama game ape leged pubg itu ketinggalan mekanismenya karna apa ya karna game genre peperangan sekarang udah punya skill skill khusus yang membuat game jadi lebih seru aja gitu,neutral
sudah gak asik lagi,negative
ok,positive
ga tau harus gimana ada ga orang yang bersedia ngajarin chelsi mainnya maaf saya ga terlalu paham tentang game ini makanya chelsi butuh guru hehehe terimakasih,positive
kadang saat di bagian download hd kok gak support ya jadi ulang lagi kenapa ya,positive
kami ber terimahkasi kepada perusahaan pubg telah menemani seluruh bermain kami dan terimah kasi,positive
geme,neutral
saya suka,negative
tolong yang pake suntikan dikurangi biar rame lagi nih game,negative
pubg disaat aku donlod tidak terinstal,positive
kakk tolong dong kalo tim kita ada yg mati bisa di idupin sama tmen yg hidup nya plss ka hhe kaya ff dong,neutral
gamenya bagusgameplaynya juga serutapi cuma satu masalahnyaketika bermain ping selalu merah dan itupun terjadi juga dilobiudah berkalikali ganti server tetap samasemoga diperbaiki lagi gangguan jaringan dan bugbug nyaterimakasih,negative
gem na jelek,negative
makin lama makin gak jelas habis update mainnya ngeframe mlu padahal ms gak pernah diperbaiki kulihat mending pubg season yg kemaren pas enak mainya gak ngeframe seperti sekarang gak jls sinyal bagus ngefram,neutral
game nya memang haram tapi ada pintu,negative
ngebug an kontol,neutral
game nya bagus tapi kadang suka framedrop ama lagi tolong dg kadang ada player ngelakkin mobil biar team mati kadang make bom padahal dah gw report tapi masih aja di diemin tolong playermya setidak nya di kasih peringatan lah,negative
turunkan kapasitas mb biar asik mainnya,positive
sekarang merepotkan tiap bulan harus update heran,negative
