content,polarity,label
update versi tersedia versi hey,0.4,positive
game haram,-0.4,negative
kecewa mode fpp main match,-0.2916666666666667,negative
maaf pubg bintang,-0.5,negative
pubg jelek maksud jelek,-0.7,negative
bagus,0.7,positive
game bodoh,-0.6,negative
mantap cheat pakai konfigurasi langsung banned ganti bug sinyal meresahkan main pakai wifi data log sinyal bagus tolong perbaiki,0.5333333333333333,positive
kakak krafton tencent tolong hapus fitur main bareng pandang rank main bareng teman fitur seru kakak tolong hapus kakak,-0.25,negative
game frame parah,-0.4,negative
tolong pubg tencent game,-0.4,negative
game buruk,-0.5499999999999999,negative
keseringan update update main peta game mode didalam langsung update update admin tencent cari untung,-0.15000000000000002,negative
tencent saran banned player memakai file recoil grass less recoil suntik vip mengecewakan player murni player otomatis headshot,-0.1841269841269841,negative
suka game tolong kurangi mega byte maaf,-0.5,negative
sinyal bermain upgrade meninggalkanmu game bagus tingkatan golongan player selamat,-0.03333333333333336,negative
download pubg main training booyah bareng,0.16666666666666666,positive
keren banget kusuka,0.2,positive
kedepan masuk sulit permainan kapasitas download,-0.3,negative
game,-0.4,negative
lumayan,0.2,positive
game keren bagus,0.2166666666666666,positive
banyakkan update bug benarkan,0.0,neutral
peminat device bagus santai main game,0.7,positive
tencent kasih hadiah,0.0,neutral
update anjing,0.0,neutral
bagus gamenya,0.14999999999999997,positive
sistem bannya berpikir ajak bermain cheat terkena banned seminggu bahakan cheat undangan global kerugiannya rank turun bermain kecewa sistem banned pubg mobile,-0.42638888888888893,negative
developer update dikembangkan bug perbaiki biar kenyamanan player pemain merasakan nyaman,0.25,positive
game rusak main bug player tim patah patah kadang bug lari kali berkali kali soon mood semoga cepat ditangani,-0.07333333333333338,negative
jelek,-0.6999999999999998,negative
seru banget,0.39,positive
bagus seru,0.5,positive
main merit anjing bodoh,-0.7999999999999999,negative
saran pubg mobile coba game menghasilkan uang peminatnya top,0.04999999999999999,positive
banned bau bagus bayi,0.7,positive
bintang,0.0,neutral
update tolong adakan tembak musuh kendaraan mode training admin latihan aim tembak musuh kendaraan melaju,0.0,neutral
hai pubg mobile game bagus suka game ringankan handphone low end frame rate lag aplikasi handphone,-0.01666666666666668,negative
game bagus pakaiannya trial tolong update pakaiannya trial,0.14999999999999997,positive
game bagus,0.14999999999999997,positive
krafton belikan handphone iphone biar semangat main,0.6,positive
gamenya bagus bugnya kaya bugnya,0.14999999999999997,positive
game bagus,0.14999999999999997,positive
mainkan,0.0,neutral
fixed god damn bug play much lag,0.15000000000000002,positive
suka game bug lag sinyal perbaiki suruh update,-0.4,negative
berat handphone,0.0,neutral
handphone meledak,0.0,neutral
good game,0.14999999999999997,positive
bagus bagusan free player,0.7,positive
terima kasih pembaruannya,0.0,neutral
bagus bagus daftar,0.7,positive
lumayan keren,0.3,positive
game sulit,-0.5,negative
mantan banget,0.2,positive
bintang bagus game kasih bintang oh mantap,0.26666666666666666,positive
main game pengaturan grafis fps cek batas fps mencoba pakai konfigurasi biar kunci fps fps handphone redmi note pro giga byte,-0.2,negative
tolong tencent kurangi penyimpanannya frame kasihan handphone mendukung barbar frame,-0.1,negative
permainan bagus,0.14999999999999997,positive
mantap,0.16666666666666666,positive
game bagus gameplay okelah grafis lumayan cheat performa bug ganggu bug tembus tembok gendong teman knock taruh pojokan tembus hasil mati bug lag tembus tanah mati,0.14166666666666664,positive
bug suara kendaraan bug suara senjata akibat game berat spray musuh suara tapping,0.015000000000000003,positive
sportif hai teaming rematch hahaha,0.2,positive
game bagus coba main livik lawan musuh terbang terbang kaya kalilawar ganggu darah sekarat mati kalilawar hapus kalilawar ganggu,-0.18000000000000002,negative
ramah main bareng teman pakai akun guest,0.375,positive
login game,-0.4,negative
download,0.0,neutral
game haram,-0.4,negative
main lag pakai wifi,0.0,neutral
rindu pubg pensiun,0.0,neutral
frame drop,0.0,neutral
game jelek bug,-0.5499999999999999,negative
tolong kecilkan gamenya temanku pensiun gamenya,-0.4,negative
lag bertemu musuh hilang sinyal,0.0,neutral
kendaraan suara audio aktif,0.13333333333333336,positive
pakai wifi pause download,0.0,neutral
bug rumah broken wall,-0.4,negative
game grafis buruk hahaha,-0.3,negative
tingkat,0.0,neutral
game pengaturannya berubah mainnya pengaturan bodoh,-0.6,negative
tolong perbaikan bugnya,0.0,neutral
lobi bug revive bug,0.0,neutral
cheat,0.0,neutral
muncul download obb service,0.0,neutral
game haram mati asap,-0.30000000000000004,negative
game bagus grafis ok bug ganggu bermain suka lag mohon perbaiki terima kasih,0.059999999999999984,positive
anjing bug fixed kali bug terjun pesawat parasut bug game haram,0.1,positive
game buruk,-0.5499999999999999,negative
tolong lag kurangkan update lag parah tolong perbaiki,0.0,neutral
kurangi data gamenya bermain nyaman data gamenya berat kurangi,-0.15000000000000002,negative
terhormat developer pubg melaporkan akun pubg hack retas orang bertanggung memohon developer pubg membantu mengembalikan akun hack retas orang bertanggung akses akun ubah mengakses akun memohon,0.2,positive
oh,0.0,neutral
main mode perang bug pulau perang kill bug jalan lobi poin lenyap,0.0,neutral
pubg mobile akun login game wifi suruh restart handphone login membuka aplikasi bagus sinyal login pubg,0.14999999999999997,positive
lumayan game,-0.07500000000000001,negative
tolong perbaiki bug sinyal turun freeze game suara tembakkan kaki kaya tolong perbaiki,-0.4,negative
login pakai akun facebook,0.0,neutral
bug sinyal mohon perbaiki,0.0,neutral
frame handphone kentang hahaha,0.2,positive
parah main langsung pubg gila,-0.3999999999999999,negative
tolonglah frame drop kurangi kasihan player handphone kentang menyukai game mengalami nyamannya bermain frame drop,-0.13333333333333333,negative
mantap,0.16666666666666666,positive
sepi,0.0,neutral
mantap,0.16666666666666666,positive
halo development mohon maaf update pubg bug glitch peta hitam mohon perbaiki,-0.3333333333333333,negative
player old nyaman pubg,0.25,positive
aimnya free fire,0.4,positive
tolong developer game kurangi mega byte tolong biar main lancar,0.0,neutral
yokoso,0.0,neutral
loadingnya kali,0.0,neutral
game halal,-0.4,negative
tolong event,0.0,neutral
pakai cheat banned,0.0,neutral
game bagus,0.14999999999999997,positive
grafis buruk update loading aneh bos,-0.37499999999999994,negative
game seru main bareng barang kawan,-0.05000000000000002,negative
akun facebook dimasukkan,0.0,neutral
tolong handphone samsung frame meledak game berat informasi cheat anti lag,0.0,neutral
ok,0.5,positive
isi royale pass senjata senjata akm skin pesawat lelah tencent isi royale pass musim,-0.4,negative
hand phone giga byte frame handphone kentang sinyal membaik,0.0,neutral
game bagus,0.14999999999999997,positive
game suka lag lag pakai mobile legends bagus sinyal,0.7,positive
tolong buatkan tombol toko biar butuh kemari kesan kemarin tolong,0.0,neutral
kasih bintang game haram hahaha game nomor free fire,0.06,positive
berat banget game update,-0.30000000000000004,negative
kocak pubg sinyal sinyal lancar memuat permintaan habis main,0.45,positive
game bug main free fire seru,0.11666666666666667,positive
rindu erangel mode malam,0.0,neutral
keren,0.35,positive
koneksi bermasalah login play match lambat loading pubg dukung indosat seluler telkomsel aneh kartu biar enak main sinyal bermasalah telkomsel lancar hahaha,0.19,positive
login pertempuran susahnya ampun,-0.5,negative
ramnya kurangkan kemari berat ganti handphone main game pubg,0.0,neutral
perbaiki sinyalmu tahunya update spesifikasi handphone giga byte permainan patah sinyal drop parah,-0.4,negative
nerf molotov anjing sakit banget anjing anjing,-0.7142857142857143,negative
parah main menit masuk game,-0.4,negative
download pubg ringan,0.4,positive
download,0.0,neutral
game membosan main free fire pubg mencuci otak banget,0.30000000000000004,positive
ayolah developer ringankan game handphone spesifikasi low pengguna handphone spesifikasi low merasakannya terima kasih,-0.13333333333333333,negative
buruk game bug lag uninstall,-0.5499999999999999,negative
gamenya bug sinyal bagus lag peta perumahan tolong kasih fitur biar jeda mengunduh data ok banget gimnya,0.09999999999999998,positive
matchmaking duo banget sanhok vikendi miramar livik erangel cepat cepat sepi peminat pubg mobile update update update update matchmaking perbaiki game sukai mainkan siang malam tolong matchmaking perbaiki,-0.09999999999999999,negative
caption edit beli iphone lag pubg,0.0,neutral
game jelek,-0.5499999999999999,negative
android mendukung gameplaynya smooth frame dropnya parah terima kasih orang main senang pandang chipset handphonenya kentang uninstall aplikasi pubg mobile saran terbaik pribadi,0.55,positive
cheat,0.0,neutral
halo mohon maaf kasih bintang samsung galaksi giga byte penyimpanan internal giga byte game butuh game terima kasih,-0.16,negative
tolong developer game kurangi mega byte tolong biar main lancar,0.0,neutral
bug analog kontrol kadang digerakan mengganggu,0.0,neutral
ok game bug login habis update download lobi mega byte login tulisannya update file error tekan tolong hasil pencet exit ulang tolong developer perbaiki,0.04999999999999999,positive
mencoba main pubg,0.0,neutral
login facebook tolong perbaiki akun harian,0.0,neutral
ok update bug bermain game sinyal bagus login,0.26666666666666666,positive
handphone kuat kakak main pubg handphone kentang suka frame parah,0.4333333333333333,positive
suka game handphone mendukung,0.0,neutral
kecewa kecewa game bermain mati ketahui sinyal sungguh mengenakan sinyal kuat main game lag musuh tembak kecewa tolong perbaiki pelanggan pahami kau anggap sepele komentar,-0.26666666666666666,negative
kecewa ponsel mendukung bermain bug senjata pakai scope senjatanya bentuknya bug sinyal mikropon berharap mengatasi,-0.75,negative
bug giroskop gerak didalam game aktifkan giroskop main normal giroskop dikontrol sehari giroskop kontrol tangan tremor dicoba letakkan lantai giroskop gerak arah jam coba giroskop scope giroskop gerak aim kemana sulit kontrol,-0.020833333333333343,negative
pensiun musim skin royale pass selamat tinggal pubg mobile,0.0,neutral
masuk login sulit suruh update twitter,-0.5,negative
banyakkan event admin benarkan bug lag server play mental lobi kill death rasio turun,-0.1,negative
habis giga byte update gagal pemasangan,-0.5,negative
bagus,0.7,positive
kali update download peta,0.0,neutral
tolong fpp matching lamakan lelah suka fpp solo squad sengaja giliran tpp cepat matching player kasih bot bisanya,0.14444444444444443,positive
mikropon kadang berfungsi,0.0,neutral
mantap,0.16666666666666666,positive
game bagus seru update berat,0.09999999999999996,positive
bermain game bermain game senang hambatan bermain sinyal stabil frame senang senyaman bug sinyal frame parah paham update skin mode player pubg berhenti bermain game lelah tanggapi bug meresah sinyal,0.4000000000000001,positive
buruan download download,0.0,neutral
game bagus pubg game free free berbeda,0.13999999999999999,positive
pubg kaya versi kemarin sinyal bagus kadang lag mainkan kaya versi lancar banget semoga versi lancar,0.47400000000000003,positive
jelek banget,-0.7,negative
game haram kaya buka pintu,0.0,neutral
semangat update mohon developer bug scope kadang adjust cheat berantas,0.0,neutral
pubg pintu free fire hinaan kenyataan,0.4,positive
game menarik free fire,0.16666666666666666,positive
admin tolong kompres tekstur game biar berat grafis buruk lancar main semoga admin baca,-0.23333333333333328,negative
haii player semoga game nyaman,0.0,neutral
bug hasil pertandingan misi royale pass bertambah terbaca,0.0,neutral
terganggu bug rasakan bug sinyal sinyal stabil turun sinyal profesional player sinyal bagus membuka aplikasi sinyal bagus bermain pubg mobile sinyal dapatkan mengganggu kualitas bermain kecewa,0.2157407407407407,positive
kosong,-0.1,negative
sulit,-0.5,negative
game seru benarkan,0.2928571428571428,positive
keren suka game,0.35,positive
bagus game,0.14999999999999997,positive
cocok main,0.55,positive
mohon maaf rating bug tombol granat tombol healing hilang,-0.35,negative
handphone lag,0.0,neutral
game lumayan bagus bug perbaiki main granat medkit hilang lag fps menurun ketiga server disconnect sinyal enak enak semoga diperbaiki,0.26999999999999996,positive
berat,-0.2,negative
seru,0.3,positive
people,0.0,neutral
lumayan bagus,0.475,positive
ok,0.5,positive
dengannya device menafsirkan ya ping teman,0.0,neutral
game cacat,-0.4,negative
kakak pubg login kakak,0.0,neutral
permainan game menghasil uang langsung pubg mobile menghasilkan uang main mata rusak uang memperkaya game,-0.275,negative
game minggu mainkan update update biar lancar gamenya patah lag biar teman main filenya update gamenya lancar terima kasih,-0.08,negative
koneksi error bermain sinyal stabil,0.0,neutral
ramnya kurangkan kemari berat ganti handphone main game pubg,0.0,neutral
tolong bug perbaiki bermain game senang sekian terima kasih,0.8,positive
game bagus banget kebanyak bug lobi royale pass tutup,0.4366666666666666,positive
game suka,-0.4,negative
seru pubg patah mendarat,-0.4,negative
mantap pubg,0.8,positive
hahaha game bagus free fire grafis buruk pubg hahaha,0.1142857142857143,positive
ok,0.5,positive
sisca kohl handphone sanggup main,0.0,neutral
gameplay seru tolong chipset helio smooth ekstrim,0.19166666666666665,positive
lag,0.0,neutral
mohon pubg memperbaiki bug peta sinyal lag diperbaiki pemain pakai handphone kentang nyaman kali main frame kadang pulaunya bug sekitaran mati posisi musuh sekian terima kasih semoga ditanggapi pubg,0.4,positive
anjing enak banget,1.0,positive
admin otorisasi dibatalkan download,0.0,neutral
pubg menarik asap hijau membunuh lawan ubah warna asap warna,-0.2,negative
bug peta livik,0.0,neutral
damage ump benarkan,0.2857142857142857,positive
tolong kasih monster biar seru tolong diperbayakan player,0.3,positive
bug metro royale meresahkan tolong diperbaiki hukuman pengguna bug,0.0,neutral
tolong perbaiki sinyal sinyal bermain sinyal menambah merah sinyal wifi bagus mohon perbaiki admin,0.7,positive
main musim senang pubg berkembang harap pubg mengeluarkan senjata sniper shotgun dasar biar asyik game play kali kolaborasi call duty warzone mohon pubg mobile,0.17500000000000002,positive
admin resource grafis high definition download mega byte ruang penyimpanan penuh,0.17,positive
bug,0.0,neutral
enak game,0.3,positive
handphone kentang frame,0.0,neutral
tencent tolong handphone giga byte sulit banget dengar pecinta game cari solusi biar ringan tambahkan game berat biar laku youtube laku sulit dengar peminat top kadang menyesal lihat kaya patah lag parah cari solusi pikir kualitas high definition kenyamanan pemainnya,-0.28685185185185186,negative
coba perbaiki koneksi,0.0,neutral
mohon peta erangel senjatanya perbanyak turun shotgun menangis,-0.1,negative
ok,0.5,positive
hai game anjing servernya anjing,-0.4,negative
tolong perbaiki bug damage merugikan musuhnya mati pubg,0.0,neutral
tetaplah peringatan sesungguhnya peringatan bermanfaat orang orang mukmin,0.25,positive
mengunduh baju peta,0.0,neutral
lumayan grafis memuaskan bagus segi battle,0.48333333333333334,positive
komentar peta update download ulang peta update download,0.0,neutral
maaf developer download data pakai wifi macet kadang jalan pakai data seluler perbaiki,-0.5,negative
menghibur,0.0,neutral
admin pubg ganteng tolong grafis dibuka handphone kentang tolong kali tolong admin ganteng tolong hack,0.3333333333333333,positive
pubg berat game pengguna iphone keterbatasan tolong tencent saran sayang headphone,-0.30000000000000004,negative
offline,0.0,neutral
download heran untung pakai wifi pakai data habis,0.1,positive
haram,0.0,neutral
tencent bug babi bug pubg mobile pengaturan bug pubg mobile otak musuh bug pubg mobile game,-0.4,negative
main pubg kolaborasi walker main kendala frame apalah main frame patah kawan pensiun gara gara kuat main pubg developer game pubg mohon ukuran pubg ringan kasihan player handphone kuat main pubg developer mohon ukuran pubg ringankan,0.11666666666666665,positive
game bertambah koneksi orang bagus sambungan koneksi aneh,0.14999999999999997,positive
anjing,0.0,neutral
staff tolong log update file error membersihkan cache report customer service,0.0,neutral
suka game handphone kentang lag musuh,-0.4,negative
coba,0.0,neutral
kasih bintang main free fire,0.45,positive
permainan haram free fire haram,0.0,neutral
kepalanya tertembak shotgun kar mati bug damage suara bom dengar meledak,0.1,positive
halo developer something pubg player pubg player realme gt master edisi nice try fps event though chipset snapdragon want fps bug developer something terima kasih,0.6,positive
berat giga byte,0.0,neutral
suka game spesifikasi game turunkan device main game,-0.4,negative
sanitu,0.0,neutral
bug,0.0,neutral
bug,0.0,neutral
permainan erangel normal transparan tolong perbaiki,-0.125,negative
turunkan kapasitas mega byte biar asyik mainnya,0.3,positive
rindu teman main bareng,0.0,neutral
bagus,0.7,positive
handphone internal sinyal bagus lag,0.35,positive
bagus,0.7,positive
kacau pubg,0.0,neutral
game haram,-0.4,negative
koneksi error bermain sinyal stabil,0.0,neutral
game haram,-0.4,negative
lambat jalan,-0.30000000000000004,negative
kasih bintang login akun apapun semoga cepat diperbaiki gamenya memakai akun guest akun sultan akun satunya,0.07708333333333332,positive
game high definition realistis,-0.024444444444444453,negative
bintang update,0.0,neutral
coba berbaiki lambat bintang,-0.30000000000000004,negative
kasih bintang,0.5,positive
asyik pintar hahaha,0.23809523809523805,positive
update gamenya cacat turun pesawat senjata shotgun gara gara kalah menerus player senjata kuat,-0.0555555555555556,negative
asyik,0.3,positive
permain bagus,0.14999999999999997,positive
pubg mobile bergabung,0.0,neutral
tolong bugnya diperbaiki,0.0,neutral
kakak pensiun main main teman teman main kakak,0.0,neutral
perang jarak knock revive ikon kontrol hilang ikon lari ikon fire tombol kiri hilang,-0.1,negative
game haram,-0.4,negative
memori bro update,0.0,neutral
game berat kuat biar,-0.05555555555555558,negative
bug bergerak game berat,-0.2,negative
login facebook main bug meresahkan suara step musuh terdengar musuh mobil tabrak masuk tanah tolong bug betulkan,-0.04999999999999999,negative
main pubg berat game,-0.30000000000000004,negative
suka game,0.0,neutral
kekurangan,0.0,neutral
game pantasan teman pensiun bug step main livik livik admin enakan frame frame banget sampah,-0.011111111111111118,negative
game mantap banget,0.2,positive
game matching main menunggu game banget menunggu,-0.20000000000000004,negative
seandai mode malam kasih bintang,0.5,positive
login game mengalami force tutup login akun,-0.2,negative
game haram,-0.4,negative
kakak pencet kakak sinyal bagus orang tolong kakak kasih saran,0.7,positive
game seru sinyal lag,-0.05000000000000002,negative
mohon izin mohon lancar handphone kentang main game pubg,0.0,neutral
bermain pubg mode payload senjata quadruple menggunakannya aneh mode tunggal pencet amunisi bug tolong perbaikan bug terima kasih,-0.05,negative
dear developer want give advice tolong santai zona walking kecepatan zona exceeds kecepatan run uncomfortable terima kasih,0.0,neutral
update bug urus handphone berat anjing,-0.2,negative
maaf patch gameplay sulit,-0.5,negative
update update perbaiki bug bug realistis game bug,0.16666666666666666,positive
optimasi,0.0,neutral
bug perbaiki tolong diperbaiki mengganggu,-0.8,negative
game bagus,0.14999999999999997,positive
download berhenti bilangnya error penyimpanan kouta kouta mohon diperbaiki player main mohon perbaiki,0.0,neutral
ampun tencent download filenya barusan suruh download habiskan kuota tolong tencent perbaiki,0.0,neutral
main musim overall bagus seni mode tambahkan main bug freeze kali tolong fixed ide modenya meniru game sebelah suplainya tolong adil sukses tencent,0.19999999999999998,positive
macet lobi tulisan server menanggapi jam sinyal wifi kuat kuat pubg kendala,0.4333333333333333,positive
update aplikasi download ulang game kemarin update download daleman penuh update aplikasi download ulang menginstall aplikasi,-0.025000000000000022,negative
suka banget game mantap,0.19999999999999998,positive
peta download main erangel putih bangunan masak main livik,0.05555555555555555,positive
saran level infinite tolong kurangi sumber daya peminat bermain game level infinite,0.04999999999999999,positive
bug,0.0,neutral
masuk permainan loading screen,-0.4,negative
game bagus tolong memperbaiki bug,0.14999999999999997,positive
gamenya bagus update berat handphone,0.033333333333333305,positive
game jelek,-0.5499999999999999,negative
gara gara blackpink konser,0.0,neutral
pubg aneh jujur enakan,0.27499999999999997,positive
dengarkan permintaan hati teraniaya sunyii arti hidup,0.0,neutral
game terbaik,0.3,positive
game bagus,0.14999999999999997,positive
bagus,0.7,positive
game bagus,0.14999999999999997,positive
bagus game favorit sayang frame patah lag update bagus,0.21999999999999997,positive
banyakkan event,0.0,neutral
mantap,0.16666666666666666,positive
haram,0.0,neutral
kali terburu pubg masuk aplikasi masuk metro royale item hilang stress sulit payah item mimpikan hilangkan tolong perbaiki bug tolong mohon banget tolong cepat perbaiki bug developer,0.3333333333333333,positive
turun render kakak,-0.15555555555555559,negative
kecewa main glacier,-0.75,negative
dasar game haram,-0.2,negative
permainan seru,-0.05000000000000002,negative
game grafis buruk,-0.5499999999999999,negative
botak botak,0.0,neutral
keren,0.35,positive
data giga byte grafis buruk,-0.2,negative
game haram,-0.4,negative
bug revive benarkan hey tencent knock teman revive tombol pencet berkali kali sinyal bagus tolong perbaiki,0.6,positive
game sulit kalahkan menembak lag,-0.5,negative
mantap,0.16666666666666666,positive
anjing,0.0,neutral
mantap,0.16666666666666666,positive
bug giroskop berfungsi mengarah,0.0,neutral
update game pubg enak lag pemberitahuan game pubg optimalkan android versi terbaru,0.175,positive
sinyal hijau kadang kadang banget lag mohon diperbaiki gamenya seru sukses pubg,-2.7755575615628914e-17,negative
tolong lobi perbaiki sinyalnya game lancar lobi putar,-0.13333333333333333,negative
game hard suka cool,0.029166666666666646,positive
gamenya bagus,0.14999999999999997,positive
semoga,0.0,neutral
lag bertemu musuh hilang sinyal,0.0,neutral
game jelek bug masuk anjing game,-0.5499999999999999,negative
suka banget game free fire suka banget game pubg,0.10000000000000002,positive
grafis buruk free fire,-0.1499999999999999,negative
berharap mempertahankan mode vs meningkatkan mode,0.0,neutral
bagus ukuran game tolong turunkan kasihan orang main handphone kuat,0.24444444444444438,positive
update,0.0,neutral
game haram,-0.4,negative
game bagus menghibur lumayan cheat bug bermain tdm,0.35,positive
download install ulang,0.0,neutral
balikkan mode malam balikkan indahan pubg versi,0.0,neutral
delay giroskop,0.0,neutral
game bagus masuk akunya buruk kali akun logout akun hilang sandi usernya,-0.1333333333333333,negative
main lag sinyal merah paket beli coba perbaiki sinyal kaya jelek emosi,-0.3499999999999999,negative
mantap,0.16666666666666666,positive
mantap,0.16666666666666666,positive
pubg mode day night,0.0,neutral
bagus luck,0.7,positive
seru panggil game haram,0.0,neutral
game anjing,-0.4,negative
game haram bosan,-0.5,negative
pemula,0.0,neutral
game bug sinyal parah semoga baca,-0.4,negative
anjing,0.0,neutral
menyesal download menghabiskan kuota buka gamenya hapus pasang,-0.2,negative
update bayi,0.0,neutral
pubg keren,0.35,positive
banyakkan pikirkan skin money update peta senjata fitur pubg steam player butuh suasana skin sampah game skin skin skin pikirkan player berhenti gamenya update update skin berat pikirkan player pikirkan uang uang player unknown battle ground player unknown skin ground tencent tencent sampah kasihan pubg studio pubg mobile pegang tencent begin,-0.19999999999999998,negative
bagus menurutku,0.7,positive
lumayan suka suka,0.25,positive
berkali ulangi masuk pertempuran menunggu menit,0.0,neutral
seru,0.3,positive
halo pubg mobile mohon informasi akun login masuk akun akun hai,0.0,neutral
gamenya grafiknya high definition terjun parasut rugi download buruan download ketinggalan zaman pubg winner winner chicken dinner,-0.36,negative
bug merugikan,0.0,neutral
ukuran kecilkan kasihan handphone low,-0.25,negative
game elit sinyal sulit,-0.45,negative
game bagus tolong penyimpanan kurangi,0.14999999999999997,positive
handphone kentang main pubg bodoh,-0.7999999999999999,negative
bug spray berhenti magazine peluru tolong perbaiki bug mengganggu,0.0,neutral
cobakan bosan main free fire mobile legends coba ramai,-0.04999999999999999,negative
bintang pubg mobile kendalanya diperbaiki kendala mengesalkan bug dimana recall teman tim bug recall frame drop meneropong mid stein peta jarak selebihnya mohon update diberikutnya perbaiki kendalanya main leluasa,0.03888888888888888,positive
bug suara perbaiki hilang,0.09999999999999999,positive
get latest flash player menonton rumah meninggal tubuh manusia dunia akhirat bro meninggal dunia dudi laksana kill death rasio dunia,0.25,positive
aneh kali download dibuka coba download tulisan download resource download play store dibuka mengatasi penyimpanan,-0.025,negative
kasih bintang event event kaya ringan ringan handphone spesifikasi rendah event pharaoh handphone force tutup mohon ringankan pengguna chipset qualcomm snapdragon nyaman banget mainnya hahaha ditunggu,0.3577777777777778,positive
game bagus hapus android kuat main pubg,0.24444444444444438,positive
damage rompi musuh tebal sulit mati ya hit mati disampah tim kill harap diperhatikan developer,-0.4,negative
hahaha bilang handphone flagship frame handphone pakai handphone mediatek santai sinyal kontrol,0.2,positive
kasih bintang game bagus,0.26666666666666666,positive
aneh banget jam sore jam malam login lobi putar pakai wifi perubahan tolong perbaiki admin merusak kesenangan,-0.05,negative
data file,0.0,neutral
admin maaf kasih bintang game cheat lompat atap tolong admin cheat banned admin,-0.13333333333333333,negative
update,0.0,neutral
game buka death buka main pubg meding main free fire ayo main free fire,0.09444444444444444,positive
cheatnya laku kasihan pantasan rating turun hahaha go uninstall banned game pubg,-0.19111111111111112,negative
cheat developer mementingkan mencari untung tolong keamanan diperbaiki kepuasan bermain,0.0,neutral
game kenangan mantap,-0.11666666666666668,negative
update bug menonton gameplay teman karakternya berjalan tolonglah tencent perbaiki bug,0.0,neutral
maaf bintang login sinyal bagus login suka koneksi sinyal bagus,0.3,positive
coba frame drop,0.0,neutral
main kasih bintang bagus,0.7,positive
bug,0.0,neutral
update gagal login tanggapan islam macet loading main sinyal aman aplikasi jalan game tolong masukannya admin,-0.3583333333333334,negative
game lumayan bagus sayangnya cheat pakai cheat tolong diban,0.012499999999999983,positive
pubg bug cheat sinyal paman fire memuat lobi semoga,0.0,neutral
berat mengikuti update,-0.1,negative
gamenya bagus tolong grafis bagus,0.3333333333333333,positive
game haram download tolong menyesal penuhi memori lag habis musuh cheat developer tolong sadar game kekurangan hapus game post game habiskan kuota video install game,-0.27499999999999997,negative
game bagus banget download usia sesat,0.9099999999999999,positive
kasih bintang,0.5,positive
puas update kali suara efek senjata low high tolong menemukan bug alat healing scope memohon developer menghilangkan bug terima kasih,0.265,positive
royale pass batasi menarik royale pass royale pass skin senjatanya terbaru skin senjata,0.5,positive
musuh hebat pemurah nick game doktor,0.2,positive
handphone ganti kapasitas pubg upgrade aduh,0.0,neutral
mohon fixed matching diemulator,0.0,neutral
login pakai google play toko tampilannya login failplease try,0.0,neutral
segi grafis game bagus unggul terkadang frame drop sinyal hilang wifi matching kekurangan game salam winner winner chicken dinner,-1.850371707708594e-17,negative
game bagus pubg game free free berbeda,0.13999999999999999,positive
hahaha,0.0,neutral
ramah,0.375,positive
game bagus handphone kentang lag baiki biak handphone kentang main pubg biar kaya ramai,0.34375,positive
bagus gamenya,0.14999999999999997,positive
bug,0.0,neutral
maaf kasih bintang coba game player free fire mencoba game,-0.08,negative
player pubg mobile erangel menarik hilangkan livik karakin peta beda sanhok miramar tambahkan peta kasihan player handphonenya kentang menikmati game pubg mobile makan ruang penyimpanan mengalami bug update main pubg mobile mohon perhatikan musim bug sekian terima kasih,0.033333333333333326,positive
lumayan grafis memuaskan bagus segi battle,0.48333333333333334,positive
developer ganti bugnya perbaiki,0.0,neutral
game anjing kali akun retas masuk,-0.4,negative
lumayan,0.2,positive
senang,0.8,positive
menghibur,0.0,neutral
pubg bagus bug cheat frame lag download pubg lihat cpu handphone terima kasih,0.7,positive
berat handphone kentang,0.0,neutral
update login tencent,0.0,neutral
bagus handphone memainkan,0.7,positive
hai keluhan tujuan bermain game mencari hiburan bermain pusing sistem ranked game seakan sulit mencapai rank kemampuan pikir bermain pubg developer bisalah sesuaikan sistem ranked terima kasih,-0.5666666666666668,negative
bagus kurangi bug,0.7,positive
gamenya bagus grafiknya buka anjing,0.09999999999999998,positive
game haram,-0.4,negative
masuk masuk kaya,0.375,positive
habis update bug tolong tencent perbaiki bintang,0.0,neutral
perbaruan istirahat game,-0.4,negative
game jelek,-0.5499999999999999,negative
developer tolong tambahkan peta karakin developer,0.0,neutral
coba main download cancel hahaha hahaha,0.2,positive
update,0.0,neutral
versi,0.0,neutral
fps lumayan handphone chipset helio drop patah,0.25,positive
mantap,0.16666666666666666,positive
device processor snapdragon mengalami frame drop berhadapan musuh game frame drop processor mendukung game game menyempurnakan processor sistem device mohon perbaiki secepatnya salam winner,-0.26666666666666666,negative
game haram keras,-0.3458333333333333,negative
kadang kadang main suka ganti senjata healing jalan tembak informasi main kentang ruang bebasnya giga byte pakai kartu telkomsel kejadian ulang kali,0.4,positive
game plagiat mandiri game aneh game bug game tembak mobile,-0.32999999999999996,negative
mantap kalah,0.8,positive
suka game seiring berjalan update lakukan berat main berharap bermain tolong untung development game ringan,-0.15000000000000002,negative
game jelek error game,-0.5,negative
mengeluh fitur pesan dukungan pelanggan game masuk game batas tencent tampilan handphone,-0.4,negative
hai anjing install babi bro,0.0,neutral
mohon maaf bermain pubg mobile suka lag mohon diperbaiki secepatnya player pubg mengeluh game pubg terima kasih,-0.25,negative
google,0.0,neutral
suka game pubg bohong,-0.4,negative
