content,sentiment
"Hallo pubg mobile saya salah satu player yang ingin mengukapkan permasalahan saya kepada game ini saya sangat terganggu oleh adanya bug step atau senjata dan suara kendaraan, agar kedepan game ini bisa di perbaiki dan satu lagi banyaknya player yang menggunakan cheat dan itu sangat merugikan orang lain",neutral
ko gk bisa login tolong perbaiki,negative
"Login nya lama bgtt-! Tolong dipercepat ya, tpi gme nya seru kok😃",negative
"Saya suka game ini , cuma kalau bisa untuk peta VS A.I nya ditambah lagi dan bisa main solo . Sementara saya kasih bintang 3 .",neutral
Gamenya bagus tapi ad bug bikin ganggu,neutral
rambah berat,negative
Tolong kenapa akun saya di banned padahal tidak menggunakan kecurangan!! Udah lama aku main pubg fine² aja pas kemaren baru di ban 10 tahun,negative
Masih bagusan ff,neutral
Gem yna bagus sekali,positive
Ini kan game haram kerana pas mati ada ijo ijo nya iiihhhhh haram banget,negative
"saya beri bintang 3 dulu karena size dalam game nya terlalu besar !! Mohon di perkecil size gb di dalam game nya !! , Terimakasih",neutral
Ok,positive
Saya baru coba jadi belum bisa kasih nilai 5,negative
"Gamenya Udh bagus tpi kok agak ngelag ya , padahal hp udh mendukung smpe hd sinyal jg udh bagus, tpi jg ad beberapa bug yg ngeselin kyk suara ilang atau Baju udh dipencet gabisa ganti",neutral
"Tolong untuk bug, lag, masalah jaringan segera diperbaiki!",neutral
Aku mau coba download lagi karna akun saya dulu ke ban padahal saya tidak ngecit atau pun melakukan hal yg tidak seportif saya coba main lagi jika masih keban saya tidak akan main game ini lagi dan jika akun saya kembali saya beri ranting 5,neutral
halo delfofer .kenapa ram 2g udah ga bisa main,positive
Mohon maaf sebelumnya saya memberikan pendapat saya tentang game pubg ini. Jika dapat di tingkatkan lagi gamenya seperti membeli item dan top up nya itu harus simple. Dan yg lain lain yg bersangkutan dengan item/skin harus lebih ditingkatkan! Agar pengguna pubg lebih nyaman kak.,neutral
YANG MAU MABAR SAMA AKU NI NAMA PUBG AKU:BTR¹¹AFIF,positive
Buat pubg mobile yg sekarang masa harus di paksa donlow peta sementara aku ga mau jangan lah gitu sementara HP aku kentang tolong lah jangan macam itu,neutral
Tolong dong Jagan berat2 game nya Nanti ak kasi bintang 5 ok terimaksi,neutral
Game haram,positive
Akun saya atas id bwerakbasah kok hilang ya tencent tolong di bantu kembalikan agar saya bermain pubg lagi,positive
"Good game untuk map karakin dan juga map lain waktu mainnya di percepat jangan hanya map angregel yg di percepat waktu mainnya waktu main map lain harus di cepat terus juga granat di map karakin di ganti dengan granat yg di map angregel, sekian terima kasih",positive
Mantap,positive
Kenapa pas di gamenya englag,neutral
Mau donlowd gede bngt 804 mb waw lagian maen y juga ga bisa wkwkwkwkwk,neutral
Membosankan,neutral
"Kenapa tiba2 keluar terus gk bisa masuk lagi, pas mau masuk lagi gk bisa tulisan nya otorisasi di batalkan",negative
"Benerin bug download nya lh,kronologinya aku udah selesai download map, tapi nggak bisa di pakek/di suruh download lagi",neutral
sok hd,negative
Tolong game ini MB nya diturunin agar bisa dimainkan dengan orang banyak,neutral
ini knp ya kok gk bisa dibuka gamenya...apakah batas waktu? sudah saya hapus terus saya download lagi tetap gk bisa dibuka,positive
"Kenapa harus download ulang semua peta,,, ni game makin berat di Android,,, peminat jadi banyak yg kabur... Termasuk saya, auto Uninstall",negative
"Saya pemain ff dan saya suka mencoba banyak game sepeti game pubg ini, dan yah ini game asik tapi karena hp saya yang kentang jadi gitu dehh, hehehe",neutral
knapaya aplikasi vikendi itu tida bisa di mainkan padahal sudah trbuka tolongdi perbaiki henpon aq ramya 11 ko masih loding trus,positive
"Dah lumayan,",neutral
Gerapik nya keren,positive
"Game ini sangat susah menang tapi apk ini banyak musuh susah winer winer chiken diner game nya ini GB nya banyak suka ada bug,cuman menang nya sedikit,dowload map berapa MB itu bikin memori penuh ada hacker map nya terlalu besar mode nya terlalu banyak.Ya gitulah jadi mohon di perbaikin supaya memori nya gak pebuh",positive
"padahl pas gue main ml jaringa bagus bngt, ga lag2, tapi main di pubg, jaringan tiba2 merah, ga bisa login",negative
"Tolong ringankan gamenya, agar pake hp kentang bisa main dengan lancar, thanks",neutral
Amet nuwonsewu nggh mas mas Niki pung kok teseh enten bug bug nggh mass Tulong mass di perbaiki nggh mas Matur suwon,neutral
Tolong ya di perbaiki lagi,neutral
Game ini keluar asap tapi seru,positive
Geme nya bagus tapi grafitasnya rada haram,positive
"Saya sangat senang bermain game ini dari dulu,dulu itu bagus jarang ada bug,tp kenapa bugnya tambah parah dan sangat merugikan pemain,bahkan syaa pernah mati gara² bug,tp sebagai pemain old saya maklumin,dan semoga bugnya di kurangin agar tidak merugikan pemain lain😁",neutral
"Selalu update versi. Tapi tolong,jangan setiap main jaringan bagus tapi kenapa nge bug.lama lama bisa bikin kacau",neutral
Kenapa saya dowlond ini nggak bisa di buka padahal saya ingin coba gem pubg mobile terima kasih,neutral
Mantapp jer pambakal,negative
Keren juga games ini tapi opitimalkan ya jaringan games ini,positive
Saya suka karna ini hiburan saya,positive
Kenapa habis update malah lemott. Cacat lagi ajja. Perasaan sebelum update lancar lancar aja dah,neutral
Game haram knt mmk,negative
Loading ya lama btull😭🙏🏿 padahal jringan stabil malahan lancarr bgtt,positive
Regu,neutral
"akun sy tiba"" hilang mau login ga bisa padahal akun dan pw sudah bener",negative
Di event ngeframee teruss padahal dari dulu main gk pernah ngeframe drop face to face bareng musuh ngeframe langsung kalah eventnya bagusin lagiii,negative
"Game ini merugikan sering upgrade ngabisin kuota jaringan selalu lelet.. pindah ke game lain aja,tiada maaf untuk mu",negative
"Game nya seru tapi kenapa pas di lobi jaringan bagus,sudah masuk ke pertempuran jaringan jelek,tolong dong...",neutral
"Tolong lah TENCENT Buka 60 FPS untuk Hp Reno 5 F, Karena hp ku mentok ke 30 FPS aja, Padahal hp ini Keliwat mampu kalo main ke 60 fps SMOOTH, Hd pun juga mampu 🥲🥲",negative
Good,neutral
Tolong untuk pengelolah game ini tolong keciln MB nya ku mohon karna hp ku ngelek😊🥳,neutral
Game ini haram jadi aku kasih bintang 5,positive
Gamenya keren cuma terlalu susah di kontrol,positive
"Sekarang gak booming sperti dulu, dulu satu2 nya game hp yg beneran perang. Skrg malah keikut kyk game sebelah jd betul2 permainan bukan game perang lagi. Org dewasa udh pada malas jadinya",negative
"ini game kenapa dah yaa kok sekarang, punya aku gagal server terus, abis itu download ulang data lagi nunggu lagi, sayanunggu sampe hampir semaleman",neutral
Game berat.. Ga cocok bwt hp kentang,negative
Elek ae kok e,positive
Se enggak nya ga ada player troll kek em el,neutral
🐷🐷🐷🐖🐖🐖,negative
"Susah connect server, request time out dan bla bla bla bikin kesel pdahal jaringan bagus",neutral
Game burik,neutral
Hp kentang tidak bisa main game ini,positive
Ancrit bet beliau,neutral
"Suka nge crash di pertandingan, karena hp ram 2 tidak kuat main game ini",negative
Mohon pihak tencen kembalikan aku saya main gk pernah cheat di blokir game apaan bang,negative
Game terbaik,positive
Ya endal tau,positive
"Sekarang setelah banyak mode jadi males main pubg, gak nampak real war, gak kaya dulu logika bermainya dapet bgt, sekarang ada recall dsb makin nampak kaya game sebelah. Classik room jadi sepi, malah terlalu banyak bot dari pada player asli.",negative
Wahyu babi,negative
Gem ini bagus sekali,negative
"the game is not fun, don't download it",neutral
げmにゃばぐっせかぃ,positive
loading ya lama dan sikyal di hp ku bagus malah pas lagi main putus -putus,negative
Makin kemari cheaternya makin banyak. Masa iya kita nembak duluan dia ga jatoh tapi dia nembak kita dikit aja langsung mati 🥴,negative
I MISS MY FRIEND AND TENCENT,positive
Pubg makin kesini makin detail tp semakin mudah nge bug dan berat. Baterai HP terkuras akibat kendala tersebut.,negative
𝙼𝚊𝚔𝚒𝚗 𝚜𝚒𝚗𝚒 𝚖𝚊𝚔𝚒𝚗 𝚐𝚎𝚍𝚎.. 𝙼𝚗𝚊 𝚋𝚞𝚐 𝚗𝚢𝚑 𝚋𝚗𝚢𝚊𝚔 lagi😞😞,positive
Makin lama tambah berat game nya.enakkan yang dulu????,neutral
"Ini game knpa sih, saya setiap TDM peluru selalu 40/0 terus, padahal sinyal bagus banget 20 ping nya, dan dari season lalu tombol emote di in game saya hilang sampe sekarang tidak ada tombol emotenya saat di in game. Tolong lahhh, saya pingin game nya kayak dulu, gpp ada beberapa cheater, yg penting genya gk banyak bug kyk skrng.",negative
Lama downloadx,neutral
"Lumayan bagus sih,tp syg nya kok gk bisa di buka,katanya DOWLOAD ODD IS SERVICE TUNNING,ap tuh mksdnya",positive
Xx,neutral
Masak iya genteng di granat ko gk hancur,negative
Aku suka bermain game haram ini,positive
"Kenapa sekarang PUBG jadi banyak bug ya... Pdhl dulu itu kayak gk separah ini, dari mulai step gk jelas, musuh/temen nembak dari kejauhan suaranya kayak bot lagi tap mode tunggal kalo nembak, dan suara step tidak sejelas dulu dari lantai 2 hinggal 3 suaranya kayak sama aja dan kadang malah gk ada suara sama sekali.. tiba tiba musuh udh ada di belakang, satu lagi jaringan akhirnya² suka jump tiba² pdhl dulu stabil 20ms tapi skrng suka jump sampe 600an..tolong diperbaiki demi kenyamanan bersama.",negative
Abis update framerate drop mulu sama sering lag,neutral
Baru ganti hp waktunya login stelah 1 Thun gak login 😆😆😆,positive
😭😭😭😭😭😭😭😭😭😭😭😭😭😭,positive
"Developer mau bertanya, Kenapa mode Metro Royale sudah tidak ada lagi? Apa karena sudah di hapus atau ada updetan di mode tersebut?",positive
"Terlalu banyak bot dari pada player, tidak seperti dulu, setiap update juga harus upgrade device, sangat merugikan para player, player sekarang mulai berkurang, mengecewakan,",negative
Perbaiki masalah server time outnya ... Pingnya tinggi terus,negative
Sangat Bagus Gamenya,positive
Game ini sangatlah bagus,positive
"Ini game download resources mulu,gak manusiawi,niat di mainin gak game nya...",negative
Saya suka pubg semangat yah depovoler 😁🥰😃😄😁👍💪,negative
Udah bagus cuma saja masih banyak cheater yang berkeliaran...dan sering terjagi bug yaitu tombol ikon untuk medkit dan tombol grenade suka hilang tiba tiba,positive
Sangat menarik,positive
Gerapiknya jd sekali😭😅😥👍🏻☝😎🗿😱,positive
Tolongla buat ram 1gb bisa gitu main pugb,neutral
Terlalu banyak update,negative
"Min kenapa update terbaru suara kendaraan Bagy, Mirado, Dacia, Rony, Pickup, Jip UAZ, Minibus, Skuter, Motor, Snowbike gak ada suaranya",neutral
"Selalu ngulang terus lg di lobi ,tolong di kondisikan",negative
Ok baik,positive
"Game kontol, udah ngebug gak bisa masuk kan anjing ni game",negative
Server Asia indonesia di campur dengan Asia timur? Idk,negative
Saya Kasih bintang tiga dulu karena musuh nya semua payah payah dan poin streak turun saat kalah sangatlah besar dan juga point naik sangat lah kecil dan bug suara langkah kaki yang lambat muncul mulai dari suara tembakan yang ngebug gameplay berat dan saat main ber empat kenapa bisa jadi main satu orang saya jadi menyesal karena ini,neutral
Geme haram jangan sok keras,negative
"Tolong tencent kenapa tiap kali main ngebug terus padahal jaringan bagus data banyak HP ngedukung game ram 8+3, apalagi coba yg bikin ngebug?",negative
Parah bgt event paraoh senjatanya dikit bet,neutral
perasaan gua ngumpet di rumput kok ketauan yaa tmn gua juga sama ketauan pas sembunyi di rumput pas gua cek musuh yang matiin gua rumput yang gua tidurin botak anjir seriusan dah mana gua baru download lagi,neutral
Mamaty,positive
Nice gane,negative
Je Mejwmetwfk haye because r jw,positive
"Dari grafik,kontrol udah bagus,tetapi masih ada bug spectator,yg dimana saat saya menjadi spectator,, teman saya/musuh saya tidak bergerak,,mereka hanya bergerak di tempat,,hanya terdengar suara tembakan/step/dan audio lainnya",positive
Knapa ga bisa di updated si woy,neutral
Ni game kebanyakan bug jadi kurang seru untung aja banyak player cewek jadi ok lah,negative
Saya ngabug gak bisa jalan ketika lompat dari rumah...,negative
"Request seniper baretta/spr bikinan indonesia ada di game ini , melihat orang Indonesian banyak yang main pubg , sebagai apresiasi",positive
Sebenar nya seru banget game nya grafik nya juga udah mirip yang di PC cuman masalah stingan kontrol nya itu cukup susah karena sangat banyak jadi agak rumit dan juga waktu permainan nya lumayan lama🙏,positive
"Gw kasih bintang 4 karna bug pas masuk map, padahal hp gw baru loh, masa gw udh download semua resource + semua map Ampe 10gb+ masih aja ga ngaruh, pas masuk map gw stuck di tanah, baru 1 menit udh ga stuck lagi",positive
"Yah hp ku ram 3/32 dah ga bisa main pubg ngeframe ke luar Mulu..,terpakasa balik lagi ke game cal of duty.. walaupun sedikit berat tapi gimana lagi hobi main game tembak,😊 makasih pubg.. dah ga bisa dimainkan di hp kentang..",negative
Bang tolong di atas buat hp di ram 4. Gerapik ya Hd in gua bosen kalo grapik setandar tolong🙏 ya bng gua kalo grapik ya dh hd gua bakalan main lagi,negative
Belum coba belum tahu,positive
Bagus banget,positive
"bintang nya saya naikin 1,Nanti akan sy kasih bintang 5 jika bisa mngtasi bug sbb.di dalam game Karakter musuh keliatan cuma palanya doang. Di dalam game lagi pegang senjata.senjatanya ga kelitaan dan ga bisa on skop Saat saya kil musuh step musuh nya masih ad padahal musuh nya sudah mati ini saya alamin di Apartemen schooll semoga keluhan sya saat bermain game ini sampi dan terbaca oleh tencen Sekian dari saya player biasa. TERIMAKASIIHH",neutral
Game PUBG MOBILE game ini seru grafik nya bagus dan seru dimainkan sendiri maupun sama teman mabar.,positive
UC ku tiba2 ngilang,negative
Setelah update framedrop di beberapa maps,positive
"Game nya bisa patah patah, tolong di baikin lg, game nya emang seru🙏",neutral
Mantap,negative
"Peminat semakin menurunu, seharusnya kalian berbenah diri.",neutral
Game ini sangat bagus dan hd dari dulu hingga sekarang,positive
Ko kalau main keluar masuk terus si gak bagus deh kalau main gini amat,neutral
Perbaiki grafik nya,positive
Game baguss download kalok gak nyesel,positive
Nice,positive
maaf memberi bintang 3 karna setiap bermain map nya jadi warna hitam dan karna itu saya terganggu saya sudah coba download ulang hasil nya tetap sama padalah sudah memikirkan aku jadi lebik jika bisa mohon perbaiki yah!,neutral
Game asu sudah 2 kali bikin akun Yg pertama di retas Yg kedua enga bisa masuk lagi,negative
Udah di apdet tapi ko lama 100% aja lama...,negative
Top,positive
Game nya bagus grafis nya jaga HD tapi masalah jaringan sangat diperhatikan karena sinyal saya bagus tapi tidak bisa masuk game,neutral
3 tahun yang indah bersama pubg sekarang gua dah pensi,positive
Saya sudah masuk 5 tahun....pake pubg saya sanggat menyukainya...dan karakternya sangat bagus...sukses terus boskuuu,positive
Istimewah,positive
"PUBG Sekarang kenapa semakin mancet mancer kah gak macam dulu, mangkanya aku jadi malas main lagi?",negative
Bintang 3 dulu soal nya hp saya kentang wkwkwk,neutral
Game pelit,negative
game semakin berat!,neutral
"banned permanen tuh tim vietnam, ngerugiin banyak tim aja",negative
"Sangat di sayangkan,player menengah ke bawah kebanyakan pensiun.",positive
Ff aja main kita sama sma,neutral
Mau coba dulu nihgame bagus apa nga nya,negative
Kalo ada musim salju pasti llebih bagus,negative
"Musuh jalan ga ada suaranya sm sekali di mapnya jg gaadalangkah kainya,pdhal di bwah persis kocak bgt Yg bener lah kalau ngoding, niat ngoding ga cil ?",negative
Tolong tencen tiap saya spin tak pernah hoki tolong di hoki in dong supaya saya lebih semangat spin ya,negative
"napa tiap gw main metro di akun gw yg satunya selalu ada ""tim dilarang"" hah?",negative
Saya sedikit kecewa dengan pubg karna kebayakan even itu harus pakai uc terutama player baru saya mau game nya dikasih even yang gratis dan skin senjata yang bamyak dan speen nya coba kasih lebih banyak pakai tiket supaya game nya tidak trlalu pay to win itu saja,negative
"bagus grafik nya, namun masih kebanyakan ngebug nya..",positive
"Pembaharuan boleh, tapi seharusnya jangan semakin berat dan semakin besar kapasitasnya, ringan dan mudah dimainkan disegala kondisi itu baru jossss 👍👍👍",neutral
Knp sekarang sering...pembaruan klo game gk prnh d mainin...terus mo main lg...,positive
Cukup menghibur,positive
"Gak bisa dibuka, sudah drestrat ulang dan direfres jg g bisa di mainkan",negative
"Sangat menyenangkan😉☺️☺️☺️☺️☺️ Tapi , sayang sekali . sejak livik di update , saya selalu ngebug!",positive
Maff muluk makanya jangan asal ubah ubah kan jadi gk rqme,negative
"Excuse me, please turn off the auto download. It's very disturbing when I was in the lobby and make the internet connection unstable. Thanks!",positive
game nya bagus banget dan gak ada buk nya tapi iklan nya itu suka muncul jadi kalo ada musuh mati mohon developer tolong iklan nya dihapus,positive
Makin ga ramah sama hp umbi umbian,neutral
Bagus,positive
PUBG 🙏🙏🙏👍👍 10000000% ❤💞💖💋,positive
"Masih berkendala di sinyal doang, kalau yg lain ok dah",neutral
Kok gak bisa login ah gema apa ini,negative
Player potato smngt yehhh🥳😊,positive
cpet di benerin lah tencent masak mau maen stuck di loading mulu hadehhhh,negative
Sinyalnya kurang stabil Buat push rank susah jdnya,neutral
Bintang berkata,neutral
"Gamenya bagus,tapi setelah update malah terdapat bug saat main yaitu ping yang sangat tidak mengenakan padahal jaringan hijau.dan saat by one senjata hanya ada 40 peluru sangat disayang kan",negative
Keren,positive
"Mantap,trims yg mmbuat game ini ,saran saya dimap zone tadai musuh2, gerakan player in game speed up max dan ada lagi bagi gemer yg ingin main ini game ,hp kamu max ram rom ok....",neutral
"Makin lama makin gede aja nih, HP gw kejang""",negative
"Terlalu banyak bot dari pada player, tidak seperti dulu, setiap update juga harus upgrade device, sangat merugikan para player, player sekarang mulai berkurang, mengecewakan,",negative
"tolong lah cuy penyimpanannya di kurangin,terlalu berat d hp saya ini",positive
Game nya sih bagus tapi banyak bug,negative
Terima kasih.,negative
"tolong, jangan terlalu banyak mode"" yang gk penting saya ini main dari seson 2 sampe skrang,tapi please jngan banyakin mode² yng gk jelas min soalnya hp saya udah gk muat karena teralalu memakan banyak penyimpanan",neutral
Pugb lebih bagus di banding kan geme sebelah yg nggak punya pintu,neutral
"wahai developer, berikan lah keringanan untuk user hp kentang.",neutral
Permainan yang menyenangkan,positive
tidak ada,positive
bagus sih. yg bikin kesel tuh updatenya terlalu besar sehingga banyak yg uninstal apk lain maklum karena hp kentang,positive
اعهفدمح. قبخقسمقف اسم ه ده غ اه ع,positive
Burik gamenya bikin sakit mata wkwkwkwkwk???),neutral
Gameny bagus tapi masih banyak bug² ny tencent tolong ilangin bug² ny,neutral
"Tolong di perbaiki segera untuk masalah login twitter, beberapa akun tidak bisa login lewat twitter....",negative
"Hai devolper, untuk update berikut nya bisakah game nya optimal kan nya karena kami yang mempunyai perangkat rendah sering frame drop dan lag, tapi di game online berat lain nya tidak terjadi frame drop dan tetap lancar. Tolong di perbaiki :(",neutral
Kenapa aq gk bisa masuk ke permainan kalau udh 2.0.0. Hp q poco x3 gt ram 8 internal 256. Apa cuma aq yg gak bisa masuk ke permainan,neutral
tolong donk jangan sering banyak bug di perbaiki lagi supaya bermain game nya itu menyenangkan sekian terimakasih,neutral
"FPP solo nyah GK bisa masuk, yg lain udh rapih, gimana caranya,,,,,",positive
"Tolong playload selalu tersedia,saya sangat menyukai dan ketagihan",neutral
Meskipun sudah beli kuota tetap saja ngelag,neutral
the best 💪👍,neutral
Game tololl,positive
"Sy sudah 2th main PUBG dan saya suka memainkannya, tp tolong pd saat upgrade jgn tinggi2 kasihan org suka main PUBG terkendala krn upgrade yg terlalu tinggi",positive
Semoga di redmi 9c bisa di mainkan tdk lag,positive
Ya untukku mungkin game PUBG INI cukup bagus lah ya mungkin belum bagus-bagus banget semoga yang lainnya diperbaiki tolong ya,positive
"Pubg makin error setiap kali main random disatuin sama Player2 yang GK sepadan malah jadi beban bukan nolongin, COBA DI PERBAIKI MASALAH SEARCHING MACTH TEAM nya bapak TENCENT",neutral
👍👍👍👍,positive
Pubg ol,positive
Suka ngelag makin gk seru pubg sekarang admin..,neutral
Terlalu sering update.. Banyak lag..,negative
Lumayan seru 👍,neutral
Mohon kurangi waktu tunggu saat matching,positive
Tolong lah pubg masa mau nonton teman pas mati ngbug,neutral
Kenapa setiap saya ingin bermain dan memulai match sangatlah lama padahal jaringan sangatlah kencang dan HP saya tidak ngelag tolong di perbaiki ini sangat mengganggu,neutral
"Drop M416 skin in Royalpass bit*h, maybe a lot of peapol will uninstal pubg if RP season 11-12 nothing skin M4",neutral
Bagus,positive
Bagus banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,neutral
"Telalu sering terjadi lag ping tinggi tiba"" tidak stabil pdhl sdh pke wifi byk bug",negative
Gamenya kerenn bangetttttt,positive
"Niat gaq sih buat game,ketika buat akun baru sinyalnya lag banget,itu semua karna download data,tolong lah di perbaiki,karna download data,jadi makin males main game ini,game paling lag,ml download data tidak lag,ff download data juga tidak lag,lah ini game lagnya parah banget",negative
ok,negative
apa ini bug dimana mana,positive
Hu geme nya burik banget dah ilangin aja tuh gamenya,negative
tidak bagus,negative
Masih sering loading pada saat sedang bermain,positive
Game nya haram ke taik musuh cit semua anjirr,negative
"Pugb mobil kenapa harus sering update, gimana nasib HP kentang",negative
"Terpaksa saya Uinstal, HP sya sudah tidak sanggup lagi. Niat hati saya itu seneng bnggt sma PUBG game ini memang bagus tetapi, saya sendiri harus memaksakan kehendak. Saya sangat kecewa, dulu di HP saya biarpun masih nge Lag tapi masih OK buat main sma temen"" Have fun. Tapi sekarang sudah parah sekali, Perangkat saya tidak sanggup lagi, bukan sya tidak mau ganti HP, yg namanya Orang tidak selalu berkecukupan. Maaf, saya hapus sya jga kecewa dengan Developer PUBG Mobile kali ini.",negative
"Bang,,, cobalah . Mungkin skali² ada skin mobilnya k. Setiap kali di update berharap ad mobilnya tapi. Setiap update hanya pesawat saja...",negative
Knp di hp redmi Saia force close terus ya,neutral
Matap,positive
Banyak bug,neutral
Y sangat bagus☹️,positive
Ngelag kalo banyak smoke sama orang kurang recommended,negative
Gem. Ya bagus,positive
ok,neutral
Gamenya gabisa auto aim kyk epep,positive
Tolong lah ngga usah kebanyakan event di dalam game nya,neutral
"Game ini sekedar hiburan jadi jangan banyak perempuan yang memakai baju gak bener lebih baik laki2 aja karakternya dan jgn bajunya itu telanjang,tidak baik.pakai baju itu yang sopan dan baik",neutral
Saya sudah memakai grafik paling smooth tetapi masih suka frame drop padahal saya menggunakan hp ram 4gb,neutral
"I hate!!!!! Aku benci aja main ni game hehe gatau knp mungkin karena dia, heeeeh malas aku , gamenya bagus kok kalau bisa main tapi kalau gabisa gausah maksa buat bisaa!!!!!! Dasar laki"" kalau mau cewe yg bisa main pubg cari sama banyak woii.., cari yg mulus plus sexsi apalah bisa main gendong aja sana aowkaowk, marah kok sama game knp ga orangnya :( dasar aku aneh, intinya laki"" itu maunya cuman ini itu cobalaaaaaaaaaah jgn memaksaaaaaaaaaaaa aaasggghhhhhhhhhhhhh!!!!! Dasar manusiaaaaaaaaaaa",negative
"Saya me rating bintang lima katena hoki, karena otu hajat saya. Tolong kedepannya gacha nya kasih hoki lagi, kakak saya iri",positive
Admin bisa kurangin ram pubg mobel ini menimal 1GB hp ku emang kentang ram nya aja 1GB tapi aku pengen sekali pubg mobel ini tapi ram ku gak sama kayak orang yang main pubg ini pengen beli hp baru buat main pubg mobel uang gak ada tolong lah min kurang in aja 1GB ram pubg ini tah bila seumur hidup main ini tapi hp ku gak kuat untuk game ini karna ram ku 1GB tolong lah min kurangin ram nya 1GB yang hp kentang ram nya dibawah 2GB bisa juga merasain senangnya main pubg mobel ini,positive
B aja,neutral
fortinaiti ila babaji?,neutral
"BUG BENERIN,SAYA MAIN EVENT MALAH TERJUN KE LUAR ZONA NOVO ABIS KNOCK MALAH MENTAL KE SHOOTING RANGE BENERIN BUG GAME RUSAK",neutral
Kalo mau Update nya jgn gede-gede ya 1 GB aj ya sudah gk muat ram HP saya plis ya,neutral
bagus,neutral
Keren,positive
Games nya seru tapih setelah updete jadi Terasa berat dihp,positive
Bentuk kekecewaan gua terhadap pubg atas kasus teaming vietnom tolol,negative
Pubg bagus,positive
Terlalu banyak menggunakan memori hp,negative
"Gamenya Bgus, Tapi Ada Mslh Bug. Tolong di perbaiki Untuk Devoloper",neutral
Game ni ko berat bgat instal ko ga jadijadi,neutral
game nya seru & asik banget,negative
Biasa aja,negative
"Kecewa , permintaan habis trus",negative
Terlalu banyak cheater di dalam game,neutral
"Hai devolper, untuk update berikut nya bisakah game nya optimal kan nya karena kami yang mempunyai perangkat rendah sering frame drop dan lag, tapi di game online berat lain nya tidak terjadi frame drop dan tetap lancar. Tolong di perbaiki :(",neutral
Game nya butut,negative
"Pas nembak sudah yakin musuh bakal mati karena on point eh malah aku sendiri malah yg mati, pake helm+rompi lvl 3 nggak ada bedanya sama lvl 2 di aku nggak mengurangi damage, menghindar waktu mau ditabrak padahal udah yakin bakal lolos eh dibikin ketabrak, sering banget dirugiin yg harusnya menang duel 1v1 dibikin aimnya meleset",neutral
Kenapa sih update mulu,negative
"Perbaiki bug resources download data grafik, ini pernah aku alami di sebelumnya, kalo sudah di perbaiki, ku kasih bintang 5, ku spam like vt",neutral
Grafik dan game nya sangat bagus apa lagi gameplay nya trs animasi setiap season keren:3,positive
Server down! Server down! Server down!,negative
"Mohon ping nya diperbaiki karna ping bagus biasanya lag+parah.. Dari game play sih udah bagus, player+ramah(kadang kadang),dan grafik yang cukup hd tentunya!! Jadi komplin gua cuman masalah sinyal/ping kadang² sering naik sendiri dan biasanya keluar/freze dari gamenya Cuman itu doang yang saya kurang memuas kan dari saya... Lalu ringgankan sedikit data dan memory nya yaa!!!!! Dan masalah server, yaitu cd pindah server terlalu lama yakni 1-2 bulan",positive
"Udah game berat, pelit lagi yang punya, ngga kayak FF/ML yang sering ngasih gratisan ☺️",neutral
"kenapa sihh asal ada update data selalu drama login nya,??",neutral
Asek,positive
🙉🙉🙉🙉,positive
Ini adalah pengganti game saya setelah saya pensi dari game free fire!,negative
Keren,positive
"Sdh update tpi disuruh update lgi,tolong ditangani bug semacam ini",neutral
Gemini keban nya kan musuh,neutral
Bintang seginih dulu soalnya ga bisa full karakternya masih kurang enak main,neutral
Babi anyy udh susah susah donlot malah kga bisa di buka padahan gua main di redmi not 10,negative
Aku suka,positive
Beratt,negative
"Halo development, saya mengalami jaringan buruk, padahal WiFi saya sebelum main sudah saya cek 20 ms, mengapa, jaringan nya ngdrop, naik turun terus, tapi sekarang grafiknya meningkat jadi lumayan bagus dari pada updatean sebelumnya, tolong dong development jaringan nya naik turun terus🙏",positive
Server tolong di perbaiki keseluruhan,neutral
"Gimana la pubg ini ,baru di update aja langsung ancur ,PING tinggi boss ,naik terus 150-200 ,sangat kecewa dan tidak nyaman , padahal paket baru bikin ,pun sama saja tetap PING tinggi 200 ke atas ,hp sudah mendukung ,tapi gamenya makin banyak masalah ,makin sepi peminat game ini 😦,saya mau mundur ,tapi sayang ,game ini sangat menghibur bagi saya anak rantau ,menemani kesepian saya ,dan sudah banyak beli senjata upgrade Tolong perbaiki game ini ,saya sangat tidak nyaman Tencent 😪",neutral
Akun saya hilang bagaimana ?,negative
Apk ini ko donwlond gabisa,positive
Sya download kok loading banget.... Padahal jaringan nya vorji,neutral
Makin lama makin berat ni game mau sampe berapa gb si updet terus mase,negative
Tolong untuk game nya tolong di sesuaikan di hp yang ramnya 2atau3 supaya bisa menjadi game terlaris,neutral
Sudah mulai banyak bug nya tolong diperbaiki,neutral
"Untuk developer pubg mobile ringankan lagi game nya agar hp kentang bisa maen,,untuk semuanya udah bagus",positive
Wooo,neutral
Semakin enggak ada pemain nya di karnakan setiap updateh terus tambah freem,negative
Buatlah sprti pubg China karakter nya cantik2 dan game playnya menarik,positive
WOY TOWER FANTATSTY NYA GK BISA DI DOWLOD,negative
🙄,negative
Mohon buat developer pubg mobile supaya meringankan ukuran nya device sudah memampunin tapi knp sering juga lag atau bug,positive
Gamenyasih lumayan bagus tapi tolong ya download datanya kurangi dong soalnya kalo saya milih 400 mega tidak cukup ram saya pless kurang datanya,positive
