content,sentiment
game playnya bagus perangkat oppo media teknologi grafik rendah mengalami fps drop bagus lancar perangkat kentang,2
pengembang mohon meningkatkan keamanan game cheat resah pemain lulus pengawasan sistem anti cheat,0
game bagus suara,0
bag tersembunyi malas,2
bagus,0
membawa membunuh pesan,1
gangguan lancar rendah grafik terputus putus pembekuan bercak musuh tolong mengganggu bug tolong ulangi,0
tencent perbaiki bug game,1
tolong bug,2
tolong perbaiki gime main ditembaki musuh dimana langkah musuh lari kepos tutup pintu buka lihat musuh aneh dimana musuh tembak tolong dibantu mksibhh,0
mode playload adapadahal seru tolong hapus adakan,1
suka game pubgsemua aitem muncul realdetail grafik buruk game sebelah canda free fire burwik,2
game grafik buruk wkwkwkkwkwkwkwkwkkwwkwkwkkwkkwkwkwkwkwkwkwkkwkwkkwkwkwkkwkwkwkwkwkwkkwkwkwkwkkwkwwkwkkwkwkwkwkwkwkwkkwwkwkkwkkwwkwkwkkwkwkwkwkwkwkwkwkkwkwkkwwkkwkkwkwkwkkwwkkwkwkkwkwkwkkwkwkwkwkkwkwkwkkwkwkkwkwkkwwkwkwkkwkwkwkkwkwkwkkwwkkwkwkw grafik buruk wkkwkkwwkwkkwkwkwkkwkwkwwkwkkwkwkwkwkkwwbag us gm,0
ramah main teman pakai akun tamu,0
tolong perkecil ukuran sumber daya,2
masuk gamenya pembaruan,0
tolong perbaiki bug sinyal sinyal bagus musuh sinyal tolong perbaiki secepatnya,0
ya ponsel fps pastikan lawan paham tolong berat game meluang game,1
dasar game haram,0
login hai internet wifipaket data game game konksi lemah anjing,0
infinite tolong grafiknya perbaiki bagus,1
ram mengunduh,2
ponsel ram snapdragon lancar grafik terputus putus drop game ramah ponsel spesifikasi,2
bagus ya kadang cheat,2
sulit jaringan bug mengalami lancar permainansedangkan jaringan stabil,1
keren,2
game bagus main dijaringan bagus wifi lancar diatas ms ya aneh bayar wifi main game tambahan ya bug mode perang ya bug penonton karakter mohon benarkan,2
bagus game uc habis isi,2
sanitu,1
informasi ngantemi monton,0
pubg serius mengurus mode metro royale menambah monster misi memperluas peta fitur didalamnya merilis game mode metro royale peminat mode metro royale pubg mobile serius menggarap mode,1
bug jalan lompat rumah,0
hi pengembang ya bagus pubg acara bagus kolaborasi anime muehehe oh iya pengembang maaf bintang kurangin ya auto mengunduh datanya hilangkan mengganggu bug bug dihilangkan tolong ya pengembang pemain terganggu bug bug pubg turun tereliminasi kasian pemain random solo,1
ok hiburan,0
orang bodoh,1
mainnya bagus loadingnya pertempuran,2
grafikkontrol bagus bug spectatoryg dimana penonton teman sayamusuh bergerakmereka bergerak tempathanya terdengar suara tembakanstepdan audio,2
bagus,2
bug,1
buruk,1
dasar puge haram,0
coba,2
game haram,2
game nyaman mengunduh yesal de,1
game bagus mohon arena acara bagus tencent,2
bagus,2
game grafik terputus putus mlsin,0
silahkan bermain game luang,1
bg kemarin mengobrol akun main,0
kemari cheatnya iya tembak duluan jatoh tembak langsung mati,0
ajarin main pubg kakak,1
game membisan kn main free fire pubg mencuci otak,0
berat sesuai kecepatan internet indonesia,1
gamenya bagus bagus memakan ruang penyimpanan,2
pensiun,2
kasih bintang ya,1
belajar semoga bagus game,2
main isinya boot mulukdan menang berubah papan skor,0
push peringkat jam sok perhatian buruk kl game mainkan blg anjing pengembang sok perhatian,0
game suka,2
ok,2
bug sinyal kurangin bintang,1
bintang,1
isd deatt pubg mobile,2
pengguna antusias gamenya lancar terkadang gamenya servernya perbesar,1
tolong kembalikan pubg mobile hallo tencent gamer game perubahan toloong tencent gamer tolong,1
bagus game,2
main metro akun satunya tim dilarang,0
sulit masuk mode game peringkat peringkat,1
adakah perbedaan versi bermain store sediakan samsung aplikasi,1
ya dibuka gamenyaapakah batas hapus mengunduh dibuka,2
pemain indonesia jarang temui negara sebelah ituh arab cina kebanyakan,2
game bagus tolong hilangkan bug,1
samsung perim main game,0
pembaruan bintang,1
baju kurrang menarik,0
bagus ok,1
bo,2
acaranya menjijikan rekomendasikan orang berpikir mendapatkannya membuatnya pajangan memberatkan penyimpanan memori berguna acara gunanya,0
seram,0
obb data hilang aneh,0
ya bagus,0
bagus,2
bagus bagus jugasoalnya ndaftar,1
tolong mode payload muncul tolong,2
jaringan lancar pertandingan,0
server error fps turun,0
segi game bagus disaat main pubg bug sinyal lambat,1
halo om mohon maaf ya pemain game kecilkan biar ram main tolong kecilkan barudakbuakar,1
game bagus sekalinamun keseringan bug,2
pubg tercinta mengeluh server down teman tim setara musuh dimana tim musuh hebat tim pemula,1
kotak emote tambahkan admin emote dipakai,2
saran pengembang pelit skin tiket peti premium beli,2
bintang game kasih bintang ya pengembang terhormat salam,1
bagus om,2
main pls perbaiki bug inisaya mengunduh peta pilih peta,1
grafik buruk gamenya sakit mata,1
game rusak,0
tunggu,0
masuk ulang lobi mati tolong krafton,0
pubg game bodoh,0
keren,2
gamenya bagus sinyal fps harap perbaiki pengembang,1
tolong perbaiki bug hilangnya tombol sembuh kegunaan bermain terpaksa membuka manual inventaris sembuh fitur kegunaan asap granat,1
game bagus,1
bug hapus instalan ahh maaf ya,0
jaringan turun,1
musim parah bug cheat langkahnya,0
pembaruan terusz,1
bagus,2
buruknya cheat,0
pembaruan,1
komentar peta pembaruan mengunduh ulang peta pembaruan mengunduh,0
ok,1
hai tolong kurangin datanya ya tolong,2
is cheer park so ms am kecewa tolong tencent perangkat is memadaikan ms,0
keren banged bintang,0
maaf pengembang lack of clarity in peringkat actually game is bagus,2
semenjak pakai ponsel kentang main rindu uyy,1
bagus,1
pubg haram mati asap,2
bagus,2
tolong tencent game lo jadikan musim temanku mengunduh pensiun,0
membosankan main pubg pubg ukuran ukuran ringan ponsel kentang mainkan pubg ukurannya bug parasut karakin bug acara situlah pemain pubg pensiun pikiran skin acara bug cheat,1
membantu,1
meledak game ponsel perang keikut kyk game sebelah permainan game perang orang dewasa malas,0
game haram,0
pertandingan menit,1
maaf pungb mobile penyimpanannya menghilangkan ponsel ram ram jangn jahat game laku berpikir coba adai versi rendanya main kasiang ruangan ponsel kesal,0
pubg,0
game seru,2
bagus game,2
kasih bintang biarkan pubg nomor,2
game bagus banyk bug main tolong perbaiki bug kasih bintang,1
acara berguna bug langkah mendengarkan musuh,1
peringkat bronzegold cheat admin,1
me uc,2
pembaruan versi menarik grafiknya okesedkit permintaan orang miskin tolong acara kasih murah free rp ya kasih kartu rp tantangannya nyelsain misi creativ pengembang jujur rilis main game sulitan item mahal permintaan sayamewakili suara orang mampuingat admin kesenangan pemain,2
bug,1
sukatpi dapatkan sekinnya sulit,2
main ya tolong,0
tolong atasi memuat permintaan jaringan bagus wifi data seluler dihadapkan,1
tolong benarkan main pakai fiwi lancar patah patah grafik terputus putus wifi stabil game,2
main pubg musim perangkat ponsel meningkatkan pubg berat ponsel pertengahan jangkauan kebawah lancar smartphone flagship pensiun,0
bug,1
nn,2
terblokir mengunakan konfigurasi membantu meringankan lancar ponsel turny membantu membukakan akun evosxzabuza,0
bagus game ya,1
suka akun kena bajak,2
pubg masuk bacaan pilihan ya,0
game terbaik,1
masuk game,1
game bagus,2
lancar stabil jaringan lancar merugikan playertolong perbaiki kacau,0
pembaruan aneh recall bug random jaringan bagus musuh temannya terulang ulang jalan,1
on mikrofon suara kyk nlvn,2
main kasih hadiah tencent,2
pubg mobile,0
tolong perbaiki bug jaringan ya,1
good game game,1
bug,1
main nyaman,2
kebanyakan skin lucu kebanyakan plagiat skin free fire aplikasi khusus pubg skin rilis pubg mobile game mati,0
benci teman,0
game mati kena azab situ menyembah menyembah berhala hahaha,2
pembaruan bug ya tolong anjing,1
bintang up tanggal bug terdengar langkah musuh peta terdengar suara tembakan memakai suppresor tanda tembakan peta tolong intinya tanda langkah tembakan musuh peta terima kasih,1
pensiun,0
ok,2
game sekedar hiburan perempuan memakai baju laki karakternya bajunya telanjangtidak baikpakai baju sopan,1
bagus alok alucard,2
musuhnya angel angel musuhnya mudah kakak mengerti nyong tembak pubg,0
maaf admin peringkat bugnya meresahkan bug langkah kaki musuh suara tembakan turun pesawat harap pemeliharaan ya admin oh ya perang jaringannya turun terima kasih admin semoga baca,1
game gila lancar maaf turun giga pengembang bertanggung,0
netral,1
kakak pubg terdownload hd mencet sd,1
luamyang,2
kapasitasnya android menengah,1
mengunduh mainkecewa,0
game haram kasih bintang,2
uji main bagus bintang,1
ok,2
maaf kakak bintang game grafik buruk layak mainkan anak suara dengar anak anak suara hatikamu,0
pembaruan da,1
game berat bug,0
akun kena seminggu pakai cheat tolong ya diulang pubg,1
main game pria masuk akun main lancar masuk pakai akun masuk akun habis pembaruan masuk pakai akun pembaruan disuruh pembaruan pembaruan berulang ulang masuk game tolong masuk game terima kasih game suka menghibur,1
game buriq,1
bagus,2
kasih bintang alami main game pubg setujunya bertemu peringkat jujur permasalahankan pemain pangkatnya otomatis tingkat hebatnya beda jujur keberatan kembangkan kemampuan sulit musuhnya saran menyeimbangkan musuh,0
bagus,2
game,0
bagus,2
main pubg lbih suka banding game,2
halo tencent krafton bug permasalahan mengembalikan erangel erangel segi grafik detail nyata erangel grafiknya suka karenakan detail asli nyat realistis airnya refleksinya biru refleksinya lihat bagus tunggu perbaikannya salam pemain pubg mobile,1
game bagus suka,2
game pintu tolong cari tukang pintu,2
kasih bintang ah,1
sinyal wifi bagus masuk game sulit,0
bagus mengerti main bintang ya,2
tunggu sabar,2
bug memasak main permintaan hbis buka aplikasinya nyaman versi,1
bagus optimal snapdragon gsoalnya batas ultra padalah hzgame buka fps nggaktolong perbaiki,1
semenjak pembaruan suara game tolong perbaiki,0
seru habis,2
vektor amunisi puluhan lo tembak kena relod,0
tolong lobi perbaiki sinyalnya game lancar lobi muter,1
masukan pubg mobile grafis optimalkan ponsel ponsel spesifikasi mencukupi main game patah patah jaringan ok bagus main perang kadang fps drop kecewa ramai mengganggu pertandingan mode fpp pemain ganti bot push pertandingan tunggu pertandingan mengurus mode tpp arus seimbang,2
halo tencent game kasih bintang login pubg login gagal koneksi stabil login login error tolong secepatnya perbaiki login terima kasih,1
tunggu pembaruan,2
suara tembak bot ya,1
tolong perbaiki fps drop ponsel one plus profesional,2
tolong bug macet memuat,1
gamenya bagus bug grafisnya ketahan cheat keamanan,1
kangen mode malam situ pubg ramai seru,1
halo mohon maaf ya kasih bintang samsung ram giga penyimpanan internal giga game butuh game terima kasih,1
bug mati lihat permainan teman karakter teman kaku tolong diperbaiki,0
pembaruan lancar livik resmi mesti ditinjau ulang,1
game dh bagus game play ok grafik bagus cheat performa bug ganggu bug tembus tembok teman mengalahkan taruh pojokan tembus mati dh bug lancar gatau tembus tanah mati,2
pubg unband akun blokir tolong,2
sulit jjaringan ffull,0
bug recall bagus diperbaiki,2
main bug lancar marah,0
bagus,2
jeleknya,0
kurangi bug nyaudah jalan sinyal bagus,0
pensiun free fire,2
bagus,2
tolong pembaruan pembaruan ganti musim biar berat jamin turun peminat pembaruan,2
game yata seru intinya auto ketagihan main pubg gejala ya suka gerbang ituh,2
cobalah menurunkan harga admin minyak sayur suka rendang kakak ya tolong perhatikan sekedar telur dadar kemarin asin okey,1
cheat,0
obb melayani is berlari ya mencari temu aplikasi ya,2
pembaruan mengunduh peta,2
memuat ya btull jaringan stabil lancar,2
bug kesal,1
bug parah,1
game haram,0
staff tolong login in pembaruan file error membersihkan cache laporan pelanggan melayani,1
kangen zaman menarik seru,0
sinyal main turun parasut eh bug jalan ngambil senjata,0
kadang suka lancar jaringan suka lancar sinyal bagus pembaruan pasang,2
game tua,0
tolong perbaiki sinyal jaringan bermain jaringan menambah merah sinyal wifi bagus mohon perbaiki ya admin,0
mohon jaringan diperbaiki jaringan bagus lagparah game bermain bagus playerramahkadang kadangdan grafik hd mengeluh sinyalping kadang keluarfreze gamenya memuaskan ringgankan data memori ya server cd pindah server,2
ya bagus bagus,1
pilih pertandingan squad squad vs solo anjing,0
antum animasi,1
tolong perbaiki depannya kakak kasih bintang,2
kompetisi dangat buruk,0
game haram,0
gamenya berat ya pakai perangkat grafik terputus putus menjatuhkan parah ya mohon diatasi ya tencent,0
bagus ponsel kentang,2
pubg game pertarungan royale terbaik,2
tren,2
bored game,0
buruk,0
mancap,0
bagus pokonya bug bug on mikrofon seloby teman kadang bug on mikrofon game,2
bug,2
login twitter error pakai facebook laporan coba sarankan hasilnya hapus instalan,0
pubg kalah free fire segi acara free fire justin bieber,0
maaf ya komentar ya kecewa orangnya main pubg ya mati turun,0
pengembang tertarik game kah kecilkan ram ponsel memori penuh tolong kecilkan mohon bermain store mohon maaf memaksa,1
pembaruan bagus pubg masaak iya main desah,2
jarang main game pubg cepat bosan musuh musuh hebat sinyal ntah berubah sepeti kemarin jelek didalam permainan abdate pubg bersahabat jaringan daerah plosok mf hapus instalan aplikasi pubg terima kasih,0
coba sinyalnya benarkan ya pengembang sinyal main lancar,0
jelek,0
aneh game sinyal sinyal bagus jaringan mohon kedepannya perbaiki kenyamanan pemain,1
kakak game haram ponsel lancar,0
games bagus,0
permain bagus,1
bag,1
game bagus seru nyaman,2
game pelit,0
ajarin main pubg kakak,1
bagus damai ya free fire pubg mobile legends,1
game ne,0
bongko,0
mencoba,1
game bagus ruang penyimpanan donload game berat main ngekrash ya tolong perbaiki,1
bagus game tolong dukung in prosesor media teknologi biar grafik terputus putus sulit,2
keren,1
blikin sesason,2
main pubg mobile aman serucuma masalahgame berat ponsel ya spesifikasi game berat,2
tolong tencent perbaikan koneksi jaringan lancar merah pemain nyaman,1
mengunduh data penyimpanan,0
game bagus koneksi jaringan nyaman main,1
grafik buruk co anjing kelas,2
bagus kurangi bug,1
bagus,2
masuk klon koneksi internet lancar bug merepotkan pemain pubg bug ganti kamera fpp bug karakter fpp memakai granat menu memilih menjarah heal granat kumpulkan muncul dilayar sekian terima kasih,1
bug hasil pertandingan misi rp bertambahtidak terbaca,0
halo pengembang terhormat mengunduh yapadahal ram main pubg memakai wifi memakai paket terima kasih pengembang terhormat,0
amagay sypry,1
pubg bodoh bug aneh,0
tencent pelit kasih mummy hilang,0
acara acaranya bagus menarik pengoptimalan perangkat rendah,2
terbaik game account stolen web phising pubg mobile cs do anything to bantu bot answer it say dapatkan milikmu facebook peretas clever dapatkan facebook web phising pakai facebook active permanen putuskan tautan mati facebook pubg mobile do nothing to bermain maybe kadang kadang account bermain since musim always purchase rp facebook account ya gone so bagus bye,1
koneksi pubg mobile milik koneksi lancar tambahanmasalah koneksi lobi in game mohon perbaiki nyaman,0
bagus,1
anjing,2
game,2
pembaruan hilang akun akses akun kaitkan,0
kasih bintang suka,2
pubg bug jaringan normal karakternya bug mengganggu,0
bagus,2
game bagus lemah peretas mudahnya bermain game mobile koreksi sensitivitas tombolnya berubah diwaktu lelah nyusun ulang sesuai,0
main teman tu seru ponsel kuat,0
pembaruan bermain erangel livik grafik terputus putus jaringan ms tolong pertimbangan pubg terima kasih,1
bagus bagus game,2
berat,1
suruh install ulang,0
bintang pubg berat mengunduh sumber otomatis matikan fitur mengunduh pubg mengunduh data layaryg pakai,1
membeli uc saldo terpotong uc masuk akun tolong tanggapi,1
mengunduh,2
bagus,2
berat game grafik terputus putus drop ketemu musuh mohon ringanin gamenya,1
lancar kontrolnya sulit pertandingan musuh detect sensitivitas musuh langsung lancar item toko mahal ukuran timbang game fps tingkatkan,0
bagus,2
pembaruan versi main bug sinyal pertengahan pertandingan mengganggu sinyal bagus bagus mencoba sinyal bermain game hasil bagus sinyal bermain pubg sinyal lambat tolong bug diperbaiki pemain mengalami,0
bug melulu game main berat gerakkan nyamohon akun perbaharui tensensupaya main bug melulu,1
tambh jelek,1
tolong perbaiki kestabilan sinyal,0
game bagus gerakkan nyata tentara tingkatkan berantas cheat tolong april bug mengganggu bug kerusakan bug kebal senjata tolong,1
grafik terputus putus ok ponsel mumpuni,2
bijak jugak,2
mohon perbaiki bug sisi jaringan peta tersedia bug bermain game menyulitkan pemain,1
ponsel kentang bug,2
game masuk permainan esport dunia akun masuk otorisasi dicabut aneh hapus mengunduh juta orang mengunduh mengerti server paham kepuasan pelanggan minimal,1
ultimate arena bug,0
turun bintang smgkin jelek,1
bagus musuhnya kenock,2
suka game menyesal,2
game bagus menghibur bagus cheat bug bermain team deathmatch,1
rumah elite lutingan sulit,2
pubg grafik buruk,0
game berat login koneksi server gagal data beli kasih paham server menanggapi,0
kurng bagus,1
bilanggw kangen musim,2
pembaruan peta boros berat acara tinggal pembaruan acara skin pembaruan ram nyaman main pubg,0
mengunduh,2
ringanin game nyaman sebentar kasih bintang,1
game ya bagus tembus tembok tolong perbaiki,1
menyukai versi terbaru,2
main pubg berat menunda parah sulit tenang kasih bintang game suka peringkat sempurna,2
game bagus mengunduh file grafik,2
akusuka,2
game bagus tolong upgared biar kualitas versi versi versi bug tolong perbaikitapi game pertarungan bagus,2
tolong jaringan penuh bug,1
boot,2
bagus dn seru tolong kurangin kapasitas datanya,2
masuk ya,0
game gila anjing,0
terbaik,1
pembaruan bugnya yabug suara senjata,0
bug jaringan stabil game berat mobile legends stabil masuk lobi pubg beratnya maaf jaringan telkomsel,2
belikan iphone profesional maksimal kalimantan barat bintang,0
habis pertandingan memuat main kejadian terulang,0
black pink konser,1
seru pembaruan acara malas main pubg bawa fun pakai pembaruan acara beli skin mahal mahal kasih harga normal laku laku mahalin harga skin sesuaiin harga gila kah semahal orang pembaruan berkali acara,2
main pubgyg keluhkan bug kabut,0
memori ya penuh kurangin,1
pubg memori memenuhi,2
mati asap free fire,0
game sekedar hiburan perempuan memakai baju laki karakternya bajunya telanjangtidak baikpakai baju sopan,1
suka rusak pertandingan ponsel ram kuat main game,0
koneksi error bermain jaringan stabil,0
barang perempuan laki barang keren perempuan,1
game bagus pubg game free free berbeda,1
pembaruan,1
harap pubg item parasut lompat helikopter,1
game ne,0
lancar ponsel ram,0
mengunduh riset ponsel,2
kasih bintang mudah mudahan pembaruan bagus permainannya,1
ok game bug login habis pembaruan mengunduh lobi login tulisannya pembaruan file error tekan bantu ya hasil tekan ulang tolong dev perbaiki,1
gamenya grafik terputus putus taiklah pakai,2
comen,2
azz,0
halo pengembang game bagus bug mohon diperbaiki ok terima kasih maaf ketikan salah,2
main quest masuk,0
main ganti ponsel oppo ram jelek ya grafiknya,1
menghibur semoga mertuamu ucub mansur,2
sekian pergi malas,2
nyaman versi sekarng masuk game play menit masuk pensiun main game,0
bagus,1
game perang bagus suka bug,1
perbaiki bug macet main mengalahkan laju lobi membunuh musuh hahaha,1
uc helm bodoh,0
pembaruan bug pembaruan masuk haruskan pembaruan pergi cherpark pakaian karakter pemain cherpark baju bot pingms harap cepat perbaiki ya admin,1
mohon admin hapus orang india biar main pubg mobile bodoh bodoh orang india main orang kd kasih main,0
game bertempur bug,2
pengembang pubg mobile memantau perkembangan terkait isu bug didalam game terjun pesawat mengalami namanya parasut berputar lompat pesawat didaratan bug alamin sembunyi dibalik tembok lawan semoga pembaruan perkembangan bagus performa bermain terima kasih,1
pembaruan jebol game play store pembaruan selesai pembaruan,2
orang akun akun kena blokir tuduh cheat main teman tunggu game coba atur bedakan cheat hebat raport cheat hebat kah tuduh cheat aneh,0
bug perlengkapan medis hilang menjarah ya rasakan tolong perbaiki bug sekian,2
nyamannya memegang tencent data game dipegang tencent batas dh simpan data game dh pensiun,0
bug,1
acara menarik game ngebosenin fokuss skin kolaborasi,1
game bagus game play grafik sayang kebanyakan bug contohnya bug misi rp lelah menyelesaikan misi rp eh lobi rp misinya selesaikan,1
pubg pembaruan sumber mengunduh ulang peta mengunduh ukuran,1
bagus,1
game grafik buruk hd keburikannya anzas kelaz,2
kadang kadang main ponsel chipset mediatek paksa ponsel mainkan games,2
pubg haram bohong canda haram seru tolong uc gratis,2
pemula,1
mengunduh mengatur ulang ulang mengatur ulang jaringan bagus kuota wifi lanjar tolong penjelasannya,0
dev pubg mobile tolong perbaik server kemarin login muncul tulisan akun otoritasasi mencoba berulang mohon diperbaiki,1
bagus ram ky ponsel kentang,1
terhormat pengembang soil tekstur peningkatan in school apartment area precisely in area of apartment jatuh above kadang kadang mengalahkan kadang kadang it me annoyed doing uh sucks so bantu to memperbaiki soil tekstur,2
grafik buruk,0
menyesal balasan komentar admin pubg tolong kreatif menyesal menyesal prihatin ngomong bukti janji game politik laksanakan,1
game berat,0
dijaringanpadahal sinyal bagus game sinyal labildan berpengaruh permainan mohon tencent diperbaiki,1
game call of duty mobile pembaruan mengunduh ulang sumber didownload mengganggu mengganggu paket data internet habis mengunduh ulang sumber pack bodoh pembaruan ya pembaruan pembaruan pembaruan mengunduh sumber pack,1
game haram,0
game bagus game dibuatkan versi ringan ringannya biar ponselnya rendah main game,2
jaringan putus putus main langsung berhenti jaringan hilang,1
tolong poco profesional fps membuka kunci,1
buruk,0
pencabutan izin admin mo login,1
pengembang game berat ya tolong kecilkan ya,0
bagus tinggal cheat tembok retas kena,2
game haram tapiboong,0
menurun minat pemain gamenya berat,0
bagus,2
pengembang bintang mobil mobil bug mobil mundur tolong pengembang mohon diperbaiki,1
tolong ringankan perangkat menengahtrimakasih,0
permainan bagus sayang ram,0
grafis suka ringan miskin orang kentang perangkat able to bermain spesifikasi bermain game is worse suka,0
bug buka teropong bidik parasut mundurnaik turun parasut langsung beda bug kerusakan jalan kepiting,1
pensiun,2
bugnya anjing ayam musuh mati mati merugikan tolong admin,1
pembaruan turun peringkatnya pembaruan data hapus data,1
bagus,0
buggeranatmolotofdan semok dilemparsaya kecewa bug,1
game berat ponsel masuk tersisa kyk cd rusak garis sangkin berat tolong betulkan,0
segi game bagus ya mati main tolong diperbaiki main squad tbtb teman squad hilang gatau jatuh peta pls diperbaiki,1
mohon maaf bug sukaisaya main teman pembaruan bercanda melemparkan motortapi bug macet udarasaya lelah pubgjika diperbaiki ubah bintang bintang,1
pensiun ponsel sanggup semenjak pembaruan grafik terputus putus pubg terima kasih menemani,0
meningkatkan login akun,1
pabji glowing game perang kekuatan renjer anjing,1
pubg pelit skin kecewa hoki sultan,0
bagus bagus,1
maaf game burikjk,0
bug mohon diperbaiki biar nyaman mainnya,1
kasih bintang ponsel redmi mengaktifkan giroskop mohon maaf,2
ansih ketukan squad cepat ngurangin poin pelit berkah,1
game haram,0
bagus,2
permainan sulit,0
game bug berpikir tolong diperbaiki ya bug,0
bagus,2
versi pubg berat main,2
ngabisin kuota,0
maaf bintang berubah bug grafik patah cupu berakibat mati mendarat sulit peringkatnya dg samsung ram bertemu dg peringkat maaf ya pikiran mohon sgera perbaiki,0
pubg sialan,0
bagus,2
masuk,1
suka,2
bagus tunggunya,2
kasih bintang telu ae mlebu kepala error pige tencentv,1
game kontol,0
ya so weirdto bug,0
azz,0
kembalikan mode zombie,0
dasar game haram,0
tolong tencent kembalikan mode zombie erangelsaya membantai zombie oke tencent mementingkan playernya,2
game seru,0
aneh pembaruan bug suara mobil hilang tolong nyaman,1
media teknologi dimensi graphic balance ekstrim lawak,1
keren,1
game babi,0
kecewa ssekali akun hilang login pakai facebook main eh login main malas hapus instalan ajaa terima kasih,0
ok bangetsih,2
dimainkan,1
tencent bawa perasaan,2
menyesal mengunduh ngabisin kuota buka gamesnya hapus pasang,2
game bagus,2
pemain pindah game game suka lancar perbaiki,1
login akun facebook playgame tweet tolong tanggapan terima kasih,0
suara mobil kakak main masuk latihan tembakan suara mobilnya kakak,1
kakk tolong tim mati hidupkan teman hidup tolong ka hhe free fire,1
bagus sabtu,2
game sulit kalahkan menembak lancar,0
terimakasihudah menemani malam iloveyouu pubg,2
game bertema kerajaan pertempuran keren menyenangkan ditambah kontrol mudah kaku menjadikan pengalaman permainan menyenangkan oh iya mengasih saran tolong pengembang gamenya pemain toxic rasisme sara menghina pemain setim pemain lingkungan game sehat tolong menghukum berat pelaku pemain berbicara toxic rasisme sara menghina pemain setim,2
login tolong periksa ya admin,1
ya bagus,1
game bagus,2
lancar,0
bug mengambil senjata bug peralatan medis slot bom menghilang suka bug pertempuran main menghilangkan stress stress grafik bagus sempurna lancar ponsel penyimpanan,2
game bagus fitur terbaru jangn pembaruan tolong,1
berjuang sekeras,2
lancar,1
performa buruk perangkat menengah kebawah harap game diperhatikan optimasi ramah perangkat,0
game bagus,2
mengunduh jaringan penuh balok inj,0
bosan main pubg,1
game sepi berat,0
bagus,2
perbaiki bug,1
bagus,2
kapasitasnya android menengah,1
game bagus sayang bug jaringan lancar wifi jaringan tolong perbaiki ya admin bug sinyal,2
tolong bug mobil bug teropong bidik habis pembaruan bug semlem pembaruan penuh pembaruan,1
bagus cheat pubg mobile datanya,1
game grafik buruk mengunduh,0
login pubg melewati facebook,0
kasih bintang metro bug gadiurusin,2
ok hiburan,0
semoga menghibur,2
coba nyaman wog slebew,1
terima kasih main pubg ponsel sekang semoga main game suka game pubg,2
kebanyakan pembaruan ponsel kentang sungguh buruk,2
tolong server diperbaiki,1
gacha peti klasik sulit item legendaris main musim musim item legendaris peti klasik mistik mendapatkannys,0
game bagus hd,2
game penyimpanan,0
game haram main,0
suka,1
bintang pembaruan ak perna stabil garaupdate,1
keren,2
mintak pembaruan mlass,0
kecewa ponsel dukung bermain bug senjata pakai teropong bidik senjata bentuknya bug sinyal mikrofon berharap mengatasi,0
selesai negosiasi kontrak kerja sore minggu kau dunia dunia ayo be ditemukan at kulit rumah kitab,2
game bodoh,2
hm,1
boh,2
pubg bug malas main,1
pubg pelit skin kecewa hoki sultan,0
keren,2
bagus keberuntungan,2
kerusakan vest musuh tebalkok sulit mati yasering ngehit mati disampah timpasti nyamana membunuh harap diperhatikan ya pengembang,1
tencent material pembaruan,1
bug maaf,0
game pakai kouta pae kouta kasih bintang,1
game jijik kebanyakan lancar patah patah,0
skin gamenya berat perangkat kuat terpaksa hapus instalan,0
game mainkan ponsel android ram lancar parah,0
tencent pelit buka creat isinya sampah error menghubungkan error,0
game nyaman nyaman segi ukuran mohon dikecilkan biar pemain nyaman patah patah,1
tim pubg mobile terhormat mohon rekan tim kompetitif beban menyulitkan tim konsekuensi bermain santai teman main mengganggu push peringkat team deathmatch pertandingan selesai left mohon konsekuensi pemain nyaman game terima kasih,0
kebanyakan bug bodoh pubg main free fire ponsel ram bug game bodoh,0
harap pubg item parasut lompat helikopter,1
bug dimana,2
ponsel xiaomi redmi main pubg lancar membunuh fc mengganggu mohon perbaiki ponsel kentang ponsel,1
bagus game online,1
bagus,2
tolong optimal bug,1
pertandingan pertandingan,0
keren,2
bintang ukuran game mohon perkecil ukuran game terima kasih,1
semoga pengaturan kostum pengguna game pubg tombol pengaturan bidik kiri kanan,0
cintaku padamu ketidaknyamanan,2
heyy minn kenapaa peti kupon premium game,2
tolong pubg ponsel kentang main,0
iya bagus,1
seru pokoknya main game jarang winnerh,2
game sulit,2
semskin buruk game,0
suka gerafiknya,2
gamenya grafik buruk nyaman game free fire,0
game realistis menyukai terima kasih pengembang game terima kasih tingkat infinite,2
mvp kalah kerusakan,0
coba dulumoga sesuai ekspetasi,2
bug diperbaiki,2
tolong ya pengembang jaringan ponsel penyimpanan ram ponsel media teknologi melaporkan mengalami lancar patah terkadang suara error lancar game tolong perbaiki ya dev orang sederhana beralih spesifikasi ponsel mohon kerja samanya terima kasih semoga terselesaikan ponsel rendah spesifikasi,2
tencent terima kasih mendengarkan keluhan masukan pembatasan tier meresahkan pertandingan sesuai tier random updatean game menambah kapasitas penyimpanan ponsel sekedar masukan updatean mohon file dihapus menambah beban ponsel suara audio in game kadang membingungkan sumber daya klasik skin didownload ulang kapasitas sekian terima kasih,1
suara mengobrol speaker error peretas,2
mohon fitur sistem pembatas peringkat bermain teman memiliki tier berbeda hilangkan teman nyaman sistem,1
gamenya seru,2
wdfyhu digulunggulung gulung gulung hatiku gundul gulunggulung gulung hati cfyhuyucggfjogg ok google gulunggulung bertarung vs,2
