content,sentiment
tolong giro senjata persetan kamera kembalikan biar nyaman mengatur pisah melamun atur sensi lo,0
permisi izin mengunduh pubg nonton konser black pink,2
akun pubg kasih,1
instalterakhir mengunduh install parah,0
pubg game seru main sison seru kendala game cheat tolong blokir cheat merusak game terima kasih salam,2
kakak tekan kakak jaringan bagus orang tolong kakak kasih saran,1
mengunduh ulang peta game berat android peminat kabur auto hapus instalan,0
game game buruk keadilan,1
so bug,0
menata kasih binatang ya kakak,2
mohon fitur sistem pembatas peringkat bermain teman memiliki tier berbeda hilangkan teman nyaman sistem,1
login via twitter,0
game bagus keren,0
teropong bidik kadang diubah jaraknya peta livik ya,2
gamenya berat kakak,0
akun masuk twitter,0
bagus,1
game oke,1
game babi,0
bg kemarin mengobrol akun main,0
kasih bintang mencoba bagus ganti bintang ya moonton,1
pubg hapus bug,0
gemapaan game haram game pencang,2
pembaruan,0
game menambah pacar yahahahahahaha,2
game bertahan hidup op,1
game bagus seru bug jaringan patah gamenya seru,2
atasin permainan macet memuat,0
game bagus characte bagus grafik bagus kasih bintang,2
game ya bagus menang game bintang ya,2
bosan,2
ganti ponsel login stelah login,2
tolong pengembang pubg mobile pembaruan versi terbaru masuk game berhenti memuat mengulang ponsel hapus data pubg masuk gamenya tolong perbaiki,1
gamenya bagus cumaa bug pc android tolong tencent perbaiki bug inii,2
game bug anjing,0
bug merugikan,2
game bagus ya adick adick,2
bagus mengerti main bintang ya,2
bagus,0
mengunduh mainkecewa,0
mantep permainannya,1
bermain game main,0
berat game sekakin nyaman pemain main banya bug tombol fungsi ambigu pemain,0
main isinya boot mulukdan menang berubah papan skor,0
bagus,2
berhubung hoki bundel mumi kasih bintang,2
bongko,0
bug perbaiki tolong diperbaiki mengganggu,1
bagus,0
habis pembaruan mainnya grafik terputus putus ms diperbaiki kulihat pubg musim kemarin nyaman mainnya grafik terputus putus sinyal bagus lancar,1
tolong ciptakan pubg ringan ponsel mendukung,1
game bagus grafik oke bug ganggu bermain suka lancar mohon perbaiki ya terima kasih,1
aduh duel lancar kena cluthc gratis parah game,0
gamenya bagus maaff kasih bintang boros makan paket jam berhenti habis banyagin jam parah maaf admin sekian,0
bagus,2
grafis ponsel mode hd,2
game kedepan file kurangi terima kasih,1
jos,2
suka gamenya kadang turun pesawat bug lancar lancar jarang bermain solo publik gamenya grafis atur mempermudah ponsel kentang skin menambah kerusakan game bermain to menang,2
bagus,2
bagus,1
alias,0
pembaruan menghabiskan kuota internet,1
mengunduh baju peta,0
pubg gamenya aneh updetan musim langkah suara mobil hilang main musim sungguh kecewa updetan versi,1
syng smkin ska main game dya ponsel kentang sanggup unk memainknnya terpksa uniinstal kn,0
tencent perbaiki bug game,1
bagus game,1
tolong perbaiki buka bug,1
mencoba mengunduh menginstall sinyal bagus penyimpanan sayang kuota edit coba mengunduh terinstal admin main game pubg,0
tarif jne nyata dipisahkan dipisahkan kehidupan pernikahanz tuch shahabat wywh wywh wdah wywh ok do bagus day weeks of age or else,2
pembaruan terbaru bagus mengalami macet memuat layar jaringan wifi perangkat mengalaminya teman mengalami mohon perbaiki kenyamanan bermain terima kasih,1
tolong admin bug benarkan nyaman bermain,1
ok,1
cheat,0
tolong tencent tingkatkan performa fps bermain berat ponsel samsung ram ruang internal sisa mengunduh sumber grafik rendah mengalami fps stabil grafik terputus putus drop mohon tencent mengertilah pemain perangkat rendah meningkatkan performa fps stabil mewakili pemain pemain ponsel perangkat rendah,2
seru,2
tolong server diperbaiki,1
game bagus sekalinamun keseringan bug,2
game kontol,0
jaringan lancar bagus berat bug,0
bug bug bug pembaruan nyaman main kesal emosi tencent hai,1
bagus,2
ya bagus game ukuran bisalah ngesiksa ponsel jadulrata rendah,1
suka bermain pubg free fire,2
loginnya babg tunggu jam masuk login gamenya bagus grafik keren bug terima grafik terputus putus panas bermain game pubg mobile mohon perbaiki pengembang aserkian terima kasih,2
sempurna bug mohon perbaiki ya segi game play bagus bagus free fire bug perbaiki nonton teman perang orang jalan mohon baiki semoga dibaca,1
terbaik,2
tolong perbaiki suara mobil suaranya langkah orang bejalan,1
gamenya bagus bug pertandingan game tulisan hitung mundur hilang musuh berkedip mengganggu bug dimana menyaksikan teman main,1
main kasih hadiah tencent,2
buriq,0
seru,2
bugnya bug parah musuh mati acara bug benarkan,1
game seru benarkan,1
ponsel kentang,1
game haram,0
is bagus game pls bug lancarnya main musuh ngefreeze lancar nyaman,2
ya login senin,1
jelek,1
suka rusak pertandingan ponsel ram kuat main game,0
maaf pengembang bug game kadang seru main pemberi tahuan server pubg hilang kadang suka kesal seru sinyal oke mohon perbaiki pemain menikmati permainan sekian terima kasih,1
ya bagus game ukuran bisalah ngesiksa ponsel jadulrata rendah,1
seru,0
game seru,2
tolong muncul on pulau berjalan ya mengganggu mudah mudah to tembak,0
bagus hiburan pembaruan bug,2
sayang cheat recoil musuh putih lulus semoga kembangkan bebas dr cheat,0
game haram keras,0
login pembaruan susul pembaruan selesaikan game coba login pembaruan lakukan lakukan login pembaruan kuota internet habis pembaruan main kecewa,0
bagus,2
tolong dukung aplikasi bermain lancar,2
bug,1
game anganpaan,1
game bagus,2
bagus,0
njir mengunduh,2
main kemarin main,0
kecewa main membunuh minus ya tier platinum,0
kasih bintang ya maaf pengembang bug tolong perbaiki contoh peralatan medis bom bug parasut,1
mohon perbaiki koneksi lobi main jaringan stabil,0
game bagus bagus sulit menembak teropong bidik,1
game haram baju seksi tolong kasu seksu game seksi,0
saran tingkat infinite tolong kurangi sember daya peminat bermain game ya tingkat infinite,0
kontol,0
game haram,0
geim bagus kasih bintang,1
bagus livik,0
game bagus,2
pembaruan sulit pembaruan,0
cheat biarkan bebas teman cheat blokir,0
oke,2
ok,2
maaf bintang ja bug suara kadang rajin de suara mengaktifkan suara rajin hilang ja,1
hai pubg mobile game bagus salah peminatnya masukan syklo ramnya melebihi ram handphone pembaharuan bermasalah perbaharui pemain tolong diperhatikan ya sekedar menampung saran dipeduli ok pubg mobile sukses,1
tolong ya perbaiki,1
pembaruan disuruh pembaruan tolong tangani bug,1
kakak pubg terdownload hd mencet sd,1
ok,2
hapus instalan memasak main pubg patah penuh,0
game bagus,0
buruk,1
bagus,2
sinyal wifi bagus masuk game sulit,0
main lancar sinyal merah paket beli coba perbaiki jaringan bodoh emosi,0
cari pertandingan peringkat tolong diperbaiki,1
game berat suka,1
aneh telinga daftar lipat pria of baja video dunia sayang sayang lakukan uji penyendiri tanggal ya lakukan uji penyendiri tanggal ya lakukan uji cerita indonesia malaysia salah,2
cita citanya main pubg lupa nama,2
bagus,2
tolong teropong bidik tersangkut,2
perbaiki jaringan admin,1
gamenya bug,2
snapdragon fps admin,2
main dipersulit merepotkan loginnya,0
bermain tamu paksa tautkan akun gamenya komentar pemain,0
halo suka main pubg mobile mencapai tier crown main id,2
bagus,2
saran tolong kecilkan ukuran berat pertandingan musuh sulit,2
bagus pubg lancar maaf nyaman tencent emosi mohon maaf ya teman main pubg koutanya ok mohon maaf tencent,2
akun kena seminggu pakai cheat tolong ya diulang pubg,1
akun musim kena penipuan ambil orang do bkon verifikasi nomor orang,0
bagus menyenangkan,2
pensiun pubg mobile,0
pubg haram,1
iya maaf ya bintang login,1
segi permainan bagus tolong kurangi durasi pertandingan biar lobi,2
perbaharuiselalu perbaharui situ bosan kanbikin malas main game,1
bermain game menembak perempuan tolak,2
tydack ramach,0
terbaik,2
menyenangkan,2
kasih bintang ram ponsel lancar mohon development turunkan ram mengunduh,1
bagus kalah,1
bug mengambil senjata bug peralatan medis slot bom menghilang suka bug pertempuran main menghilangkan stress stress grafik bagus sempurna lancar ponsel penyimpanan,2
bug benarkan ahh,1
semoga pubg perangkat kentang,2
tolong game berat tolong kontrol ya,1
ponsel ram snapdragon lancar grafik terputus putus drop game ramah ponsel spesifikasi,2
game terbaik,2
sial main game,1
game bagus lancar bagus wifi kuota,2
bug jaringan stabil game berat mobile legends stabil masuk lobi pubg beratnya maaf jaringan telkomsel,2
most of pemain cheat knoq lari sungguh fast tolong menghormati competitive pemain,2
login posisi tombol bergeser repot atur ulang,1
game keren bro acaranya pakai uc ujung ujungnya uang saran acara free banyakin skin keren minimal free ya acara free baju keren misinya sulit sulit sebentar playernya malas main coy terpenting,2
mohon maaf kurangin bintangnya bug mikrofon kendaraanada kejadian dimaan tanggal rabu agustus kejadian teman tersangkut tembok bom masuk ulang habis mengalami bug mikrofon musuh mati teman tolong diperhatikan benarkan,2
game bertema kerajaan pertempuran keren menyenangkan ditambah kontrol mudah kaku menjadikan pengalaman permainan menyenangkan oh iya mengasih saran tolong pengembang gamenya pemain toxic rasisme sara menghina pemain setim pemain lingkungan game sehat tolong menghukum berat pelaku pemain berbicara toxic rasisme sara menghina pemain setim,2
peringkat turun yeay,0
pembaruan lambat grafiknya benarkan terjun payung lobi gambarnya,1
setahun main pubg bug melalukan login pertandingan game tolong krafton perbaiki mengecewakan pemain,0
mengunduh kasih bintang,1
game bagus cepat bosan,2
blokir cheat blokir hebat,0
bagus halal grafik buruk,2
ya game muncul tanda tangan berisi karakter sah,2
kadang nyeleng kadang oke,2
tingkatkan pembaruan ponsel kentang kentaang yeaah,1
aplikasi bagus suka,1
sinyal,0
login in mengunduh data pembaharuan mengunduh,1
pembaruan buruk gamenya fps dropngebugturun pesawat peta putih tombol granat peralatan medis kadang munculdan sungai hilang ponsel spesifikasi game tolong perbaiki ya pembaruan banyakin skin item perbaiki kualitas grafis gamenya,0
pembaruan bug pembaruan masuk haruskan pembaruan pergi cherpark pakaian karakter pemain cherpark baju bot pingms harap cepat perbaiki ya admin,1
game gila anjing,0
hai pubg game seru,2
hallo pengembang kritik rasakan pertandingan ya jaringan stabil masuk server zona asia menunggu pertandingan menitan jt pemain kemanaitu kritikan semoga benarkan pengembang,1
hd,2
anjing main julydan pembaruan login bilang oterasi gagal tencent,0
ya ghillie desert sulit cari,0
game menuntut perangkat mumpuni kemampuan menjamin pemain kemampuan diatas perangkat menengah kebawah kesulitan game disayangkan game mempertimbangkan kondisi sosial perekonomian playernya,0
memberatkan perangkat rendah pubg ramai ringankan grafiknya pensiun coba main sepi kebanyakan bot,0
kasih bintang aplikasi install bodoh game,0
benarkan bug suara tembak livik tolong,2
anjing ponsel langsung macet,2
parah sulit masuk,0
pubg haram,0
halo tencent krafton bug permasalahan mengembalikan erangel erangel segi grafik detail nyata erangel grafiknya suka karenakan detail asli nyat realistis airnya refleksinya biru refleksinya lihat bagus tunggu perbaikannya salam pemain pubg mobile,1
tolong suka bug turun pesawat mati lucu anjing,1
gamenya bagus gamenya sempurna kecewa tencent akun blokir bermain curang lawannya laporkan tencent main blokir lihat potensi permainan lawan melaporkan curang mohon tencent blokir lihat performa permainan lawan melaporkan,0
game seru,2
game haram,0
main game black pink,1
buged,0
bagus lancar atasi game,2
game bug footstep,0
hilangkan bug game biar peminat game pubg mobile,0
bug karakter bergerak timmusuh recall gerak,1
berat pembaruan,2
kakak perbaiki pubg jelekbangek,1
habis pembaruan bug teman mobil peta ya,2
oblog,0
sadar ponsel kuat main pubg beda sm pubg,0
akun blokir cheatapk ilegal,1
pembaruan,0
harga item mahal,2
kebanyakan pembaruan bug benarkan,2
tolong pembuat pubg tolong mati lihat cam teman karakternya ngefress tolong benarkan,1
gamenya bagus bagus memakan ruang penyimpanan,2
minimal perbaiki bug,0
bug,0
bagus game ya,1
tolong menghilangkan fitur mode stealth menimbulkan pertengkaran teman pasangan menganggap bermain knyataan,2
membuka kunci fps dimensi,0
menyesal mengunduh berkali login,0
sesuai permainan,0
memainkan game,1
game mengunduh anjing mainkan game haram anjing anjing kontoll,0
mengalahkan tim bantu bug suara senjata,0
bagus,1
kasih bintang ya game,1
eat stxre sri mengatur auto,1
bagus,2
bagus,0
bg,1
bagus,2
kontol,0
game bugnya ponsel meledak canda ya teman ya,2
seandai mode malam kasih bintang,1
jaringan stabil grafik terputus putus drop,1
keren,2
maaf kasih bintang bermain terkadang bug mohon perbaiki,2
pengalaman pertamaku,1
bagus,1
geminiharam,0
nyaman gamenya memperbaikinya,1
game berat grafik terputus putus jaringan bagus,1
permintaan mencet tombol,2
uh,1
game stelah pembaruan masuk,0
pembaruan bug ah koneksi sampah,0
plagiat kontol free fire game,0
baju kurrang menarik,0
cheat cheat cheat tencent dimana,1
game bagus bunuh teman,2
pubg memori memenuhi,2
game haram,2
permainan menyembah mati asap permainan sinetron azab,0
balikkin akun main cheat kebannya,0
pemain pubg dr tpih sayang ram ram,2
tolong diperbaiki pertandingan tulisan koneksi lost server sinyal hijau aman aman,1
menyenangkan,1
musim lagu alan walker nyaman main berat bugjangan skin game play main kecewa musim,1
hai ya krafton kasih aitem bagus kasih bintang bintang,0
bug lancar malas main,1
anjing,0
allaahumma ajirnaa mina anarr ya allahselamatkanlah api neraka baca,2
salah game ponsel kntg,0
fiturnya bagus turun bug patah patah berlari karakter jatuh tereliminasi mohon perbaiki peringkat bug turun pesawat,2
pembaruan sulit,0
bagus lh,2
kebanyakan acara,0
gamenya bagus trauma main game frustasidan malas hidup,1
pengaturannya sensitivitasnya mudah ya sensivitas on of vertikalnyabiar spesial geser horizontal,2
game berat versi orisinalnya,0
turun bar bar kasih senjata giliran musuhnya langsung beryl babi babi babi,0
bug recall bagus diperbaiki,2
hahahahahahahahahahahaha hahahaha hahahahaha hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaahahaha,0
pensiun game inihadiah dr royal skin senjata scarlm kar skin dpm skin mobil lagiuda isi uc puluhan buka kupon koin sampahsaya random teman isi uc material meningkatkan tingkat pemain game pengaturan pemain isi uc kurangkan hokinya biar isi isi uc hokinya berx lipat,0
mengunduh aplikasi pubg,1
data sumber tolong dikondusifkan data efektif permasalahannya bug macet gagal error mengunduh data sumber game kesal jaringan ponsel memadai tolong sepenting perbaiki mengunduh data sumber game jalan berkat aplikasi virtual private networks,1
mencoba bles,1
keren,2
hai tolong kurangi ukuran mengunduh,1
pembaruan mengunduh peta,2
install,1
tolong pubg habis pembaruan kendaraan suara mc laren suara habis pembaruan suara push orang mobil dengar tolong,1
main game da pintu main game pintu,2
bug parah teropong bidik bug,0
halo development mengalami jaringan buruk wifi main cek ms jaringan menjatuhkan turun grafiknya meningkat bagus bagus updatean tolong development jaringan turun,2
game keren akun sultan mper es,2
nn,2
pubg haram,0
bagus bagus,2
game ramai bug suara musuh to perbaiki pengembang,2
game mudah praktis bagus,2
isd deatt pubg mobile,2
game bagus segi grafik emosi sinyal jaringan bagus ulang ulang dicoba masuk pubg tolong pembuat game perbaiki sinyal terima kasih,2
game main cheat kena deteksi perilaku pertandingan normal dipantau ketat melindungi lingkungan permainan pemeriksaan keamanan ketat pertandingan game,0
bagus,2
geim bagus kasih bintang,1
mati lancar penonton tim aneh jaringan ms,0
bagus,2
game bagus pembaruan pembaruan menghilangkan bug terganggu pembaruan tolong keseringan terima kasih,2
login pubg melewati facebook,0
ok biar senang,2
seru duluudah kerubah,1
gamenya bug mengunduh bukanya,2
upgredpadahal ram kapasitas memori,1
kecewa ssekali akun hilang login pakai facebook main eh login main malas hapus instalan ajaa terima kasih,0
game payah,0
coba ya bagus bintang esok,1
ntah game,0
akun login diakun pemilihan karakter lelah tekan login masuk karakter pubg rusak kyk tolong perbaiki akun,0
semisemi,2
pembaruan memilih kanan kiri menunda bug tolong hilangkan dongjadi malas main,1
game dunakan perangkat kentang maaf hapus instalan,0
bug kerusakan musuh tembak memukul mati gantian tembak memukul santai keterangan kerusakan ponselnya brapa smisal pakai vest kerusakan mati mati anjing,0
berat,1
berat game cheat habis game seramai orang campers,0
server asia indonesia campur asia timur,0
tari tradisional indonesia suka,2
ponsel ram berat suka ogah pembaruan,1
bug jalan lompat rumah,0
kasih bintang install alx game lancar kl ponsel ram,0
uji,1
game pubg mobile pembaruan bug game benarkan merugikan pemain pubg mobile barmain,0
pubg mudah lancar kasian ponsel kentang main seru mati,0
pubg mobile buta pemain curang laporan curang tanggapi kecurangan ditemukan pegawai tencent sengaja membiarkan kecurangan menjual kode curang uang hai tencent tolong periksa pegawaimu sambo disana preet,0
kentang ponsel game berharap fps ponsel kentang dengar kasih solusi ponsel kentang dg mengorbankan skin main lancar,2
peta payload hapus suka persenjataan kendaraan suka peta tolong kembalikan peta payload,0
keren games opitimalkan ya jaringan games,2
kebanyakan bug,1
lancar stabil jaringan lancar merugikan playertolong perbaiki kacau,0
anjing ponsel langsung macet,2
pembaruan bugbugbugbug,2
admin tambahkan acara,2
game jelek,0
game rusak musuh banya bug sinyal jelek pakai wifi,0
game berat game bagus mohon kurangi penyimpanan main lancar,1
pembaruan bug sehabis recall,1
bug diskriminasi handphone,1
pubg diperbaiki grafiknya patah dibaguskan ya,1
game gatel bagus crot,0
game seru,2
ubdetan nyaman bugudah main pubg enam nyaman musim,0
seru merosakan,1
bagus,2
game terbaik anak desa main spiek game berat,2
terbaik,2
ngabisin kuota,0
mantul,0
xx,1
acara,1
game indosiar,1
game bagus,0
admin tolong up uc hilang terantaksi berasil admin tolong tangapanya,1
bagus nyaman mainnya ok lahpubg,2
beli game,0
game keren gbnya,2
mohon maaf bermain jaringan rendah merah kuning wifi,2
bintang mencoba game bagus kasih,1
pembaruan,0
maaf admin bintang perangkat tanah munculnya turun tanahnya muncul jalannya aneh jatuh mohon solusinya,2
pensiun,0
bagus ponsel kentang beli buang ponsel kentang,2
pria ajege,0
kecilkan kapasitas makan memori,0
pembaruan bagus temanku pensiun,0
peta acara bug peta orang peta ketikan hidupkan bermain karakter error apapun,1
portinaiti la pubg,2
bagus game,2
mengalami bug mengganggu tombol med tombol bomb menghilang,0
netral,1
ayolah pengembang memperingan game ponsel spesifikasi rendah pengguna ponsel spesifikasi rendah merasakannya terima kasih,1
bagus bangkit model keren brutal,2
bagus,2
pasang game,2
tolong ram naekin pembaruan ganti ponsel tolong ram,0
pubg serba beratsedikit emosi emosi,0
lobi permintaan game lancar lancar ae pengembang cupu,0
berat gameapa pk ponsel kentang,2
bagus,1
game nyaman,2
rp masuk rp beli uc berkurang tolong tanggapan game dunia main,1
bagus suka harap koneksi loginnya lancar,1
seru main pubg stabil,1
suka aplikasi,2
rooycooy,2
bagus,2
tolong bugnya perbaiki pembaruan bug tembak musuh sinyal nyaman memukul parah bugnya parah,1
koneksi stabil suka lancar tolong diperbaiki,1
cheat anjing,0
bagus game bug,2
bagus main pubg mobile suka,2
bagus game peta karakin peta mainnya percepat peta angregel percepat mainnya main peta cepat granat peta karakin ganti granat peta angregel sekian terima kasih,2
bagus sabtu,2
gamenya seru lancar bug pembaruannya makan kuata tolong diperbaiki,1
bagus game,1
game bagus cheter banyakbosan bosanklu pubg sistem cheter cheat murni murni,0
keren,2
pengembang mohon musuh seimbang kalah,0
terbaik,2
bagus,2
suka pubg mobile berat ganti musim off,1
iya bagus,1
kecewa kemarin permintaan pakai wifi coba mengunduh ulang pubg kecepatan mengunduh selesai mengunduh aman besoknya coba login permintaan gatau jaringan lancar mohon solusinya developerr,0
maaf suka bintang,1
mengunduh,2
hai menara fantastis dowlod,0
game haram hapus game haram grafik buruk,0
coba perbaiki lambat bintang,2
orang akun akun kena blokir tuduh cheat main teman tunggu game coba atur bedakan cheat hebat raport cheat hebat kah tuduh cheat aneh,0
kasih bintang biar pubg semangat kasih bintang rp gratis ya,2
ok,1
berat admin gbnya ponsel kentang kuat,0
diperbaiki bug mati spectate teman tampilan diam bug fitur recall teman mati teman recall bug bangkit pemainnya in diam,1
bagus,2
halo pubg tolong akun,2
bagus,2
sinyal,0
profesional,2
ya,0
bagus,2
versi,1
grafik buruk co anjing kelas,2
keseringan pembaruan pembaruan main peta game mode didalam langsung pembaruan pembaruan ya admin tencent cari beruntung,0
semisemi,2
pengaturannya sensitivitasnya mudah ya sensivitas on of vertikalnyabiar spesial geser horizontal,2
kk,2
bagus grafik ya pubg grafik buruk haram,1
maaf kasih bintang bug bug permainan jaringan tolong diperbaiki mengganggu jalannya permainan menang jaringan bug sinyal lambat kalah kadang bug masuk tanah tolong diperbaiki,0
worrdd ya dikittapi sinyal lompat jelasmati spectmatinya situ situ begerak tu layardan kendaraannya banyakinzona percepattapi kendaraannya anyakin,2
bagus,0
go to pubg mobile global championship,0
permainan beratmu,0
masuk permainan memuat layar,1
game rusak pensiun main isinya penuh bug ntah bug teropong bidik bug mikrofon bug bug acara diuruskan bug tetapkan,0
grafik buruk,2
game anjing game haram instel kenak,0
suka to mengunduh seluler koneksi tergantung on milikmu data flan cos milikmu maney tolong solusi game tampil tulisan,1
pensiun free fire,2
jelek,0
dissapointed so cheat laporan always answers cheated,0
mengganggu peta acara pertandingan bug jalan lambat paradut darat parasut recing terjepit dinding jendela terjun acara laut mobil masuk kadalem tanah bug teropong bidik pakai teropong bidik bentuk holographic rusak game fragments kupon hadir toko bug kebal peluru ganggu ya adick adick bug menjarah kotak menjarah rusak,1
tolong perbaiki grafik xiaomi bantalan grafik tablet pecah pecah nyaman bermain sulit musuh tolong tanggapi,1
lambat dasar game babi,0
gamenya bug koneksi stabil berbeda pubg mobile mohon ditingkatkan stabilitas gamenya stabil bagus versi terima kasih,1
pakai snapdragon lancar parahgame cacatmakin rusak pubgjelek,0
ya maaf tencent mengunduh filenya barusan suruh mengunduh habiskan kuota tolong tencent perbaiki,0
berat ngebuff ponsel ram,1
tolong perbaiki bug mode team deathmatch dimana bug ponsel berkurang berkurang bug dimana peluru majalah senjata reload mohon selesai diselesaikan mode team deathmatch menghibur,0
pembaruan,2
ponsel tahan,1
metro royale adasaya suka main situ tolong perbaiki tim pubg,0
black pink konser,1
akun pubg login tolong informasi,1
pembaruan handphone namanya lancar grafik terputus putus pakai halus extream halus grafik terputus putus berat game,0
main main eh lancar jaringan bagus main game lancar malas,0
aplikasi bagus,2
game berat jaringan,1
bagus hiburan,1
game teman pensiun bug langkah main livik livik admin nyamannya grafik terputus putus grafik terputus putus sampah,1
hi pengembang ya bagus pubg acara bagus kolaborasi anime muehehe oh iya pengembang maaf bintang kurangin ya auto mengunduh datanya hilangkan mengganggu bug bug dihilangkan tolong ya pengembang pemain terganggu bug bug pubg turun tereliminasi kasian pemain random solo,1
bagus,1
bagus,2
penurunan poin keras bro sulit naikin peringkat solo turunkan poin tanggung tanggung penurunan poin hai,0
maaf ya mode metro royal hilang perlengkapannya lelah lelah mengumpulkan sinyal langsung hilang tolong sisakan senjata rompi bebas sekian terima kasih,0
pubg,2
main pemain ramah fun toxic smua laporan jarang tanggapan,1
bagus grafik ya pubg grafik buruk haram,1
bug tolong diperbaiki,1
bug team deathmatch sulit main bug,1
pertamakali login pakai paket data ya tolong baiki main,0
game bagus sulit so bintang,2
bagus pubg bagus semoga piluhan rendah hd hd ya,0
main nyaman nyaman berat penyimpanan,1
pembaruan kapasitas terpakai,1
gamenya seru zona livik cepattolong koreksi,2
berat gamenya,0
adakah perbedaan versi bermain store sediakan samsung aplikasi,1
bug lelah push bug,1
sekian login login item royale pass kumpulkan hilang rugikan pubg menghabiskan uang royale pass pubg,0
rusak masuk mode pelatihan aplikasi bug,0
lancar mainnya lancar sulit buka tolong emosi ponsel korbanku banting lancar,0
ya,2
updateknp main team deathmatch bug masuknya jaringan masuk langsung mainsekarang masuk team deathmatch main tunggu tolong perbaiki,1
game berat,0
kakak ram lancar grafik terputus putus,1
game bagus,2
bagus game,2
berkas tolong hapus numpuk sampahnya terima kasih,1
masuk pertandingan berhenti memuat layar main ponsel spesifikasi octacore ram rom jaringan bagus lancar kiamat masuk pertandingannya,0
sisi pubg peningkatan pemain sulit pengalaman bermain game bug game tersendatsendat grafik terputus putus lancar pertempuran jaringan hijau jaringan diatas merah mengecewakan pemain pubg tolong perbaiki menyuruh pusat pelanggan game,0
game bagus ponsel kentang bagus berat yakatanya grafis super halus ya,2
hy permainannya install kasih bintang permainannya seru terima kasih,1
ok hiburan,0
game masuk,0
maaf bintang pembaruan selesai bermain store buka tolong perbaiki,0
tolong grafik ringan ram,1
bagus gamenya,2
game jelek,1
terima kasih,0
pertandingan solo,0
pembaruan berat permainan grafik terputus putus lancar bermain seru,1
game haram jelek teman teman main free fire grafik buruk ultra cerah pubg game so kerah anak free fire bos sentuh game haram game anjing sepi haram paket lengkap hapus pubg play store,0
bagus,1
kadang suka macet bug tolong optimalkan,1
masuk tayangan ulang picik lanjutan lobi,1
dilu,0
jaringan stabil,1
game terbaik,2
bosan main kemampuan noob,0
ya,1
bagusan tencent,0
pubg bagus bug,2
game ya bagus kurangin pemain ya minimal mata sakit,1
kasih bintang bug tolong lh perbaiki cuan topup uc nextss,1
bagus,2
oke kasih,1
bagus rumah pintu free fire,0
bagus bagus,0
kebanyak bug riport tu bug grafix cupu koneksi stabil pakai wifi bug masuk ulang game parah tolong,0
pubg haram,0
ponsel vivo ram kuat,2
grafiknya bagus sinyal parah tolong devolever perbaiki turunkan ringankan,1
anjing bosan sinyal pul pakai wifi lancar ya game tu anjing game pubg,1
seru mohon diperbaiki bug karakin akun blokir salah kasih bintang,2
tolong perbaiki bug sinyal turun macet game suara tembakan kaki tolong perbaiki,2
fell main pubg beda game berat orang pensiun main,1
suka,2
admin admin pubg versi ringan datanya biar mengunduh game kubah pemain kentang main,2
pubg berat,0
koneksi bermasalah login bermain pertandingan lolaloading lamakenapa pubg mendukung indosat selulerlebih telkomselanehknpa kartu biar nyaman mainjaringan bermasalah lainini telkomsel lancar,0
harap pubg item parasut lompat helikopter,1
uruskan bugnya mencari keuntungan playernya pensiun ujungnya mati game,1
mendapati kegagalan masuk via twitter tolong perbaiki,0
game bagus yh login tolong perbaiki admin,1
wow to pembaruan bagus,1
updatean lancar kemarin,2
aplikasi bagus uc gratis,1
pabji glowing game perang kekuatan renjer anjing,1
tolong pembatasan tier main teman mohon hapus,1
sebenar seru game grafik pc stingan kontrol sulit rumit permainan bagus,2
tolong perbaiki grafik xiaomi bantalan grafik tablet pecah pecah nyaman bermain sulit musuh tolong tanggapi,1
ok,1
pertandingan tunggu pertandingan butuh menit tolong perbaiki ya pengembang game bagus kurangan sekian terima kasih,2
coba nyaman wog slebew,1
bug buka teropong bidik parasut mundurnaik turun parasut langsung beda bug kerusakan jalan kepiting,1
pembaruan masukkesal bangatkenapa astagathis biaya uang katanyaga main nyadownload obb berlari lagipas play store ketik obb runningmainkan eh ajaudah notifikasinya masuk terusdownload obb melayani berlari,0
pembaruan jelek suka main,0
tolong atasi bug team deathmatch admin laporan berkalikali bug contohnya musuh peluru helm vest,1
akun retas kirim email isi email sulit bantuan tencent coba influencer bantu isi uc retas akses menghubungi cs tencent,0
suka game,0
cobak perbaiki koneksi,0
beli uc,0
haha jelek,1
klw ya ponsel ramnya sayang kndgn meugurang tabh orang maenpastikeran beli ponsel ruangnya sulitkasian orang terima kasih,1
maaf bintang bermain peta warna hitam terganggu coba mengunduh ulang hasil padalah memikirkan lebik mohon perbaiki ya,1
pubg ramah internet lambat lambat langsung pemberitahuan server menanggapi cuih benci,1
mohon krafton internasional menindak lanjuti pemain terkhusus pemain berasal cina ketemu pemain cina persis negara manapun kebanyakkan bermain cheat aplikasi mengganggu kenyamanan bermain mohon perhatikan,1
cobak mainkan ponsel spesifikasi rendah ram,0
game,0
berat,1
game grafis hd suka memainkan pubg,2
bagus,1
tinggal main protess,0
login,1
tambakna peta,2
permainan seru,2
bagus gamenya,2
game bagus sayang suka lancar jaringan lancar pembaruan pemain menyingkir lihat upadtenya,1
grafik terputus putus habis,1
main sistem acak tim musuhnya profesional kaligimana noob lawannya berpengalaman ah hapus,1
surat terbuka tencent krafton tolong perbaiki kekuatan sinyal bermain game pubg lobi sinyal ms bermain langsung lompat angka ms menyebabkan bermain senang hapus game semoga acara harapan,1
bug musuh cheat recoil,0
tolong bug game perbaiki suka bug in game,1
uh,0
bagus,2
