content,sentiment
Game ini kok tambah gak enak di mainkan ya. Sering bug.... Semakin berat game nya... Padahal HP uda ram 8...pakek wifi juga tp kenapa pas main kok sering bug...ngelek dan lain sebagainyaTolong di perbaiki atau di uninstal maunya... 🖕,0
Mangkin lama mangkin banyak makan penyimpanan,0
Gem ini mati keluar asab apa kena azab,0
"Ini ngapa susah bgt buat update dah, gagal mulu padahal udh bener2 aja jaringan huft",0
Kok pas donload map menunggu mulu tulisanya kapan ngedonloadnya sebelum di update enak tuh sekarang mah kok kek gini yak😕,1
Ayolah kapasitasnya bisa di kurangin gk? Hp gw udah gk kuat😅,0
"Hi kakak, maaf ratingnya saya kasih rendah karena mb untuk pubg mobile terlalu besar hingga hp sy ga muat bisa ga kak tolong turunin sekitar 600 mb atau 500 pasti banyak yg download sekian kak 😁",0
Like,2
"3 dulu aja ,,, pemula.",1
Misi Rpnya susah susah amat,0
"Untuk pubg saya kasih bintang 3 karena pas saya masuk di suruh login lagi padahal jaringan nya bagus ,trs selalu ada tulisan ""waktu permintaan habis"" itu pas saya mau main jadi ga bisa main deh padahal pengen bgt main ini tolong di perbaiki dong gimana cara nya",1
"Gamenya bagus si, tapi gw hapus gara"" ram device cuma 2 GB GX mampu lagi... Gimana si carany biar lancar maen pubgm pake ram 2... Minta daran dong....",1
Crot,2
Kenapa ya sekarang pubg makin berat gk kaya dlu walupun size gede tapi lancar,1
Lumayan,1
"Tolong untuk jaringan nya diperbaiki, padahal jaringan sy bagus",1
Kok ga bisa login? Server down ya,0
"mohon kpd pihak terhormat pubg,adain change region buat akun eropa dong,soalnya akun saya eropa mau balik ke asia gabisa",0
halo admin kenapa ya harap menguragi update nya karena banyak pemain yang pada pensi karena ukuran pubg terlalu besar dan banyak bug semoga di balas sama,0
mantap banget ni hd lagi mantap dah 👍🏻👍🏻,2
Ok,2
cringe,0
Setelah tidak di pegang Tencent pubg mulai g jelas :(,1
Mantep klo kga macet2,2
"Halo pubg mobile, kenapa gua gk bisa login padahal jaringannya lagi bagus",0
Tolong klo ada musuh tu di tandain ya Gay anak tau diamana musuh nya tiba tiba aku mati terus aku banting hotak kamu tu tolong lah ya gua mau kalian tandai klo ada musuh,2
Nice,2
"Terlalu banyak bug. Suara musuh tidak terdengar, fps juga sering tidak stabil padahal jaringan bagus, dan masih banyak bug yg saya rasakan",0
"Tiba tiba kema banned 7 hari ntah apa alasannya yang keluar di notifikasi berbahasa china dan saya gak ngerti tolong di perbaiki, Saya kurangi bintangnya",1
Game nya seru tapi setingan gak bisa di ganti,1
Get the latest flash player untuk menonton TV di rmh jar sdn yg meninggal di dalam tubuh manusia di dunia dan akhirat nanti aja ya gan yg meninggal dunia pada tahun Dudi Oris laksana bulan yang benar dan tidak bisa kd kalo mau lah supan ikm kah nul di dunia,2
"Maaf ya game nya bagus banget asli, eventnya seru tapi respon sentuhan layarnya kenapa sering banget kelepas, padahal masih di tahan pake jari? Apa mungkin itu cuma bug saya coba di game lain gk gitu kok respon jarinya bekerja dengan benar apa harus di tekan keras baru respon tombol tembakanya atau tombol yang lainnya? Tolong ya abang kraftonn pilsss mau main ini mah , makasih",1
"Kasih bintang 3 dulu, karena akhir"" ini sering force close /keluar sendiri",1
Pertarungan 39 detik tdk bisa hilang,0
"Dear Tencent, Entah kenapa saya ngerasain pengalaman bermain yang kurang maksimal, soalnya masih ada banyak bug didalam game. Salah satunya bug shotgun, terutama shotgun yang Rapid Fire seperti shotgun DBS. Nah padahal ping bagus(40 ms-60 ms) tapi ketika saya melakukan tembakan dan mengeluarkan 3-4 peluru sambil berjalan tiba-tiba saya kembali ke posisi awal saya berjalan. Ini ngga cuma sekali saya alami, tetapi berkali-kali🙏",0
Sangat baik,2
"Bagus bangett ini game ,,, Tapi boong",0
"Gamenya bagus,tapi sdh berapa tahun gue main ngak dapat M4 glacier",2
Makin kesini makin susah mau main nyari match nya lama banget,0
"Game nya kurang stabil mohon di perbaiki lagi dong Sering laq saat di game nya.mohon segerah di perbaiki,,,,,🙏",0
game banyak orang curang,0
Game lebih berat ga bisa login Play game Koneksi lancar tolong perbaiki,0
Nice,1
Gem burik,0
Nice,1
Padahal jaringan saya selalu bagus pas di lobi juga sinyal baik2 saja. Tapi kenapa setelah masuk bermain malah sinyal dan server tidak merespon. Saya yakin jika selalu begini pemain/peminat game PUBG akan semakin berkurang. Kenapa pemain pemain lama sudah tidak bermain PUBG MOBILE Karna ini lah masalahnya,0
Cukup baik,1
Bang give alok bang,2
"Hi PUBG, game ini sudah bagus, tetapi hanya ada sedikit kekurangan dalam game Sniper Only, Kenapa di dalam mode itu ada sebuah pistol?, bukan kah game itu bernama Sniper Only?, Banyak orang yang menggunakan pistol untuk menang dengan cara curang itu, jadi mungkin lebih bagus pistol di hapus dari mode permainan Sniper Only, Tetapi overall gamenya bagus, Terima Kasih.",2
Banyak bug padahal udh up davce,0
Babaji,1
Mantap,0
Punya saya lancar tapi saya ned asuk kalo di ubdet,1
"Bug terus2an, langkah kaki musuh gk keliatan, pin naik turun, ayolah developer jangan kebanyakan event yg dimajuin, bug nya tolong diperbaiki.",0
Pubg game nya sangat bagus tapi saya mohon permuda sistem buat pengguna perangkat yang kurang relatif sehingga mempermuda permainan dan memberi pengalaman bermain yang lebih halus tanpa lag dan pata pata dengan kata lain mengurangi resolusi dari permainan oke please player next update up 5 star,0
Tolong min semua bagus tp tolong bnyak ngelag ngebug tolong diperbaiki..padahal jaringan bagus tp ngelag ngebug masih parah trimakasih,0
"Sering terjadi bug di mode arena (team deathmatch) yaitu karakter tidak muncul, ammo selalu 0",1
Kerennnnnnn,2
"Gameny seru dan membuat kta hrus befkir pkai strategi apa ntuk chiken. Tpi updateny gilak,bisa smpai belasan Giga dimakan. Jika setiap update dtanya semakin tinggi,bisa"" pda ngeblank/HENG Hpny, Tolong lebih di pertimbangkan soal updatenya 🙏🙏🙏",0
Gamenya bagus kok,2
"Sini gua bantu basmi cheater,gara-gara cheater banyak yang uninstall pubg",2
Uhhhh sruuuu bikin pening,2
"Makin banyak bug, jaringan pada server juga sering ilang""an",0
Terlalu sering update dan setiap pembaruan selalu besar kapasitasnya sehingga memenuhi rongga telepon saya. Lama2 saya akan pensiun main pubg terpaksa nih....,0
update udh 100% tapi ga selesai selesai,1
"Untuk gameplaynya bagus tapi masih ada bug yang saya alami bug ini ada 2 bug 1: kalo naik mobil/motor kalo nabrak batu itu tiba"" tembus dan nyangkut kemudian meledak,bug 2: terkadang metkit tidak bekerja",2
Pubg mobile keren tapi ada kontrol nya bisa hesot kepala baru musuh langsung tembak langsung menag,2
Jelek banget !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;;;;;;;;;;;;;;;;;!!!!!!!!!!!!!!! Udah dibilang ngin ⛔⛔⛔,1
Game ini sangat bagus Saya sangat suka. Tapi Tolong pada tencend Untuk lebih teliti soal Nya saya main trus ketemu chiter Dan bug yang ngga masuk di akal,1
"Game nya bagus, tapi sayang suka ngelag padahal jaringan lancar 4G dan juga update nya jangan terlalu jga para player pasti minggir liat upadtenya..",1
Sangat beratt,1
game ya bagus tapi kebangakan ketemunya bot jadi tolong di pertemukan orang asli biar menantang,2
Saya kasi bintang dua karna tiap update slalu turun rang sya,0
"Gamenya bagus,yng sering ngatain PUBG haram....cuman mau blngn inikan cuman game bkn beneran dn kalo mau nghina orang liat dulu diri loh!.loh bisa gx buat game sebagus ini. BACOT!!!",2
BABAJII IS SO FUN,2
Sangat bagus,1
"Udah ga kuat hp gua, sayonara pubgm",1
Push push sampai mampus,2
SERASA HP MAU MELEDAK GK USH DI DOWNLOAD KLAU BUKAN IPHONE,2
Saya tidak ingin apdet paraoh soalnya gemnya tambah rusak,0
Udah ga trllu seru mainnya mlas udah ad yg bisa lnsung loncat k atas gedung nambah lg rantingnya ga mncul,1
"Pubg,",1
"Semakin lama semakin berat, kurangi yg tidak perlu spt metro, event zombie, perbaiki server karena sering hang, error, walau koneksi wifi cepat. Makin besar filenya makin ditinggalkan user karena sudah unfriendly lagi di HP makin cepet panas saat main di siang hari. Banyak BUG Parasut musuh tidak kelihatan saat drop, kembalikan baju gillie seperti dulu di season 2-4 benar-benar tidak keliatan, skrg gillie suit ga berharga, Tas semakin dikurangi volumenya, kar mosin udah ga sakit damagenya.",0
Game yg mengasikan,2
Wajib dimainkan,2
Kenapa pas keluar permainan sering laq/takang...sinyal aman2 aja Dalam permainan juga sering laq2,1
HP gua gk kuat lemot Ngeleg,2
Parah masuk pubg malah jaringan makin lemah nonton youtube lancar aja.... Berdagang terus krapton,1
mengapa tidak bisah menyambung ke akun Facebook tolong di bantu perbaiki,1
GAME BURIK PALING BERAT MAKAN DATA PALING BANYAK BERAT SEKALI SUKA LEG KALAU ADA MUSUH PATA PATA SUKA MAIN HBD CURAAAAAAAAAAAANGGGGGGG POOOKOOKNTAA TAiii kuuuciiaang pPAAAANTEEEK LAAAH ASUU,0
knpa akun fb saya tidak bisa login ke game..?,0
Baguuus banget Cumak masih bug terus Mohon d perbaiki,2
Pubg harasekali pubg,2
Gamenya bagus',2
bintang 4 dlu soanya belum coba,2
"Maaf bintang 2 dulu,kenapa masih masih banyak cheater? 🙏",0
Akun saya hilang saya sudah ilang sekitar 30 juta di game ini,0
Bang tencen bug step nya benerin masa tiba2 musuh ada di samping padahal ga ada step nya,0
Bagus banget,2
Aku suka,1
Untuk developer.... Tolong dong kok saya waktu sudah download terus login gk bisa?,1
🤝🥀,1
Oy babaji gift HP donk gua pengen bet maen babaji tapi HP gua samsung j2 prime mau ganti HP ga ada uang gift ROG donk,1
"Kurang sigap dalam menangkap para citer, dan bug yg merugikan",0
Sebuah kemantapan,2
"PUBG itu game Online pertamaku, gue suka bangettt! Grafiknya itu loh real banget! Tapi sayangnya banyak yang ngeluh PUBG berat bukan? Edit : skrg sy pengen balik lg ke pubg, semoga aja kali ini ga ada kendala :'D",2
Kenapa saat saya login selalu otorisasi dibatalkan,0
Sering kena bug..,0
"Dear PUBG MOBILE saat ini Saya sedang mengalami masalah dimana akun saya berubah server ke Timur Tengah secara tidak sengaja dan itu membuat gameplay saya jadi buruk dimana jaringannya sangat tidak stabil dan membuat ngeframe dan Leg-leg, saya juga telah melaporkan hal ini tapi sistem menolak untuk mengembalikan saya ke server Asia. Apakah pubg mobile bisa mengembalikan akun saya ke server Asia lagi karena di server Timur Tengah ini kualitas jaringannya sangat buruk bagi saya. Terima kasih",1
Plis lah ya makin update makin broken plis lah tencent klo bisa gak usah kasih bintang lah ni males lama² main pubg main random ketemu org gak jelas 🤬,0
Oke Tapi Sering Force Close Recomended Kok Bye Terus Maju Dengan Pastinya Yg Terbaik,2
"Tolong di perbaiki terus,kalo bisa jagan ada lagi bug saat turun dari pesawat",1
Tolong fix bug di arena perang klo respawn tiba tiba bug ke pulau respawn trus terbang dan gak bisa kemana mana,2
games bagussssssssssssss,0
Kurangin bug2,1
Beri saya ke hokian!!!!!,2
Pram grafik ketika masuk gameplay aduh parah banget,1
"its better now, but when meet much enmy its lag",2
Semakin menarik,2
Kurang fair,0
Udah mulai malas main game ini chiters makin meraja Lela.,0
"Bug yg masih ada, fps yg kadang drop sendiri, sinyal yg buruk padahal disini bagus. Bug parasut. Bug spected kadang cuman jalan ditempt, terus bnyk pengguna confik",1
🤧🤧🤧 Jaringan nya susah,0
Pensi dulu ya ges yak 🥺🤗,2
matching is not fair,0
Parahhhh legnya,1
Tolong buatkan map yang khusus peta Indonesia dong biar lebih seru mainnya terutama player Indonesia,1
Game ini sangat bagus dan menarik,1
"Entah kenapa setelah update baru baru ini banyak bug yang terjadi. Seperti, 1. saya sudah update semua tapi setelah saya relog, saya di haruskan untuk update kembali. 2. Saya pergi ke cherpark, lalu saya melihat pakaian karakter semua pemain di cherpark sama semua ( menggunakan baju bot ) 3. Ping/ms selalu tinggi Harap cepet perbaiki ya min",1
Dari pertama main pubg s3 sampai s14. terus krna pengen fokus kerja gw hapus.. Tapi krna dengar lagu akan Walker jadinya gw download lgi krna kangen sanhok turun paradise,2
"KENAPA TIDAK BISA LOGIN TWITTER???, AKUN SENJATA UPGRADEAN SAYA LOGIN VIA TWITER",0
Nocoment !!,0
Kok gak bisa. Di update:(,1
"Jaringan lag dan roll back, sangat mengecewakan setelah update",0
"Udah ada sedikit perubahan, moga kedepannya lebih baik lagi",1
Fitur dan definisi gak ngotak Canda kok game nya bagus 😉😉,1
Keren hd banget ampe ketagihan uhuy kalo gak di jawab gak di kasih bintang 5,2
Jelek nglek,2
Bugnya tolongggg,1
Game ini sangad bagus,2
Game ya sangat bagus dan boleh GK kasih kami bundel gratis Haha canda BG,2
Bug nya makin byk tolong di perbaiki ya agar Game Pubg semakin maju 🤗,1
Males banget.di android 11 kena masalah sama obb.perbaiki napa.kayak gk aman aja di android 11 kena masalah file Obb,0
Pubg itu haram🤣🤣,0
Rada like,0
"Saya sangat suka game ini! Tapi kenapa akhir akhir ini...sensor gyro di pubg saya sering kali mengalami masalah? Seperti, sensor gyro saya yang terkadang tidak dapat digunakan, atau ketika sensor gyro saya malah aneh(ketika saya menghadap keatas, gyro saya malah kebawah,begitupun sebaliknya). Saya juga telah mengetes gyro smartphone saya dengan menggunakan video 360, tapi tak ada masalah, semuanya normal, tapi kenapa di pubg, sensor gyro saya sering bermasalah? Tolong agar segera diperbaiki!",0
Gem nya bagus bet,2
Hallo Developers saya memainkan game ini sudah bnyak kejadian bug atau masalah di game ini tolong di perbaiki ya .. Oh ya collabborasinya makin bagus 👍,2
Saya tidak tau kenapa lencana saya menurun setelah update dari Crown II Turun Jadi Platinum V sangat mengecewakan untuk peminat pubg😞😞,0
"Sering mengalami bug saat island spawn detik nya 0 tapi tidak naik pesawat, padahal koneksi saya bagus pas relogin kembali udah turun di ujung sekali tolong di fix bugnya meresahkan",1
Gems nya bgus tapi sayang memory gak cukup karna gems nya makan banyak memory,1
"Dulu aku main enak""aja sekarang setelah di update keluar masuk terus apa hp aku kurang mendukung tolong ya kasih tau ke saya aku mau pubg yg kayak dulu lag,masih aja mid keluar masuk terus coba di perbaiki lagi lha gue kasi bintang 5",1
TIDAK DAPAT MASUK PERTEMPURAN TROSSSS CAPE GW AJG TOLONGG LAH NAPA KEK GITU MULU SIH AJGGG UDH SEMINGGU GW KEK GINI MULU,2
Guuye,0
banyak bug,0
Mantap,1
"Bacot doang ngomongnya mau di perbaiki tapi nyatanya ngga Emng semenjak krafton yang pegang pubg jadi ga jelas Bug kaga di perbaiki, cheater tidak di basmi,emng bacotnya doang yang di gedein",0
Moyai mo,0
"Halo, kenapa di handphone spek colour OS 10 belum bisa pakai yg HD atau Ultra HD. Padahal di app Mobile Legend sudah bisa. Dan semenjak update saya sering mengalami gerakan patah patah saat buka scope",1
"Saya download kembali niatnya mau nostalgia. Tapi maaf tidak bisa login lewat Facebook, selalu gagal. Sedikit kecewa buat para player old yang mau kembali main pubg",0
"Knp ya pas mau login selalu gabsa, Selalu ""gagal terhubung ke server silahkan login ulang"" dan di suruh nunggu 240 dtk smpe 752 dtk an buat login kembali, cape sya bolak balik Padahal baru download/main tpi dah gini gini aj, """"server gagal merespon"""" gtu,padahal sinyal bagus 4G full tolong Knapa ya maaf 🙏🏻🙏🏻",2
"Setelah update jaringan sering ga stabil padahal buat streaming lancar-lancar saja, sering juga keluar ""pertandingan telah berakhir"" padahal baru turun dari parasut.",0
Rame,2
Yutub ber ada yang main ini juga aku lupa nama chenel nay apa tapi grafik nya sudah lumayan,2
"PUBG SKARANG KAYA FF , LEBIH BAIK AKU MAIN PUBG PC AJA , BANYAK BUG , CITER SINI SITU , GAADA OBAT SKARANG PUBG GA KAYA DULU!!!!!!",1
Cara update versi 2.1 gimana nj,1
tolong ya min saya kangen main pubg ini huhuhuh pertama stage langsung kalah gara gara bug NGNTTTF,0
Kurang puas,0
i gg,2
Lumayan biar tambah penggalaman,1
Game NgFrame mlsin,0
Ok,2
Banyak updeat terus,1
"Masi banyak bug terutama di karakin mohon klo update yang di update bug nya juga bukan cuma fitur nya,trimakasih😱",1
Dev give me 100UC plss,2
Saya main epep dan burik,0
GAME HARAM SALAM DARI ANAK ML,1
Lumayan bagus,1
Knp saya metching lama banget dari semalam saya gk bisa maen,1
Tolong untuk pembuat game nya Tolong di dikitin mb nya rata rata Pemain nya hpnya kentang Upps,1
Gamenya bagus tapi sering ada bug 1.selalu ngebag 2.selalu jalan sendiri mohon perbaiki yah terima kasih🙏,2
"Game in bagus banget tapi boong wkwkwkwkwkw,😂",2
Rfrtbtiuw Pgbriyeoyyuwunegznd. S .gn ini cukup ke Jun 22_255)8ar,2
Bnyk bug,1
Geme Nya udah bagus sama segi grafik!! Tapi ada masalah yg bikin emosi sendiri masalah sinyall padahal jaringan bagus Uda ber- ulang ulang dicoba masuk pubg tetap gk bisa tolong dong buat pembuat geme Nya di perbaiki masalah sinyall Terimakasi !!,2
👍,2
Baik tapi tidak cuku baik,1
Haram,2
"Gk burik, gk kayak ep ep",2
"Pubg , ini tolong kenapa saya baru update saat mau login loading resource nya sangat lama tolong diperbaiki",1
"Akun udah 2 tahun tapi baru kali ini saya gak bisa login, gimana ya ?",0
bagus maaf ya aku suka nilainya naik turun / bagus jelek 😔,2
Gk ada om toji,1
Wiw,2
Hiburan bget,1
Maafkan aku yang tak bisa menunggu hatimu Lupakan saja diriku untuk selama-lamanya Ku harus pergi meninggalkanmu di dalam sepiku Bukan inginku tuk menyakiti perasaanmu Maafkan aku,2
Game nya bagus bangettttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt,2
Gema ini sangat bgus,2
"Saya tidak bisa login malam hari ini,",0
Cepat downloadnya bisa cepat downloadnya,2
Makin ndak jelas,0
Game gajelas,0
Gamenya updatenya ga mikirin device tiap main frame trs susah jadinya mau war..,0
Game terbaik sepanjang masa.,2
Kenapa ya kok aq mau maen game PUBG kok gak bisa di bukak jawabanya kok servis terus.kok starting terus,1
"Kasihan bagi HP ram 2 gb mau comeBack lagi tuk main , bilangnya ada grafis supersmoots eh ternyata blom terlaksana tolong lah tencent gua mau main game ini lagi dan satu hal lagi Kurangin lagi Jumlah MB untuk download nya plisss tencent gua pansi udah lama nih gara gara Ram hp",1
"Saia pernah coba game nya emng seru tpi device saia udh gk mendukung dulu pake ram 3 masih enak…lah skrng udh patah² nge,fraze.maaf saia tidak bermaksud menjelek² kan game ini 🙃",1
Keren banget sumpah... gw jadi malas main game lain. Moga pabji keren lagiiii,0
🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬,0
Hahahaha jelek,2
Game ini sangat memuwasin bnget,2
Menurut saya game nya jelek karena game ini haram cuy,1
"Tolong developer per baiki animasi jalan terkadang saat sesudah naik kendaraan tiba tiba animasi jalannya kedepan terus, analognya ke kiri atau kanan tapi animasi jalannya tetap jalan kedepan, dan juga tolong masalah lag mohon diperbaiki soalnya saya bermain game berat seperti codm tidak pernah frame drop tapi di Pubg selalu frame drop. Sekian terimakasih semoga segera diperbaiki",1
Oke!!!,2
Akun pubg ku kena hecker..gimna sih cara mengatasi heacker itu ni..susah payah orang berusaha..malah di ambil alih sama heacker,1
TOLONG BUG NYA DI PERBARUI DAN JARINGAN SERVER NYA MIN 🙏,1
"Papaji sangat hebat sekali, saya langsung hedsot 4 kali dan boyah 4 kali, keren sekali hahah",2
Lumayan,2
Bagus,2
Lebih bagus ff dari pada pubg,0
Permainan bagus banget😎😎😎😎😎😎😎😎😎😎😎😎😎😎,2
Game nya seru tapi aku kasih bintang 3 dulu soal nya ada ngeleg dan putus²,1
Lumayan menarik gem nya,1
Bintang tiga,1
Game kontol bug anjg,0
👍,2
Belom di coba tapi semoga aja bagus ya Gw rela download ini game cuma gara gara mau nonton blackpink:),1
"Game nya bagus banget, grafiknya bagus walau pun rata kiri yekan tapi sayangnya hp saya suka panas klo main PUBG ini, tpi sumpah sih game nya bagus dan yah, semangat terus buat developer nya TENCENT I LOVE YOU BY : randika",2
Lag parah....,1
Maaf sblmnya. Saya kasih bintang 2 soalnya pas main banyak bug. Render di jarak 50m. Mohon segera di perbaiki🙏,0
Biasa mendarat di rumah yang cuma ada 2-3 buah dan tidak ada senjata. Maksud hati mau menghindari musuh ehh malah gak dapat senjata.,1
Cpek² Gw Download Kalian Pake Otak Dikit Lah Gw Baru Level Berapa Ketemu Lawan Pro Berotak Lah Game Apaan Download Dikit Bangga Krafton Tolol Gak Punya Otak,0
"Dear, developer kalo saya gacha minimal kasih yang bagus sedikit lah😅",2
nggak seperti dulu,0
Game yg semakin tak punya masa depan. Kalah bersaing dengan game serupa karena terlalu banyak merombak stuktur map Erangel. Uninstall saja.,0
Ini bug kapan di perbaiki bug even hidup tapi ga bisa ngeloot turun di mana di layar hp di mana,0
Download nya lama,0
Sangat bagus,2
SINYAL PUTUS PUTUS / LAG,0
"Abis update pubg ini banyak bug, bagusan yang kemarin 1.7 ga banyak bug, la event sepiderman ini abis idup turun ngebug lompat kenok buka pintu ga bisa l. Mohon di perbaiki",1
Halo saya udah sudah mendonglot kok saya lihat ngga bisa login dan akun saya hilang knp ya? Saya cuma ingin tau Kl ngga dijawab lu bangkek,0
"Mudahan aja nanti pas update selanjutnya grafik ultra HD/UHD bisa support semua device handphone , biar semua player termasuk saya bisa merasakan grafik tersebut .. Dan juga fps nya distabilin sama jaringan yang menggunakan WIFI dan Data seluler biar tambah nyaman saat bermain.",2
Saya sedih karna sensitive saya keulag,0
Mantap jiwa👍👍👍,2
Terlalu banyak update....,0
Mnarik. Gemnya tapi saya belum download sekarang saya akan download sekarang,2
Ini gimana ya saya baru beres download pas di buka kembali ke menu??,1
Lebih d tonjolkan lagi seperri real dong,2
Terlalu banyak update,0
Lenih baik lagi dan lebih seru,2
Kok setiap updete susah banget yah sampai sekarang gak bisa main,2
"Balikin spt season awal,tanpa kenal ram☹️☹️☹️🙏🙏🙏 dan spek.",0
"stelah di update masih banyak BUGnya,tolong diperhatikan klo masih mau gamenya rame,bnyak yg kcwa SMA update Tan yg msh dilengkapi BUG,tong perbaiki segera!!",0
Setengah,1
Gamenya oke lahh hanya saja gamenya agak berat jadi suka ngeframe klo main,2
Pokoknya bagus banget... Mantap👍,2
Mantap game yg sangat puas,2
Saya Suka Tingkatkan lagi Salam Saya dari ambalau Maluku,2
EGIo LETA,0
Ini gak bisa masuk ke geme nya sama bayak bug ya dowlod pun gak bisa terrus udah limakali dowlod ini geme gak bisa bisa,1
Kapan ya bisa ada promo kaya ada kupon yg di acak untuk beli kartu supaya bisa buka ROYALE PASS plis lah tencen kami player gratisan oww,1
Game ini bagus tapi hp saya hp kentang jadi kalok di naik naikin lagi MB nya bakalan gak bisa main tolong lah kurangin MB nya,2
Keren game nya,1
"Bisa gk sih kalo udah di pause buat donwload data jngn di download lgi, bikin emosi player",0
Sudah menging stal kagak bisah,0
Sya pernah memainkan game ini di PC tpi ga lag sama sekali skrng mau coba download gatau bagus atau gaa ya smga aja ga fream yaa klo ada bug semoga di perbaiki ya developer,2
jelek banget,0
Untuk tancent Tolong kasih fitur unlink karna akun pubg ku di retas hacker semoga kejawab🙏🙏,0
"DEVELOPER TOLONG DI PERBAIKI LAGI MASALAH, WAKTU PERMINTAAN HABIS, SAYA PAKAI JARINGAN 4G KOK TETAP MASIH MASALAH LAGI..",0
Kalo sinyal 600 an mental kagak jelas ngent**,2
Game nya burik niru FREE FIRE,0
"Tolong untuk developer game nya di perbaiki karena masih banyak bug dan glitch. Oh ya pubg yang sekarang gk kayak dulu. Dulu masih ada malam, zombie mode, war x payload, ar bisa x8, pistol bisa x4.",1
Bg minta uz boleeh gk,0
Guc,2
Knapa akun gue gk bisa masuk padahal udah terkait Facebook juga akun goglee juah tpi gk bisa masuk dah dia kli nya seperti ini yang satu udah hilang gk bisa masuk juga gak pakecit pula tpi gk bisa masuk Agk kecawa dengan yang sa. At ini,0
Gem taik di instal ko malah mentok 86 terus padahal sinyal gua bagus,0
"Dear Team riset pubg mengapa akun tidak bermasalah bisa di banded, selama bermain saya tidak pernah melakukan kecurangan, tolong di bantu akunnya di buka kembali",1
Bguss,2
"Saya kasih bintang 3 dulu,jika fitur grafis super smooth akan dikeluarkan akan saya beri 5 bintang",1
Bug banyak,0
Lumayan,2
Saya sangat suka game ini tapi satu saya minta kepada admin mohon d blokir semua akun yg pake cheat:(,2
Good,1
😡😡😡😡😡😡😡😡😡😡😡,1
Gamenya kerenn bangetttttt,2
Selema jadi player dari season 5 sampa sekrang merasa puas meski banyak update an ... Sangat membeban kan memori internal hp ...,2
this game has a lot of bugs so I give 4 stars,2
Game Halram,1
Kapan update poco f3 90 fps min.....? Masa mi 10T pro bisa padahal SNB 865 Sdangkan 870 belum...?,2
Mantap,2
"Bug yg masih ada, fps yg kadang drop sendiri, sinyal yg buruk padahal disini bagus. Bug parasut. Bug spected kadang cuman jalan ditempt, terus bnyk pengguna confik",1
Geme khontol,0
update trs,1
RINDU SEASON 6-9 TENCENT/KRAFTON,1
Mantappp,2
Lawan gk seimbang trus di tdm banyak yg pake bullet tracking haduhh yaampun,0
"Please fix the gyroscoop bug that moves on its own, in the training camp there are often character bugs, for example in fpp mode it often doesn't work, there are many others.",1
B aja,1
Apakah kalian berteman dengan free fire?,2
Voice chat ama speaker nya sering error trus juga banyak hacker,2
Mantap badas,2
Zonanya makin sakit ajngg!!,2
Saya kasih bintang 3 karena PUBG lagi banyak bug nya contoh nya audio error,1
grafik bagus ada pintu tidak membuat sakit mata terimakasih pubg telah memberi saya pengalaman berperang yang bagus dan tidak membuat sakit mata terimakasih pubg,2
Kenapa jaringan saya ngelag terus padahal data selulerku masih banyak tolong diperbaiki,0
"Kasih nafas lag min buat hp yg kentang, sad banget baru main rumah udah kayak jelly",1
Game ajg game dajjal,0
Kurangi lagi data gamenya supaya bermain nyaman. Data gamenya terlalu berat di kurangi lagi pang,1
"Grafik hp saya menurun jadi gak kyk dulu main pubg, makin besar file nya",1
Tolong perbaiki event mirror world Saya selalu mendapatkan masalah di setiap main event BUG TIDAK DAPAT MELIHAT MUSUH DAN REKAN TIM DAN SELALU NGEBLING-NGEBLING,1
"Mohon maaf ya saya beri bintang 1 🙏soalnya gamenya suka ngelag dan koneksi terputus, MOHON DIPERBAIKI SEGERA",0
Gemnya uda.bagus si tapi mkan ram.di hp aku jadi penu .terus jarigan nya musti bagus klunga kembali ke lobyy..,1
Aku pensi ya😔😔,0
Pembaruan ada aja makin nambh aja datanya,1
"peminat PUBG sekarang turun drastis karena update terus,dan saya juga menyerah 🙏🙏🙏 terima kasih PUBG🙏",0
Sangat menarik,2
Halo developer apakah Sekarang skin senjata di shop tidak bisa dibeli lagi menggunakan fragment silver?,2
"Sering lag, chitter banyak",0
Kayak epep,0
"Matchmaking nya terlalu lama,masuk ke game nya juga sangat lama menunggu,berulang""masuk ke game juga ngk bisa"",masih menunggu,hanya terdengar suara musik aja yang bikin telinga sakit,,tolong diperbaiki lagi.",0
"Kalo bisa min,nanti pubg bisa dimainin di hp low,saran dari saya saja,kalo ndak bisa ya gak papa:)",1
akun FB saya ilang kalo ga ilang main lagi comeback,2
Game nya ngabisin kuota,0
"Bug nya tolong di bagusin dong min""gak enak banget jalan nya miring kayak mumi sama bug parasut juga di bagusin",2
Tai banget,2
🗿,1
Saya suka pubg mobile. Tp makin lama kok makin berat?.. kalau setiap ganti sisen begini lama2 off trus.!,1
